time,CapDev_time,DA_time,DK1 2025 (2014 WY),DK1 2035 (2014 WY),DK1 2045 (2014 WY),DK1 2025 (2012 WY),DK1 2035 (2012 WY),DK1 2045 (2012 WY),DK1 2025 (1985 WY),DK1 2045 (1985 WY),DK1 2045 (1985 WY)
30/04/2014 13.00,S17.T062,S115.T14,33.021,45.855,41.463,23.377,11.12,3.408,21.796,3.923,8.154
30/04/2014 14.00,S17.T063,S115.T15,33.104,45.855,41.463,24.187,11.12,3.437,22.944,3.964,11.464
30/04/2014 15.00,S17.T064,S115.T16,34.337,47.127,43.569,24.223,12.801,4.29,24.495,7.692,14.167
30/04/2014 16.00,S17.T065,S115.T17,36.331,46.899,45.743,24.736,14.398,4.605,25.647,18.072,14.966
30/04/2014 17.00,S17.T066,S115.T18,37.119,47.921,46.705,24.991,14.398,4.605,29.495,18.433,14.966
30/04/2014 18.00,S17.T067,S115.T19,36.724,46.899,46.705,26.665,14.398,4.605,30.203,18.433,14.966
30/04/2014 19.00,S17.T068,S115.T20,35.958,46.899,46.705,24.736,14.398,4.605,30.866,18.433,14.966
30/04/2014 20.00,S17.T069,S115.T21,35.958,46.899,46.705,24.736,14.398,4.605,31.797,18.433,14.966
30/04/2014 21.00,S17.T070,S115.T22,35.958,46.899,46.705,24.407,14.398,4.605,30.312,18.433,14.966
30/04/2014 22.00,S17.T071,S115.T23,35.958,46.899,46.705,23.774,14.398,4.605,30.203,18.433,14.966
30/04/2014 23.00,S17.T072,S115.T24,35.958,46.899,46.705,23.774,14.398,4.605,30.203,18.433,14.966
01/05/2014 00.00,S17.T073,S116.T01,34.04,44.215,44.018,22.116,20.528,4.341,31.796,45.86,46.082
01/05/2014 01.00,S17.T074,S116.T02,34.04,44.215,44.018,22.116,20.528,4.341,31.796,45.86,46.082
01/05/2014 02.00,S17.T075,S116.T03,34.04,44.215,44.018,22.316,20.528,4.341,31.796,45.86,46.082
01/05/2014 03.00,S17.T076,S116.T04,34.04,44.215,44.018,22.316,20.528,4.341,31.796,45.86,46.082
01/05/2014 04.00,S17.T077,S116.T05,34.664,44.215,44.018,22.365,20.528,4.341,31.796,45.86,46.082
01/05/2014 05.00,S17.T078,S116.T06,34.04,44.215,44.018,22.831,20.528,4.341,31.796,45.86,46.082
01/05/2014 06.00,S17.T079,S116.T07,34.985,40.003,42.522,24.226,19.904,4.106,42.592,43.781,45.359
01/05/2014 07.00,S17.T080,S116.T08,34.07,40.012,41.585,22.415,9.239,3.4,32.426,24.382,44.739
01/05/2014 08.00,S17.T081,S116.T09,34.173,40.264,41.203,21.519,8.291,3.363,31.895,24.382,43.503
01/05/2014 09.00,S17.T082,S116.T10,32.612,40.287,40.137,13.925,3.968,3.29,29.878,24.382,42.174
01/05/2014 10.00,S17.T083,S116.T11,32.612,41.934,39.844,13.05,3.923,3.274,30.845,29.362,42.294
01/05/2014 11.00,S17.T084,S116.T12,32.295,41.934,39.844,10.767,3.823,3.243,28.358,27.992,42.294
01/05/2014 12.00,S17.T085,S116.T13,31.309,41.934,40.101,10.767,3.816,3.243,27.227,28.062,42.353
01/05/2014 13.00,S17.T086,S116.T14,31.363,42.577,41.607,12.316,3.816,3.243,27.227,28.062,42.481
01/05/2014 14.00,S17.T087,S116.T15,31.836,42.697,42.562,12.714,3.816,3.274,27.227,28.915,43.431
01/05/2014 15.00,S17.T088,S116.T16,32.448,43.749,42.91,13.736,8.044,3.709,27.562,38.922,45.319
01/05/2014 16.00,S17.T089,S116.T17,35.139,44.213,43.878,22.116,18.676,4.341,31.874,45.564,46.082
01/05/2014 17.00,S17.T090,S116.T18,35.296,44.477,44.215,23.361,20.146,4.341,32.746,45.86,46.082
01/05/2014 18.00,S17.T091,S116.T19,35.533,44.477,44.215,29.324,20.146,4.341,35.249,45.86,46.082
01/05/2014 19.00,S17.T092,S116.T20,36.374,44.62,44.215,31.439,20.146,4.341,35.326,45.86,46.082
01/05/2014 20.00,S17.T093,S116.T21,35.296,44.62,44.215,30.676,20.146,4.341,35.211,45.86,46.082
01/05/2014 21.00,S17.T094,S116.T22,35.139,44.477,44.215,28.582,20.146,4.341,35.905,45.86,46.082
01/05/2014 22.00,S17.T095,S116.T23,34.678,44.477,44.018,24.741,20.146,4.341,32.926,45.86,46.082
01/05/2014 23.00,S17.T096,S116.T24,34.664,44.477,44.018,23.654,20.146,4.341,36.51,45.955,46.082
02/05/2014 00.00,S17.T097,S117.T01,33.588,45.677,45.462,24.609,19.274,16.595,38,52.404,60.409
02/05/2014 01.00,S17.T098,S117.T02,33.588,45.677,45.462,24.609,19.274,16.595,38,52.404,60.409
02/05/2014 02.00,S17.T099,S117.T03,33.588,45.677,45.462,24.609,19.274,16.595,38,52.404,60.409
02/05/2014 03.00,S17.T100,S117.T04,33.588,45.677,45.462,24.609,19.274,16.595,38,52.404,60.409
02/05/2014 04.00,S17.T101,S117.T05,33.588,45.677,45.462,28.885,19.274,16.595,38,52.404,60.409
02/05/2014 05.00,S17.T102,S117.T06,34.034,45.677,45.462,32.188,19.274,16.595,38.359,52.404,60.409
02/05/2014 06.00,S17.T103,S117.T07,36.751,45.627,44.358,31.282,14.936,14.242,37.856,50.551,58.676
02/05/2014 07.00,S17.T104,S117.T08,40.317,44.98,43.218,20.851,9.978,11.277,43.884,49.108,57.453
02/05/2014 08.00,S17.T105,S117.T09,33.996,44.588,42.492,16.605,7.953,10.933,35.481,48.491,57.425
02/05/2014 09.00,S17.T106,S117.T10,32.692,43.692,41.858,14.484,7.103,10.933,33.88,48.324,56.752
02/05/2014 10.00,S17.T107,S117.T11,33.44,43.43,41.858,20.876,10.175,13.597,33.636,48.214,56.752
02/05/2014 11.00,S17.T108,S117.T12,32.593,42.946,41.904,14.636,9.945,14.161,32.726,48.437,56.752
02/05/2014 12.00,S17.T109,S117.T13,31.634,42.511,42.344,4.535,10.128,14.237,32.726,48.437,58.166
02/05/2014 13.00,S17.T110,S117.T14,30.686,42.511,42.838,4.535,12.217,14.664,33.334,49.32,58.538
02/05/2014 14.00,S17.T111,S117.T15,30.686,42.511,43.367,14.069,12.966,14.919,33.741,49.849,58.878
02/05/2014 15.00,S17.T112,S117.T16,31.802,44.725,44.537,18.603,17.053,16.335,36.075,50.686,60.409
02/05/2014 16.00,S17.T113,S117.T17,32.91,45.329,45.462,23.598,19.274,16.542,39.923,52.404,60.409
02/05/2014 17.00,S17.T114,S117.T18,35.088,45.67,45.462,24.609,19.274,16.595,53.014,52.404,60.409
02/05/2014 18.00,S17.T115,S117.T19,37.217,45.677,45.462,25.155,19.378,16.595,54.847,52.404,60.409
02/05/2014 19.00,S17.T116,S117.T20,36.545,45.677,45.462,26.189,19.773,16.717,54.847,52.631,60.409
02/05/2014 20.00,S17.T117,S117.T21,34.761,45.677,45.462,33.563,19.907,16.717,54.847,52.631,60.409
02/05/2014 21.00,S17.T118,S117.T22,33.817,45.677,45.462,33.379,19.907,16.717,54.847,52.639,60.409
02/05/2014 22.00,S17.T119,S117.T23,33.671,45.677,45.462,32.6,20.372,16.717,54.388,52.631,60.409
02/05/2014 23.00,S17.T120,S117.T24,33.588,45.677,45.462,31.74,20.475,16.815,51.197,52.631,60.409
03/05/2014 00.00,S17.T121,S118.T01,33.094,44.297,14.664,31.801,19.044,13.866,37.756,50.936,50.684
03/05/2014 01.00,S17.T122,S118.T02,33.094,44.297,14.664,31.801,19.044,13.823,37.756,50.936,50.684
03/05/2014 02.00,S17.T123,S118.T03,33.086,44.297,14.664,26.063,17.019,13.792,37.756,50.936,50.684
03/05/2014 03.00,S17.T124,S118.T04,33.086,44.297,14.664,25.557,15.124,13.69,37.756,50.936,50.684
03/05/2014 04.00,S17.T125,S118.T05,32.553,44.16,14.664,25.557,14.966,13.674,37.756,50.936,50.684
03/05/2014 05.00,S17.T126,S118.T06,33.086,44.297,14.664,25.365,14.937,13.674,37.756,50.936,50.684
03/05/2014 06.00,S17.T127,S118.T07,36.77,44.16,14.664,24.598,14.605,13.674,37.756,50.936,50.684
03/05/2014 07.00,S17.T128,S118.T08,33.094,43.346,14.346,23.527,14.438,13.567,35.897,49.695,46.288
03/05/2014 08.00,S17.T129,S118.T09,30.532,41.382,14.074,23.449,13.202,12.875,33.774,47.655,44.455
03/05/2014 09.00,S17.T130,S118.T10,24.191,40.647,12.417,18.723,11.969,11.391,32.888,46.437,41.814
03/05/2014 10.00,S17.T131,S118.T11,29.39,40.647,12.417,17.344,11.969,11.391,32.51,46.437,41.814
03/05/2014 11.00,S17.T132,S118.T12,23.548,40.647,12.417,12.619,11.969,11.391,32.51,46.511,41.814
03/05/2014 12.00,S17.T133,S118.T13,23.548,40.647,12.417,12.619,11.969,11.515,32.51,48.22,41.814
03/05/2014 13.00,S17.T134,S118.T14,23.548,40.647,12.417,12.619,11.969,11.515,32.51,48.585,43.723
03/05/2014 14.00,S17.T135,S118.T15,23.548,40.647,13.862,12.619,12.013,13.176,34.183,49.454,45.003
03/05/2014 15.00,S17.T136,S118.T16,23.548,42.705,14.212,12.819,14.497,13.674,36.044,50.179,49.349
03/05/2014 16.00,S17.T137,S118.T17,24.83,43.47,14.598,14.114,14.605,13.674,37.756,50.71,49.349
03/05/2014 17.00,S17.T138,S118.T18,28.688,43.908,14.664,20.18,14.605,13.674,39.674,50.936,50.684
03/05/2014 18.00,S17.T139,S118.T19,30.396,43.96,14.664,15.077,14.605,13.674,42.661,50.936,50.684
03/05/2014 19.00,S17.T140,S118.T20,33.869,43.96,14.664,14.114,14.605,13.674,42.663,50.936,51.455
03/05/2014 20.00,S17.T141,S118.T21,33.147,43.908,14.664,14.114,14.605,13.674,41.724,50.936,51.455
03/05/2014 21.00,S17.T142,S118.T22,31.565,43.908,14.664,14.114,14.605,13.674,40.705,50.936,51.455
03/05/2014 22.00,S17.T143,S118.T23,30.223,43.908,14.664,14.114,14.605,13.674,37.756,50.936,51.455
03/05/2014 23.00,S17.T144,S118.T24,30.223,43.908,14.664,14.114,14.605,13.674,37.756,50.936,51.455
04/05/2014 00.00,S17.T145,S119.T01,31.572,44.732,45.066,19.066,20.757,18.434,41.961,45.885,53.669
04/05/2014 01.00,S17.T146,S119.T02,31.572,44.732,45.066,19.066,20.757,18.434,36.983,45.885,53.669
04/05/2014 02.00,S17.T147,S119.T03,31.572,44.732,45.066,18.618,20.757,18.434,35.993,45.883,53.669
04/05/2014 03.00,S17.T148,S119.T04,32.279,44.732,45.066,18.478,20.757,18.434,35.366,45.885,53.669
04/05/2014 04.00,S17.T149,S119.T05,32.279,44.732,45.066,18.478,20.757,18.434,35.101,45.709,53.669
04/05/2014 05.00,S17.T150,S119.T06,33.379,44.949,45.066,18.478,20.757,18.434,34.874,45.885,53.669
04/05/2014 06.00,S17.T151,S119.T07,33.506,44.732,45.066,19.066,20.757,18.434,34.874,45.681,53.669
04/05/2014 07.00,S17.T152,S119.T08,33.294,43.399,44.023,19.113,20.757,18.428,34.017,44.887,53.669
04/05/2014 08.00,S17.T153,S119.T09,29.856,37.601,40.868,18.99,16.926,15.995,33.161,44.532,52.618
04/05/2014 09.00,S17.T154,S119.T10,24.743,33.784,39.073,18.456,11.534,7.84,30.996,41.64,50.611
04/05/2014 10.00,S17.T155,S119.T11,29.042,36.043,39.073,20.788,10.551,7.22,27.65,38.826,49.784
04/05/2014 11.00,S17.T156,S119.T12,24.522,35.38,39.073,16.116,8.437,7.22,24.402,38.826,49.784
04/05/2014 12.00,S17.T157,S119.T13,24.435,35.38,39.481,16.116,8.437,7.22,24.402,38.826,49.784
04/05/2014 13.00,S17.T158,S119.T14,24.474,35.769,41.018,16.116,8.536,7.22,24.402,39.075,50.566
04/05/2014 14.00,S17.T159,S119.T15,25.899,40.213,43.373,16.771,8.536,15.423,27.798,43.619,52.198
04/05/2014 15.00,S17.T160,S119.T16,31.556,44.691,45.066,19.206,16.197,18.166,33.033,44.552,53.597
04/05/2014 16.00,S17.T161,S119.T17,33.882,45.182,45.066,20.038,20.757,18.434,33.777,44.694,53.669
04/05/2014 17.00,S17.T162,S119.T18,35.027,45.6,45.267,24.831,22.409,18.434,34.874,44.887,53.669
04/05/2014 18.00,S17.T163,S119.T19,38.287,46.178,45.267,27.102,22.985,18.451,34.874,44.887,53.669
04/05/2014 19.00,S17.T164,S119.T20,40.446,46.544,45.324,26.873,23.013,18.451,34.874,44.887,53.669
04/05/2014 20.00,S17.T165,S119.T21,40.446,46.967,45.324,26.386,22.807,18.451,34.337,44.887,53.669
04/05/2014 21.00,S17.T166,S119.T22,38.493,46.624,45.565,26.289,22.783,18.434,33.715,44.887,53.669
04/05/2014 22.00,S17.T167,S119.T23,37.134,46.455,45.267,26.873,23.138,18.434,33.715,44.887,53.669
04/05/2014 23.00,S17.T168,S119.T24,36.537,46.378,45.267,26.873,23.315,18.556,33.715,44.887,53.669
05/05/2014 00.00,S18.T001,S120.T01,33.622,43.926,44.266,26.484,19.012,16.882,31.565,19.618,19.337
05/05/2014 01.00,S18.T002,S120.T02,33.622,43.88,44.266,27.066,19.117,17.038,31.811,20.652,19.337
05/05/2014 02.00,S18.T003,S120.T03,33.622,43.335,44.266,27.066,19.242,17.133,31.811,20.681,19.37
05/05/2014 03.00,S18.T004,S120.T04,34.932,43.335,44.266,27.066,19.242,17.133,31.811,20.904,19.514
05/05/2014 04.00,S18.T005,S120.T05,40.714,43.335,44.266,32.6,19.462,17.252,32.805,21.114,19.514
05/05/2014 05.00,S18.T006,S120.T06,56.197,48.928,44.266,36.288,19.789,17.364,35.322,21.33,19.552
05/05/2014 06.00,S18.T007,S120.T07,36.153,28.679,41.351,33.774,19.467,17.089,32.911,19.918,18.978
05/05/2014 07.00,S18.T008,S120.T08,34.259,28.645,41.644,41.946,18.925,16.436,35.447,18.382,18.094
05/05/2014 08.00,S18.T009,S120.T09,33.188,28.06,40.625,32.746,18.036,16.016,33.03,17.254,17.868
05/05/2014 09.00,S18.T010,S120.T10,31.475,26.369,40.625,29.266,17.336,15.398,24.032,16.499,17.111
05/05/2014 10.00,S18.T011,S120.T11,30.592,26.35,40.625,26.909,17.387,14.867,21.986,12.595,14.846
05/05/2014 11.00,S18.T012,S120.T12,29.015,25.614,41.12,25.653,18.15,14.425,20.243,12.595,14.846
05/05/2014 12.00,S18.T013,S120.T13,29.015,25.614,41.411,24.648,16.91,14.425,20.243,12.595,14.846
05/05/2014 13.00,S18.T014,S120.T14,29.015,25.614,42.218,24.648,15.329,14.902,21.158,12.595,15.936
05/05/2014 14.00,S18.T015,S120.T15,31.281,27.516,42.598,26.063,15.329,15.289,22.968,12.595,17.305
05/05/2014 15.00,S18.T016,S120.T16,32.426,28.099,43.188,27.906,15.387,16.259,25.799,16.896,18.187
05/05/2014 16.00,S18.T017,S120.T17,32.961,43.005,44.266,30.329,19.076,16.861,26.458,18.849,19.151
05/05/2014 17.00,S18.T018,S120.T18,35.164,43.335,44.266,30.36,19.139,16.861,25.735,18.849,19.259
05/05/2014 18.00,S18.T019,S120.T19,44.702,43.926,44.266,29.98,19.076,16.861,24.226,18.488,19.259
05/05/2014 19.00,S18.T020,S120.T20,37.199,43.142,44.266,29.98,19.076,16.861,22.749,18.488,19.259
05/05/2014 20.00,S18.T021,S120.T21,33.561,43.142,44.266,28.763,19.076,16.861,22.581,18.488,19.259
05/05/2014 21.00,S18.T022,S120.T22,32.65,43.142,44.266,27.782,19.076,16.861,22.581,18.488,19.259
05/05/2014 22.00,S18.T023,S120.T23,32.281,43.142,44.266,26.554,19.012,16.861,22.581,18.488,19.259
05/05/2014 23.00,S18.T024,S120.T24,32.281,43.142,44.266,26.484,19.012,16.861,22.581,18.488,19.259
06/05/2014 00.00,S18.T025,S121.T01,24.95,17.669,5.368,26.831,21.523,14.352,15.4,15.81,14.003
06/05/2014 01.00,S18.T026,S121.T02,24.95,17.669,5.368,26.831,21.523,14.352,15.4,15.81,14.003
06/05/2014 02.00,S18.T027,S121.T03,24.95,17.669,5.368,26.831,21.523,14.352,15.4,15.81,14.003
06/05/2014 03.00,S18.T028,S121.T04,24.95,17.669,5.368,26.831,21.523,14.352,15.4,15.81,14.003
06/05/2014 04.00,S18.T029,S121.T05,25.061,17.669,5.368,26.831,21.523,14.352,15.486,15.81,14.003
06/05/2014 05.00,S18.T030,S121.T06,25.107,17.669,5.368,26.958,21.523,14.352,23.719,15.81,14.003
06/05/2014 06.00,S18.T031,S121.T07,24.745,15.603,5.165,26.591,12.966,11.998,26.501,14.003,11.163
06/05/2014 07.00,S18.T032,S121.T08,23.709,11.438,4.74,26.907,10.888,11.998,24.534,13.603,5.84
06/05/2014 08.00,S18.T033,S121.T09,22.574,8.01,3.827,27.682,10.252,10.563,22.579,13.603,5.274
06/05/2014 09.00,S18.T034,S121.T10,16.639,5.78,3.78,25.939,8.918,10.555,13.693,7.889,5.118
06/05/2014 10.00,S18.T035,S121.T11,18.821,5.616,3.694,25.939,12.595,10.641,13.165,6.719,4.289
06/05/2014 11.00,S18.T036,S121.T12,13.238,4.039,3.482,23.423,11.044,10.565,12.486,5.544,4.289
06/05/2014 12.00,S18.T037,S121.T13,13.196,4.039,3.482,23.423,11.044,10.565,12.486,5.544,4.289
06/05/2014 13.00,S18.T038,S121.T14,13.196,4.039,3.482,23.423,12.564,12.653,12.486,5.544,4.289
06/05/2014 14.00,S18.T039,S121.T15,13.196,4.039,3.694,26.786,14.222,13.443,13.178,5.544,4.289
06/05/2014 15.00,S18.T040,S121.T16,14.529,8.005,5.031,29.835,16.879,13.846,13.693,12.44,12.109
06/05/2014 16.00,S18.T041,S121.T17,23.928,17.534,5.368,33.043,21.775,14.265,22.587,15.81,13.972
06/05/2014 17.00,S18.T042,S121.T18,25.193,17.534,5.368,34.762,21.829,14.436,21.021,15.81,14.003
06/05/2014 18.00,S18.T043,S121.T19,25.831,17.669,5.368,36.037,21.829,14.436,15.4,15.81,14.003
06/05/2014 19.00,S18.T044,S121.T20,25.421,17.779,5.368,36.037,22.035,14.436,15.4,15.81,14.003
06/05/2014 20.00,S18.T045,S121.T21,25.175,17.779,5.368,32.118,21.775,14.435,15.4,15.81,14.003
06/05/2014 21.00,S18.T046,S121.T22,24.95,17.669,5.368,31.501,21.775,14.352,15.4,15.81,14.003
06/05/2014 22.00,S18.T047,S121.T23,24.95,17.669,5.368,32.776,21.775,14.352,15.4,15.81,14.003
06/05/2014 23.00,S18.T048,S121.T24,24.95,17.669,5.368,32.522,21.775,14.352,22.429,15.81,14.003
07/05/2014 00.00,S18.T049,S122.T01,25.333,49.212,17.944,33.76,45.769,47.121,26.371,48.368,47.646
07/05/2014 01.00,S18.T050,S122.T02,25.333,49.212,17.944,33.76,45.769,47.121,26.371,48.368,47.646
07/05/2014 02.00,S18.T051,S122.T03,25.333,49.212,17.944,33.76,45.769,47.121,26.371,48.368,47.646
07/05/2014 03.00,S18.T052,S122.T04,25.333,49.212,17.944,33.76,45.769,47.121,26.371,48.368,47.646
07/05/2014 04.00,S18.T053,S122.T05,25.333,49.212,17.944,33.882,45.915,47.121,26.573,48.368,47.646
07/05/2014 05.00,S18.T054,S122.T06,25.568,49.212,17.944,33.882,45.815,47.121,27.929,48.368,47.646
07/05/2014 06.00,S18.T055,S122.T07,27.025,47.852,17.691,34.82,44.497,45.316,31.786,46.879,41.927
07/05/2014 07.00,S18.T056,S122.T08,29.833,45.517,17.616,45.405,44.745,44.812,35.349,43.586,42.005
07/05/2014 08.00,S18.T057,S122.T09,24.828,32.154,17.328,33.721,44.817,43.421,32.085,41.775,42.005
07/05/2014 09.00,S18.T058,S122.T10,23.165,24.311,17.085,32.787,42.538,41.502,23.533,32.086,41.669
07/05/2014 10.00,S18.T059,S122.T11,19.2,24.311,16.882,31.783,39.389,41.291,16.866,29.838,41.669
07/05/2014 11.00,S18.T060,S122.T12,13.297,17.856,14.583,31.725,38.769,41.291,13.693,29.838,42.191
07/05/2014 12.00,S18.T061,S122.T13,13.297,17.856,14.583,31.725,38.769,41.291,13.693,29.838,42.583
07/05/2014 13.00,S18.T062,S122.T14,13.297,17.856,14.583,31.839,38.769,42.996,13.693,31.04,43.749
07/05/2014 14.00,S18.T063,S122.T15,13.297,17.856,14.592,32.532,38.769,43.311,20.369,34.862,44.29
07/05/2014 15.00,S18.T064,S122.T16,18.337,29.845,17.075,32.905,42.555,44.751,26.436,45.482,45.597
07/05/2014 16.00,S18.T065,S122.T17,25.118,48.467,17.944,33.882,45.142,46.561,29.362,48.368,47.646
07/05/2014 17.00,S18.T066,S122.T18,26.564,49.212,17.944,34.159,45.636,47.001,32.905,48.368,47.646
07/05/2014 18.00,S18.T067,S122.T19,29.929,49.212,17.944,36.262,45.636,47.121,34.126,48.368,47.646
07/05/2014 19.00,S18.T068,S122.T20,36.132,49.428,17.944,34.6,45.915,47.121,36.289,48.368,47.646
07/05/2014 20.00,S18.T069,S122.T21,30.522,49.212,17.944,34.194,45.769,47.121,33.896,48.368,47.646
07/05/2014 21.00,S18.T070,S122.T22,27.678,49.212,17.944,33.882,45.915,47.121,32.592,48.368,47.646
07/05/2014 22.00,S18.T071,S122.T23,25.902,49.212,17.944,35.857,45.915,47.121,29.623,48.368,47.646
07/05/2014 23.00,S18.T072,S122.T24,25.333,49.212,17.944,34.719,45.915,47.121,30.918,48.368,47.646
08/05/2014 00.00,S18.T073,S123.T01,24.737,20.192,15.605,38.237,49.048,46.497,29.026,45.32,46.614
08/05/2014 01.00,S18.T074,S123.T02,24.737,20.192,15.605,38.237,49.048,46.497,29.026,45.32,46.614
08/05/2014 02.00,S18.T075,S123.T03,24.737,20.192,15.605,38.237,49.048,46.497,29.026,45.32,46.614
08/05/2014 03.00,S18.T076,S123.T04,24.737,20.192,15.605,38.237,49.048,46.497,29.026,45.32,46.614
08/05/2014 04.00,S18.T077,S123.T05,24.765,20.192,15.605,38.237,49.048,46.497,29.026,45.32,46.614
08/05/2014 05.00,S18.T078,S123.T06,26.198,20.192,15.605,40.167,49.268,46.497,30.131,45.32,46.614
08/05/2014 06.00,S18.T079,S123.T07,29.884,18.356,14.776,40.167,46.423,41.848,35.146,44.49,45.187
08/05/2014 07.00,S18.T080,S123.T08,26.153,15.551,13.927,39.004,44.894,38.369,36.193,43.049,44.591
08/05/2014 08.00,S18.T081,S123.T09,25.472,17.856,13.656,34.932,46.262,40.948,31.923,42.23,44.237
08/05/2014 09.00,S18.T082,S123.T10,24.869,17.352,13.656,33.529,46.423,41.71,30.884,40.54,42.62
08/05/2014 10.00,S18.T083,S123.T11,25.195,18.142,13.656,33.529,47.092,42.449,30.646,41.138,42.62
08/05/2014 11.00,S18.T084,S123.T12,24.737,17.352,13.656,33.529,47.138,42.449,30.435,41.138,42.62
08/05/2014 12.00,S18.T085,S123.T13,25.053,17.642,13.755,33.529,47.381,42.515,30.435,41.231,43.805
08/05/2014 13.00,S18.T086,S123.T14,25.749,18.895,14.793,33.765,47.73,43.416,30.489,41.231,44.308
08/05/2014 14.00,S18.T087,S123.T15,25.378,18.951,14.952,34.735,48.302,43.574,31.289,41.923,44.901
08/05/2014 15.00,S18.T088,S123.T16,25.115,19.61,15.21,35.616,48.594,43.869,31.66,43.966,45.742
08/05/2014 16.00,S18.T089,S123.T17,26.115,20.192,15.605,38.237,49.048,46.497,32.6,45.434,46.614
08/05/2014 17.00,S18.T090,S123.T18,26.931,20.192,15.605,43.633,49.749,46.497,33.354,45.663,46.614
08/05/2014 18.00,S18.T091,S123.T19,32.309,20.192,15.605,54.537,49.659,46.497,34.433,45.865,46.614
08/05/2014 19.00,S18.T092,S123.T20,30.371,20.192,15.605,54.537,49.778,46.497,37.175,45.865,46.614
08/05/2014 20.00,S18.T093,S123.T21,26.021,20.192,15.605,48.116,49.69,46.497,36.189,45.373,46.614
08/05/2014 21.00,S18.T094,S123.T22,25.001,20.192,15.605,38.328,49.353,46.497,33.637,45.373,46.614
08/05/2014 22.00,S18.T095,S123.T23,24.737,20.192,15.605,38.237,49.048,46.497,33.354,45.363,46.614
08/05/2014 23.00,S18.T096,S123.T24,24.737,20.192,15.605,38.237,49.048,46.497,32.6,45.363,46.614
09/05/2014 00.00,S18.T097,S124.T01,24.412,17.012,5.261,33.871,20.088,14.809,33.877,50.197,57.753
09/05/2014 01.00,S18.T098,S124.T02,24.412,17.012,5.261,33.871,20.088,14.809,33.877,50.197,57.753
09/05/2014 02.00,S18.T099,S124.T03,24.412,17.012,5.261,33.871,20.088,14.809,33.877,50.197,57.753
09/05/2014 03.00,S18.T100,S124.T04,24.412,17.012,5.261,33.871,20.088,14.809,34.198,50.197,57.753
09/05/2014 04.00,S18.T101,S124.T05,24.412,17.012,5.261,33.871,19.953,14.809,34.788,50.197,57.753
09/05/2014 05.00,S18.T102,S124.T06,24.886,17.046,5.261,34.64,19.953,14.809,36.554,50.197,57.753
09/05/2014 06.00,S18.T103,S124.T07,25.617,16.826,5.139,33.882,19.121,14.379,44.062,48.778,55.879
09/05/2014 07.00,S18.T104,S124.T08,24.918,10.162,5.01,33.044,17.574,14.199,37.613,47.75,54.801
09/05/2014 08.00,S18.T105,S124.T09,23.514,7.651,4.399,30.577,15.557,13.632,32.905,47.049,53.002
09/05/2014 09.00,S18.T106,S124.T10,13.484,5.334,3.469,27.239,13.693,11.328,32.803,46.453,53.002
09/05/2014 10.00,S18.T107,S124.T11,13.567,4.011,3.719,26.249,13.693,11.313,32.754,46.453,53.002
09/05/2014 11.00,S18.T108,S124.T12,10.953,3.918,3.512,24.24,13.693,11.313,32.754,46.572,53.62
09/05/2014 12.00,S18.T109,S124.T13,9.512,3.918,3.519,24.24,13.693,13.385,32.754,46.734,54.052
09/05/2014 13.00,S18.T110,S124.T14,9.512,3.918,3.769,24.24,13.693,14.165,32.905,47.059,55.102
09/05/2014 14.00,S18.T111,S124.T15,9.512,4.075,3.927,25.447,14.553,14.209,33.028,47.75,55.505
09/05/2014 15.00,S18.T112,S124.T16,12.974,12.848,5.087,29.702,19.016,14.716,34.028,49.06,57.248
09/05/2014 16.00,S18.T113,S124.T17,24.013,16.681,5.261,32.944,19.717,14.809,34.429,50.197,57.753
09/05/2014 17.00,S18.T114,S124.T18,24.701,17.012,5.261,33.72,19.999,14.809,36.352,50.197,57.753
09/05/2014 18.00,S18.T115,S124.T19,25.383,17.012,5.261,34.334,19.788,14.809,42.719,50.197,57.753
09/05/2014 19.00,S18.T116,S124.T20,27.951,17.046,5.261,33.73,19.55,14.809,39.365,50.197,57.753
09/05/2014 20.00,S18.T117,S124.T21,27.82,17.121,5.261,26.179,19.55,14.809,37.493,50.197,57.753
09/05/2014 21.00,S18.T118,S124.T22,27.82,17.121,5.261,26.179,19.55,14.809,35.383,50.197,57.753
09/05/2014 22.00,S18.T119,S124.T23,27.951,17.052,5.261,27.132,19.55,14.809,34.562,50.197,57.753
09/05/2014 23.00,S18.T120,S124.T24,24.736,17.052,5.261,26.179,19.55,14.809,34.309,50.197,57.753
10/05/2014 00.00,S18.T121,S125.T01,23.571,24.603,17.501,17.399,25.724,46.047,33.728,44.126,46.659
