time,2012 Denmark_HH80_SP400
03/04/2012 06.00,0.0083
03/04/2012 07.00,0.0001
03/04/2012 08.00,0
03/04/2012 09.00,0
03/04/2012 10.00,0.0001
03/04/2012 11.00,0.0029
03/04/2012 12.00,0.0125
03/04/2012 13.00,0.0168
03/04/2012 14.00,0.0322
03/04/2012 15.00,0.0558
03/04/2012 16.00,0.0633
03/04/2012 17.00,0.0895
03/04/2012 18.00,0.1012
03/04/2012 19.00,0.0959
03/04/2012 20.00,0.0652
03/04/2012 21.00,0.0754
03/04/2012 22.00,0.1356
03/04/2012 23.00,0.2056
04/04/2012 00.00,0.3294
04/04/2012 01.00,0.4573
04/04/2012 02.00,0.5543
04/04/2012 03.00,0.5001
04/04/2012 04.00,0.5418
04/04/2012 05.00,0.6414
04/04/2012 06.00,0.6943
04/04/2012 07.00,0.5799
04/04/2012 08.00,0.5574
04/04/2012 09.00,0.5844
04/04/2012 10.00,0.5236
04/04/2012 11.00,0.5201
04/04/2012 12.00,0.4818
04/04/2012 13.00,0.478
04/04/2012 14.00,0.3955
04/04/2012 15.00,0.2532
04/04/2012 16.00,0.1632
04/04/2012 17.00,0.1495
04/04/2012 18.00,0.1508
04/04/2012 19.00,0.1217
04/04/2012 20.00,0.0739
04/04/2012 21.00,0.036
04/04/2012 22.00,0.0086
04/04/2012 23.00,0.0026
05/04/2012 00.00,0.0001
05/04/2012 01.00,0.0042
05/04/2012 02.00,0.0084
05/04/2012 03.00,0.0104
05/04/2012 04.00,0.0157
05/04/2012 05.00,0.022
05/04/2012 06.00,0.0335
05/04/2012 07.00,0.0317
05/04/2012 08.00,0.0332
05/04/2012 09.00,0.048
05/04/2012 10.00,0.0567
05/04/2012 11.00,0.0618
05/04/2012 12.00,0.0736
05/04/2012 13.00,0.0929
05/04/2012 14.00,0.0823
05/04/2012 15.00,0.0611
05/04/2012 16.00,0.0473
05/04/2012 17.00,0.0659
05/04/2012 18.00,0.086
05/04/2012 19.00,0.0751
05/04/2012 20.00,0.0505
05/04/2012 21.00,0.0254
05/04/2012 22.00,0.0119
05/04/2012 23.00,0.0213
06/04/2012 00.00,0.1707
06/04/2012 01.00,0.244
06/04/2012 02.00,0.3127
06/04/2012 03.00,0.3893
06/04/2012 04.00,0.4144
06/04/2012 05.00,0.4266
06/04/2012 06.00,0.4014
06/04/2012 07.00,0.3681
06/04/2012 08.00,0.3894
06/04/2012 09.00,0.5276
06/04/2012 10.00,0.5641
06/04/2012 11.00,0.7783
06/04/2012 12.00,0.7411
06/04/2012 13.00,0.7118
06/04/2012 14.00,0.4248
06/04/2012 15.00,0.3193
06/04/2012 16.00,0.2695
06/04/2012 17.00,0.1433
06/04/2012 18.00,0.0891
06/04/2012 19.00,0.0674
06/04/2012 20.00,0.0484
06/04/2012 21.00,0.0589
06/04/2012 22.00,0.0315
06/04/2012 23.00,0.0343
07/04/2012 00.00,0.3648
07/04/2012 01.00,0.571
07/04/2012 02.00,0.7167
07/04/2012 03.00,0.7969
07/04/2012 04.00,0.8334
07/04/2012 05.00,0.8946
07/04/2012 06.00,0.9017
07/04/2012 07.00,0.8986
07/04/2012 08.00,0.9147
07/04/2012 09.00,0.8904
07/04/2012 10.00,0.9385
07/04/2012 11.00,0.9427
07/04/2012 12.00,0.9441
07/04/2012 13.00,0.9434
07/04/2012 14.00,0.9383
07/04/2012 15.00,0.9023
07/04/2012 16.00,0.8364
07/04/2012 17.00,0.7457
07/04/2012 18.00,0.6112
07/04/2012 19.00,0.4898
07/04/2012 20.00,0.378
07/04/2012 21.00,0.3171
07/04/2012 22.00,0.2683
07/04/2012 23.00,0.1994
08/04/2012 00.00,0.1245
08/04/2012 01.00,0.1002
08/04/2012 02.00,0.1137
08/04/2012 03.00,0.2159
08/04/2012 04.00,0.2761
08/04/2012 05.00,0.2786
08/04/2012 06.00,0.2568
08/04/2012 07.00,0.2057
08/04/2012 08.00,0.1729
08/04/2012 09.00,0.1944
08/04/2012 10.00,0.2618
08/04/2012 11.00,0.266
08/04/2012 12.00,0.2591
08/04/2012 13.00,0.2273
08/04/2012 14.00,0.2071
08/04/2012 15.00,0.285
08/04/2012 16.00,0.4154
08/04/2012 17.00,0.388
08/04/2012 18.00,0.3336
08/04/2012 19.00,0.2672
08/04/2012 20.00,0.2444
08/04/2012 21.00,0.2581
08/04/2012 22.00,0.2947
08/04/2012 23.00,0.275
09/04/2012 00.00,0.0578
09/04/2012 01.00,0.098
09/04/2012 02.00,0.1692
09/04/2012 03.00,0.2006
09/04/2012 04.00,0.2005
09/04/2012 05.00,0.2059
09/04/2012 06.00,0.2497
09/04/2012 07.00,0.3087
09/04/2012 08.00,0.2975
09/04/2012 09.00,0.4167
09/04/2012 10.00,0.4323
09/04/2012 11.00,0.4517
09/04/2012 12.00,0.3073
09/04/2012 13.00,0.1996
09/04/2012 14.00,0.2788
09/04/2012 15.00,0.2738
09/04/2012 16.00,0.158
09/04/2012 17.00,0.1433
09/04/2012 18.00,0.1314
09/04/2012 19.00,0.1223
09/04/2012 20.00,0.1342
09/04/2012 21.00,0.1981
09/04/2012 22.00,0.2144
09/04/2012 23.00,0.218
10/04/2012 00.00,0.8582
10/04/2012 01.00,0.8788
10/04/2012 02.00,0.9048
10/04/2012 03.00,0.9267
10/04/2012 04.00,0.9344
10/04/2012 05.00,0.932
10/04/2012 06.00,0.932
10/04/2012 07.00,0.9364
10/04/2012 08.00,0.9346
10/04/2012 09.00,0.936
10/04/2012 10.00,0.9415
10/04/2012 11.00,0.9385
10/04/2012 12.00,0.9423
10/04/2012 13.00,0.9431
10/04/2012 14.00,0.9218
10/04/2012 15.00,0.8963
10/04/2012 16.00,0.8464
10/04/2012 17.00,0.8044
10/04/2012 18.00,0.73
10/04/2012 19.00,0.7595
10/04/2012 20.00,0.7553
10/04/2012 21.00,0.7231
10/04/2012 22.00,0.7643
10/04/2012 23.00,0.6369
11/04/2012 00.00,0.0049
11/04/2012 01.00,0.0198
11/04/2012 02.00,0.0354
11/04/2012 03.00,0.061
11/04/2012 04.00,0.0693
11/04/2012 05.00,0.0361
11/04/2012 06.00,0.0147
11/04/2012 07.00,0.0323
11/04/2012 08.00,0.0682
11/04/2012 09.00,0.063
11/04/2012 10.00,0.0449
11/04/2012 11.00,0.03
11/04/2012 12.00,0.0145
11/04/2012 13.00,0.0017
11/04/2012 14.00,0
11/04/2012 15.00,0
11/04/2012 16.00,0
11/04/2012 17.00,0
11/04/2012 18.00,0
11/04/2012 19.00,0.0001
11/04/2012 20.00,0.0065
11/04/2012 21.00,0.0148
11/04/2012 22.00,0.0241
11/04/2012 23.00,0.0192
12/04/2012 00.00,0.0749
12/04/2012 01.00,0.0627
12/04/2012 02.00,0.037
12/04/2012 03.00,0.0202
12/04/2012 04.00,0.0044
12/04/2012 05.00,0.0002
12/04/2012 06.00,0
12/04/2012 07.00,0
12/04/2012 08.00,0
12/04/2012 09.00,0
12/04/2012 10.00,0.0002
12/04/2012 11.00,0.0002
12/04/2012 12.00,0.0003
12/04/2012 13.00,0.0001
12/04/2012 14.00,0.0002
12/04/2012 15.00,0.003
12/04/2012 16.00,0.005
12/04/2012 17.00,0.0079
12/04/2012 18.00,0.0041
12/04/2012 19.00,0.0001
12/04/2012 20.00,0
12/04/2012 21.00,0
12/04/2012 22.00,0.0007
12/04/2012 23.00,0.0002
13/04/2012 00.00,0.0012
13/04/2012 01.00,0
13/04/2012 02.00,0
13/04/2012 03.00,0
13/04/2012 04.00,0
13/04/2012 05.00,0
13/04/2012 06.00,0
13/04/2012 07.00,0
13/04/2012 08.00,0
13/04/2012 09.00,0
13/04/2012 10.00,0
13/04/2012 11.00,0
13/04/2012 12.00,0
13/04/2012 13.00,0.0002
13/04/2012 14.00,0.0001
13/04/2012 15.00,0
13/04/2012 16.00,0
13/04/2012 17.00,0
13/04/2012 18.00,0
13/04/2012 19.00,0
13/04/2012 20.00,0
13/04/2012 21.00,0
13/04/2012 22.00,0
13/04/2012 23.00,0
14/04/2012 00.00,0.0502
14/04/2012 01.00,0.0494
14/04/2012 02.00,0.0316
14/04/2012 03.00,0.0241
14/04/2012 04.00,0.0154
14/04/2012 05.00,0.0187
14/04/2012 06.00,0.0171
14/04/2012 07.00,0.008
14/04/2012 08.00,0.0114
14/04/2012 09.00,0.0157
14/04/2012 10.00,0.0033
14/04/2012 11.00,0.0044
14/04/2012 12.00,0.0249
14/04/2012 13.00,0.0484
14/04/2012 14.00,0.042
14/04/2012 15.00,0.0341
14/04/2012 16.00,0.0294
14/04/2012 17.00,0.02
14/04/2012 18.00,0.0202
14/04/2012 19.00,0.035
14/04/2012 20.00,0.074
14/04/2012 21.00,0.112
14/04/2012 22.00,0.2124
14/04/2012 23.00,0.2207
15/04/2012 00.00,0.0002
15/04/2012 01.00,0
15/04/2012 02.00,0
15/04/2012 03.00,0
15/04/2012 04.00,0
15/04/2012 05.00,0
15/04/2012 06.00,0
15/04/2012 07.00,0
15/04/2012 08.00,0
15/04/2012 09.00,0
15/04/2012 10.00,0.0001
15/04/2012 11.00,0.0107
15/04/2012 12.00,0.0324
15/04/2012 13.00,0.0264
15/04/2012 14.00,0.0226
15/04/2012 15.00,0.0451
15/04/2012 16.00,0.0717
15/04/2012 17.00,0.0702
15/04/2012 18.00,0.1042
15/04/2012 19.00,0.2263
15/04/2012 20.00,0.3035
15/04/2012 21.00,0.2851
15/04/2012 22.00,0.2555
15/04/2012 23.00,0.2447
16/04/2012 00.00,0.2484
16/04/2012 01.00,0.2827
16/04/2012 02.00,0.325
16/04/2012 03.00,0.3395
16/04/2012 04.00,0.3958
16/04/2012 05.00,0.382
16/04/2012 06.00,0.3885
16/04/2012 07.00,0.6423
16/04/2012 08.00,0.6157
16/04/2012 09.00,0.6179
16/04/2012 10.00,0.4508
16/04/2012 11.00,0.4908
16/04/2012 12.00,0.4711
16/04/2012 13.00,0.4782
16/04/2012 14.00,0.5886
16/04/2012 15.00,0.6704
16/04/2012 16.00,0.6909
16/04/2012 17.00,0.6876
16/04/2012 18.00,0.6117
16/04/2012 19.00,0.5597
16/04/2012 20.00,0.596
16/04/2012 21.00,0.6884
16/04/2012 22.00,0.6974
16/04/2012 23.00,0.6454
17/04/2012 00.00,0.5397
17/04/2012 01.00,0.5189
17/04/2012 02.00,0.5456
17/04/2012 03.00,0.5316
17/04/2012 04.00,0.4951
17/04/2012 05.00,0.5243
17/04/2012 06.00,0.5038
17/04/2012 07.00,0.4873
17/04/2012 08.00,0.4926
17/04/2012 09.00,0.4134
17/04/2012 10.00,0.1738
17/04/2012 11.00,0.1643
17/04/2012 12.00,0.232
17/04/2012 13.00,0.1928
17/04/2012 14.00,0.1551
17/04/2012 15.00,0.1056
17/04/2012 16.00,0.0481
17/04/2012 17.00,0.0168
17/04/2012 18.00,0.0075
17/04/2012 19.00,0.0106
17/04/2012 20.00,0.0123
17/04/2012 21.00,0.0279
17/04/2012 22.00,0.0795
17/04/2012 23.00,0.1156
18/04/2012 00.00,0.3798
18/04/2012 01.00,0.3267
18/04/2012 02.00,0.2495
18/04/2012 03.00,0.2423
18/04/2012 04.00,0.2126
18/04/2012 05.00,0.1203
18/04/2012 06.00,0.0979
18/04/2012 07.00,0.0788
18/04/2012 08.00,0.0912
18/04/2012 09.00,0.0752
18/04/2012 10.00,0.0459
18/04/2012 11.00,0.0815
18/04/2012 12.00,0.135
18/04/2012 13.00,0.18
18/04/2012 14.00,0.166
18/04/2012 15.00,0.1429
18/04/2012 16.00,0.0777
18/04/2012 17.00,0.0804
18/04/2012 18.00,0.1582
18/04/2012 19.00,0.2806
18/04/2012 20.00,0.4002
18/04/2012 21.00,0.4789
18/04/2012 22.00,0.4781
18/04/2012 23.00,0.4208
19/04/2012 00.00,0.3612
19/04/2012 01.00,0.318
19/04/2012 02.00,0.3775
19/04/2012 03.00,0.5121
19/04/2012 04.00,0.5607
19/04/2012 05.00,0.5707
19/04/2012 06.00,0.6146
19/04/2012 07.00,0.4971
19/04/2012 08.00,0.478
19/04/2012 09.00,0.4903
19/04/2012 10.00,0.4346
19/04/2012 11.00,0.352
19/04/2012 12.00,0.326
19/04/2012 13.00,0.307
19/04/2012 14.00,0.3292
19/04/2012 15.00,0.3317
19/04/2012 16.00,0.285
19/04/2012 17.00,0.2726
19/04/2012 18.00,0.295
19/04/2012 19.00,0.3744
19/04/2012 20.00,0.4034
19/04/2012 21.00,0.3361
19/04/2012 22.00,0.3174
19/04/2012 23.00,0.3272
20/04/2012 00.00,0.5456
20/04/2012 01.00,0.5782
20/04/2012 02.00,0.5148
20/04/2012 03.00,0.4661
20/04/2012 04.00,0.3575
20/04/2012 05.00,0.2321
20/04/2012 06.00,0.1803
20/04/2012 07.00,0.1233
20/04/2012 08.00,0.0635
20/04/2012 09.00,0.0091
20/04/2012 10.00,0.0015
20/04/2012 11.00,0.0062
20/04/2012 12.00,0.0073
20/04/2012 13.00,0.0176
20/04/2012 14.00,0.0158
20/04/2012 15.00,0.0146
20/04/2012 16.00,0.0054
20/04/2012 17.00,0.0002
20/04/2012 18.00,0.0001
20/04/2012 19.00,0.0002
20/04/2012 20.00,0.0001
20/04/2012 21.00,0
20/04/2012 22.00,0
20/04/2012 23.00,0
21/04/2012 00.00,0
21/04/2012 01.00,0
21/04/2012 02.00,0
21/04/2012 03.00,0
21/04/2012 04.00,0.0001
21/04/2012 05.00,0.0007
21/04/2012 06.00,0.0013
21/04/2012 07.00,0.0066
21/04/2012 08.00,0.0087
21/04/2012 09.00,0.014
21/04/2012 10.00,0.0022
21/04/2012 11.00,0.0026
21/04/2012 12.00,0.0069
21/04/2012 13.00,0.0047
21/04/2012 14.00,0.0044
21/04/2012 15.00,0.003
21/04/2012 16.00,0.0078
21/04/2012 17.00,0.0106
21/04/2012 18.00,0.0071
21/04/2012 19.00,0.0288
21/04/2012 20.00,0.0329
21/04/2012 21.00,0.0192
21/04/2012 22.00,0.005
21/04/2012 23.00,0.0046
22/04/2012 00.00,0.0097
22/04/2012 01.00,0.0088
22/04/2012 02.00,0.005
22/04/2012 03.00,0.005
22/04/2012 04.00,0.0034
22/04/2012 05.00,0.0032
22/04/2012 06.00,0.0002
22/04/2012 07.00,0.0001
22/04/2012 08.00,0.0044
22/04/2012 09.00,0.0144
22/04/2012 10.00,0.0078
22/04/2012 11.00,0.0006
22/04/2012 12.00,0.0001
22/04/2012 13.00,0
22/04/2012 14.00,0.0002
22/04/2012 15.00,0.0084
22/04/2012 16.00,0.0212
22/04/2012 17.00,0.0226
22/04/2012 18.00,0.0305
22/04/2012 19.00,0.0281
22/04/2012 20.00,0.0301
22/04/2012 21.00,0.0396
22/04/2012 22.00,0.0752
22/04/2012 23.00,0.0989
23/04/2012 00.00,0.1115
23/04/2012 01.00,0.1048
23/04/2012 02.00,0.1314
23/04/2012 03.00,0.1628
23/04/2012 04.00,0.1337
23/04/2012 05.00,0.1483
23/04/2012 06.00,0.1418
23/04/2012 07.00,0.1429
23/04/2012 08.00,0.1373
23/04/2012 09.00,0.1536
23/04/2012 10.00,0.1539
23/04/2012 11.00,0.1648
23/04/2012 12.00,0.189
23/04/2012 13.00,0.1714
23/04/2012 14.00,0.1966
23/04/2012 15.00,0.2815
23/04/2012 16.00,0.2109
23/04/2012 17.00,0.139
23/04/2012 18.00,0.1372
23/04/2012 19.00,0.1281
23/04/2012 20.00,0.2107
23/04/2012 21.00,0.2138
23/04/2012 22.00,0.152
23/04/2012 23.00,0.185
24/04/2012 00.00,0.1749
24/04/2012 01.00,0.2371
24/04/2012 02.00,0.2727
24/04/2012 03.00,0.32
24/04/2012 04.00,0.3522
24/04/2012 05.00,0.3279
24/04/2012 06.00,0.2545
24/04/2012 07.00,0.1842
24/04/2012 08.00,0.207
24/04/2012 09.00,0.2647
24/04/2012 10.00,0.2447
24/04/2012 11.00,0.3452
24/04/2012 12.00,0.3477
24/04/2012 13.00,0.3596
24/04/2012 14.00,0.32
24/04/2012 15.00,0.3716
24/04/2012 16.00,0.4584
24/04/2012 17.00,0.4252
24/04/2012 18.00,0.4459
24/04/2012 19.00,0.5038
24/04/2012 20.00,0.4854
24/04/2012 21.00,0.4167
24/04/2012 22.00,0.3199
24/04/2012 23.00,0.3276
25/04/2012 00.00,0.1633
25/04/2012 01.00,0.0741
25/04/2012 02.00,0.029
25/04/2012 03.00,0.0022
25/04/2012 04.00,0.001
25/04/2012 05.00,0.0057
25/04/2012 06.00,0.004
25/04/2012 07.00,0.0044
25/04/2012 08.00,0.0073
25/04/2012 09.00,0.0093
25/04/2012 10.00,0.0107
25/04/2012 11.00,0.0082
25/04/2012 12.00,0.006
25/04/2012 13.00,0.0081
25/04/2012 14.00,0.0241
25/04/2012 15.00,0.0473
25/04/2012 16.00,0.0629
25/04/2012 17.00,0.0783
25/04/2012 18.00,0.1221
25/04/2012 19.00,0.1547
25/04/2012 20.00,0.121
25/04/2012 21.00,0.1053
25/04/2012 22.00,0.246
25/04/2012 23.00,0.434
26/04/2012 00.00,0.3164
26/04/2012 01.00,0.2433
26/04/2012 02.00,0.2256
26/04/2012 03.00,0.3067
26/04/2012 04.00,0.4281
26/04/2012 05.00,0.4954
26/04/2012 06.00,0.4535
26/04/2012 07.00,0.6114
26/04/2012 08.00,0.4315
26/04/2012 09.00,0.3717
26/04/2012 10.00,0.3526
26/04/2012 11.00,0.3755
26/04/2012 12.00,0.4223
26/04/2012 13.00,0.4355
26/04/2012 14.00,0.2466
26/04/2012 15.00,0.2535
26/04/2012 16.00,0.1096
26/04/2012 17.00,0.0758
26/04/2012 18.00,0.1026
26/04/2012 19.00,0.0533
26/04/2012 20.00,0.0326
26/04/2012 21.00,0.0154
26/04/2012 22.00,0.0336
26/04/2012 23.00,0.0255
27/04/2012 00.00,0.2366
27/04/2012 01.00,0.3901
27/04/2012 02.00,0.4514
27/04/2012 03.00,0.5872
27/04/2012 04.00,0.6556
27/04/2012 05.00,0.5316
27/04/2012 06.00,0.4604
27/04/2012 07.00,0.4085
27/04/2012 08.00,0.479
27/04/2012 09.00,0.488
27/04/2012 10.00,0.329
27/04/2012 11.00,0.4632
27/04/2012 12.00,0.6556
27/04/2012 13.00,0.6763
27/04/2012 14.00,0.7417
27/04/2012 15.00,0.7271
27/04/2012 16.00,0.5114
27/04/2012 17.00,0.4258
27/04/2012 18.00,0.3136
27/04/2012 19.00,0.3111
27/04/2012 20.00,0.3131
27/04/2012 21.00,0.3841
27/04/2012 22.00,0.3481
27/04/2012 23.00,0.3527
28/04/2012 00.00,0.1054
28/04/2012 01.00,0.0664
28/04/2012 02.00,0.0451
28/04/2012 03.00,0.0192
28/04/2012 04.00,0.002
28/04/2012 05.00,0.0001
28/04/2012 06.00,0.0002
28/04/2012 07.00,0.0005
28/04/2012 08.00,0
28/04/2012 09.00,0
28/04/2012 10.00,0
28/04/2012 11.00,0.0009
28/04/2012 12.00,0.0118
28/04/2012 13.00,0.0435
28/04/2012 14.00,0.0897
28/04/2012 15.00,0.0661
28/04/2012 16.00,0.0268
28/04/2012 17.00,0.0278
28/04/2012 18.00,0.0583
28/04/2012 19.00,0.0828
28/04/2012 20.00,0.0618
28/04/2012 21.00,0.0664
28/04/2012 22.00,0.0763
28/04/2012 23.00,0.0333
29/04/2012 00.00,0.442
29/04/2012 01.00,0.6241
29/04/2012 02.00,0.7511
29/04/2012 03.00,0.7044
29/04/2012 04.00,0.5968
29/04/2012 05.00,0.6048
29/04/2012 06.00,0.4482
29/04/2012 07.00,0.4066
29/04/2012 08.00,0.4063
29/04/2012 09.00,0.5264
29/04/2012 10.00,0.5239
29/04/2012 11.00,0.5076
29/04/2012 12.00,0.481
29/04/2012 13.00,0.4351
29/04/2012 14.00,0.4448
29/04/2012 15.00,0.3868
29/04/2012 16.00,0.3829
29/04/2012 17.00,0.4713
29/04/2012 18.00,0.6448
29/04/2012 19.00,0.5933
29/04/2012 20.00,0.4044
29/04/2012 21.00,0.5119
29/04/2012 22.00,0.4589
29/04/2012 23.00,0.383
30/04/2012 00.00,0.2937
30/04/2012 01.00,0.1372
30/04/2012 02.00,0.0985
30/04/2012 03.00,0.0842
30/04/2012 04.00,0.1304
30/04/2012 05.00,0.1373
30/04/2012 06.00,0.1192
30/04/2012 07.00,0.1058
30/04/2012 08.00,0.0663
30/04/2012 09.00,0.0456
30/04/2012 10.00,0.0561
30/04/2012 11.00,0.0382
30/04/2012 12.00,0.1081
30/04/2012 13.00,0.236
30/04/2012 14.00,0.2816
30/04/2012 15.00,0.4002
30/04/2012 16.00,0.5081
30/04/2012 17.00,0.6207
30/04/2012 18.00,0.628
30/04/2012 19.00,0.5121
30/04/2012 20.00,0.4472
30/04/2012 21.00,0.4545
30/04/2012 22.00,0.4522
30/04/2012 23.00,0.3828
01/05/2012 00.00,0.3277
01/05/2012 01.00,0.2858
01/05/2012 02.00,0.2602
01/05/2012 03.00,0.2535
01/05/2012 04.00,0.2808
01/05/2012 05.00,0.2741
01/05/2012 06.00,0.3324
01/05/2012 07.00,0.347
01/05/2012 08.00,0.4101
01/05/2012 09.00,0.4118
01/05/2012 10.00,0.3789
01/05/2012 11.00,0.4534
01/05/2012 12.00,0.4851
01/05/2012 13.00,0.5259
01/05/2012 14.00,0.4789
01/05/2012 15.00,0.4377
01/05/2012 16.00,0.5085
01/05/2012 17.00,0.5676
01/05/2012 18.00,0.6012
01/05/2012 19.00,0.6943
01/05/2012 20.00,0.7949
01/05/2012 21.00,0.7975
01/05/2012 22.00,0.6891
01/05/2012 23.00,0.5703
02/05/2012 00.00,0.0915
02/05/2012 01.00,0.1038
02/05/2012 02.00,0.0789
02/05/2012 03.00,0.0521
02/05/2012 04.00,0.0371
02/05/2012 05.00,0.0305
02/05/2012 06.00,0.0137
02/05/2012 07.00,0.0033
02/05/2012 08.00,0.0067
02/05/2012 09.00,0.0073
02/05/2012 10.00,0.015
02/05/2012 11.00,0.0186
02/05/2012 12.00,0.0201
02/05/2012 13.00,0.0226
02/05/2012 14.00,0.0185
02/05/2012 15.00,0.0333
02/05/2012 16.00,0.0683
02/05/2012 17.00,0.108
02/05/2012 18.00,0.1096
02/05/2012 19.00,0.0904
02/05/2012 20.00,0.0463
02/05/2012 21.00,0.0225
02/05/2012 22.00,0.0175
02/05/2012 23.00,0.0084
03/05/2012 00.00,0.0002
03/05/2012 01.00,0
03/05/2012 02.00,0.0001
03/05/2012 03.00,0.0002
03/05/2012 04.00,0.0006
03/05/2012 05.00,0.0002
03/05/2012 06.00,0.0025
03/05/2012 07.00,0.0005
03/05/2012 08.00,0
03/05/2012 09.00,0
03/05/2012 10.00,0.0001
03/05/2012 11.00,0.0001
03/05/2012 12.00,0.0002
03/05/2012 13.00,0.0001
03/05/2012 14.00,0
03/05/2012 15.00,0
03/05/2012 16.00,0
03/05/2012 17.00,0
03/05/2012 18.00,0.0018
03/05/2012 19.00,0.031
03/05/2012 20.00,0.0537
03/05/2012 21.00,0.0727
03/05/2012 22.00,0.1026
03/05/2012 23.00,0.1393
04/05/2012 00.00,0.0959
04/05/2012 01.00,0.0585
04/05/2012 02.00,0.0613
04/05/2012 03.00,0.0645
04/05/2012 04.00,0.0638
04/05/2012 05.00,0.0543
04/05/2012 06.00,0.0718
04/05/2012 07.00,0.1044
04/05/2012 08.00,0.0986
04/05/2012 09.00,0.107
04/05/2012 10.00,0.1894
04/05/2012 11.00,0.2742
04/05/2012 12.00,0.2324
04/05/2012 13.00,0.206
04/05/2012 14.00,0.1833
04/05/2012 15.00,0.1462
04/05/2012 16.00,0.1434
04/05/2012 17.00,0.1527
04/05/2012 18.00,0.1316
04/05/2012 19.00,0.1388
04/05/2012 20.00,0.1733
04/05/2012 21.00,0.1821
04/05/2012 22.00,0.2165
04/05/2012 23.00,0.2494
05/05/2012 00.00,0.2759
05/05/2012 01.00,0.3191
05/05/2012 02.00,0.3287
05/05/2012 03.00,0.3321
05/05/2012 04.00,0.3824
05/05/2012 05.00,0.4484
05/05/2012 06.00,0.6812
05/05/2012 07.00,0.6934
05/05/2012 08.00,0.7302
05/05/2012 09.00,0.7552
05/05/2012 10.00,0.5292
05/05/2012 11.00,0.4534
05/05/2012 12.00,0.444
05/05/2012 13.00,0.3857
05/05/2012 14.00,0.3769
05/05/2012 15.00,0.3433
05/05/2012 16.00,0.3058
05/05/2012 17.00,0.2788
05/05/2012 18.00,0.1962
05/05/2012 19.00,0.1848
05/05/2012 20.00,0.1706
05/05/2012 21.00,0.1481
05/05/2012 22.00,0.128
05/05/2012 23.00,0.0929
06/05/2012 00.00,0.1569
06/05/2012 01.00,0.1552
06/05/2012 02.00,0.11
06/05/2012 03.00,0.0793
06/05/2012 04.00,0.1198
06/05/2012 05.00,0.092
06/05/2012 06.00,0.0948
06/05/2012 07.00,0.0851
06/05/2012 08.00,0.0556
06/05/2012 09.00,0.0654
06/05/2012 10.00,0.0597
06/05/2012 11.00,0.0347
06/05/2012 12.00,0.0236
06/05/2012 13.00,0.0185
06/05/2012 14.00,0.0087
06/05/2012 15.00,0.0051
06/05/2012 16.00,0.0053
06/05/2012 17.00,0.0047
06/05/2012 18.00,0.0041
06/05/2012 19.00,0.005
06/05/2012 20.00,0.0049
06/05/2012 21.00,0.0021
06/05/2012 22.00,0.0039
06/05/2012 23.00,0.0093
07/05/2012 00.00,0.0435
07/05/2012 01.00,0.0627
07/05/2012 02.00,0.0832
07/05/2012 03.00,0.0985
07/05/2012 04.00,0.0895
07/05/2012 05.00,0.0729
07/05/2012 06.00,0.0584
07/05/2012 07.00,0.0761
07/05/2012 08.00,0.0859
07/05/2012 09.00,0.071
07/05/2012 10.00,0.0858
07/05/2012 11.00,0.0447
07/05/2012 12.00,0.0263
07/05/2012 13.00,0.0148
07/05/2012 14.00,0.0076
07/05/2012 15.00,0.0176
07/05/2012 16.00,0.0143
07/05/2012 17.00,0.0078
07/05/2012 18.00,0.0057
07/05/2012 19.00,0.0096
07/05/2012 20.00,0.0206
07/05/2012 21.00,0.0283
07/05/2012 22.00,0.0445
07/05/2012 23.00,0.0446
08/05/2012 00.00,0
08/05/2012 01.00,0
08/05/2012 02.00,0
08/05/2012 03.00,0.0002
08/05/2012 04.00,0.0141
08/05/2012 05.00,0.0193
08/05/2012 06.00,0.012
08/05/2012 07.00,0.0249
08/05/2012 08.00,0.0602
08/05/2012 09.00,0.0606
08/05/2012 10.00,0.0446
08/05/2012 11.00,0.0515
08/05/2012 12.00,0.0542
08/05/2012 13.00,0.0799
08/05/2012 14.00,0.1357
08/05/2012 15.00,0.1539
08/05/2012 16.00,0.1627
08/05/2012 17.00,0.1461
08/05/2012 18.00,0.1299
08/05/2012 19.00,0.1733
08/05/2012 20.00,0.1832
08/05/2012 21.00,0.2202
08/05/2012 22.00,0.3454
08/05/2012 23.00,0.3439
09/05/2012 00.00,0.049
09/05/2012 01.00,0.0417
09/05/2012 02.00,0.0547
09/05/2012 03.00,0.0696
09/05/2012 04.00,0.0321
09/05/2012 05.00,0.0093
09/05/2012 06.00,0.0034
09/05/2012 07.00,0.0002
09/05/2012 08.00,0.0002
09/05/2012 09.00,0.0011
09/05/2012 10.00,0.0055
09/05/2012 11.00,0.0076
09/05/2012 12.00,0.0002
09/05/2012 13.00,0.0001
09/05/2012 14.00,0.0009
09/05/2012 15.00,0.0003
09/05/2012 16.00,0.0002
09/05/2012 17.00,0
09/05/2012 18.00,0
09/05/2012 19.00,0.0002
09/05/2012 20.00,0.0012
09/05/2012 21.00,0.0001
09/05/2012 22.00,0.0001
09/05/2012 23.00,0
10/05/2012 00.00,0.1234
10/05/2012 01.00,0.0651
10/05/2012 02.00,0.0611
10/05/2012 03.00,0.1265
10/05/2012 04.00,0.1702
10/05/2012 05.00,0.2153
10/05/2012 06.00,0.2509
10/05/2012 07.00,0.3101
10/05/2012 08.00,0.4853
