time,2012 Denmark_HH80_SP400
27/06/2012 10.00,0.2219
27/06/2012 11.00,0.1919
27/06/2012 12.00,0.1638
27/06/2012 13.00,0.1638
27/06/2012 14.00,0.1875
27/06/2012 15.00,0.1934
27/06/2012 16.00,0.183
27/06/2012 17.00,0.1787
27/06/2012 18.00,0.1474
27/06/2012 19.00,0.1481
27/06/2012 20.00,0.1598
27/06/2012 21.00,0.198
27/06/2012 22.00,0.1588
27/06/2012 23.00,0.1751
28/06/2012 00.00,0.1629
28/06/2012 01.00,0.1314
28/06/2012 02.00,0.0855
28/06/2012 03.00,0.0929
28/06/2012 04.00,0.081
28/06/2012 05.00,0.0452
28/06/2012 06.00,0.0235
28/06/2012 07.00,0.0055
28/06/2012 08.00,0.0016
28/06/2012 09.00,0.0026
28/06/2012 10.00,0.0019
28/06/2012 11.00,0.0001
28/06/2012 12.00,0.0001
28/06/2012 13.00,0.0001
28/06/2012 14.00,0.0023
28/06/2012 15.00,0.006
28/06/2012 16.00,0.0089
28/06/2012 17.00,0.0104
28/06/2012 18.00,0.0199
28/06/2012 19.00,0.0332
28/06/2012 20.00,0.0979
28/06/2012 21.00,0.2106
28/06/2012 22.00,0.4882
28/06/2012 23.00,0.533
29/06/2012 00.00,0.2395
29/06/2012 01.00,0.3452
29/06/2012 02.00,0.4636
29/06/2012 03.00,0.5344
29/06/2012 04.00,0.5471
29/06/2012 05.00,0.5187
29/06/2012 06.00,0.6836
29/06/2012 07.00,0.5435
29/06/2012 08.00,0.4599
29/06/2012 09.00,0.4473
29/06/2012 10.00,0.3064
29/06/2012 11.00,0.2325
29/06/2012 12.00,0.2365
29/06/2012 13.00,0.2012
29/06/2012 14.00,0.1477
29/06/2012 15.00,0.1373
29/06/2012 16.00,0.0982
29/06/2012 17.00,0.0376
29/06/2012 18.00,0.0079
29/06/2012 19.00,0.0002
29/06/2012 20.00,0.0001
29/06/2012 21.00,0.0514
29/06/2012 22.00,0.012
29/06/2012 23.00,0
30/06/2012 00.00,0
30/06/2012 01.00,0.0014
30/06/2012 02.00,0.0287
30/06/2012 03.00,0.054
30/06/2012 04.00,0.0938
30/06/2012 05.00,0.1237
30/06/2012 06.00,0.1041
30/06/2012 07.00,0.1096
30/06/2012 08.00,0.1216
30/06/2012 09.00,0.11
30/06/2012 10.00,0.0423
30/06/2012 11.00,0.0437
30/06/2012 12.00,0.0274
30/06/2012 13.00,0.0135
30/06/2012 14.00,0.003
30/06/2012 15.00,0.0014
30/06/2012 16.00,0.0005
30/06/2012 17.00,0.0008
30/06/2012 18.00,0.0001
30/06/2012 19.00,0
30/06/2012 20.00,0
30/06/2012 21.00,0
30/06/2012 22.00,0.0063
30/06/2012 23.00,0.0251
01/07/2012 00.00,0.0265
01/07/2012 01.00,0.0253
01/07/2012 02.00,0.0445
01/07/2012 03.00,0.0599
01/07/2012 04.00,0.0422
01/07/2012 05.00,0.0225
01/07/2012 06.00,0.0263
01/07/2012 07.00,0.0236
01/07/2012 08.00,0.087
01/07/2012 09.00,0.094
01/07/2012 10.00,0.0477
01/07/2012 11.00,0.0606
01/07/2012 12.00,0.1334
01/07/2012 13.00,0.1685
01/07/2012 14.00,0.1947
01/07/2012 15.00,0.2481
01/07/2012 16.00,0.172
01/07/2012 17.00,0.0943
01/07/2012 18.00,0.1406
01/07/2012 19.00,0.1057
01/07/2012 20.00,0.1085
01/07/2012 21.00,0.1372
01/07/2012 22.00,0.1725
01/07/2012 23.00,0.1753
02/07/2012 00.00,0.1532
02/07/2012 01.00,0.13
02/07/2012 02.00,0.1626
02/07/2012 03.00,0.1019
02/07/2012 04.00,0.0647
02/07/2012 05.00,0.0535
02/07/2012 06.00,0.0882
02/07/2012 07.00,0.0993
02/07/2012 08.00,0.0917
02/07/2012 09.00,0.0845
02/07/2012 10.00,0.0403
02/07/2012 11.00,0.0239
02/07/2012 12.00,0.016
02/07/2012 13.00,0.0038
02/07/2012 14.00,0.0001
02/07/2012 15.00,0.0001
02/07/2012 16.00,0
02/07/2012 17.00,0
02/07/2012 18.00,0
02/07/2012 19.00,0
02/07/2012 20.00,0
02/07/2012 21.00,0
02/07/2012 22.00,0
02/07/2012 23.00,0
03/07/2012 00.00,0.0501
03/07/2012 01.00,0.0111
03/07/2012 02.00,0.0176
03/07/2012 03.00,0.0093
03/07/2012 04.00,0.0143
03/07/2012 05.00,0.0154
03/07/2012 06.00,0.017
03/07/2012 07.00,0.0249
03/07/2012 08.00,0.0425
03/07/2012 09.00,0.0412
03/07/2012 10.00,0.0315
03/07/2012 11.00,0.0208
03/07/2012 12.00,0.0117
03/07/2012 13.00,0.0208
03/07/2012 14.00,0.0508
03/07/2012 15.00,0.0887
03/07/2012 16.00,0.129
03/07/2012 17.00,0.1217
03/07/2012 18.00,0.1411
03/07/2012 19.00,0.1362
03/07/2012 20.00,0.1093
03/07/2012 21.00,0.0772
03/07/2012 22.00,0.0914
03/07/2012 23.00,0.0804
04/07/2012 00.00,0.0369
04/07/2012 01.00,0.0235
04/07/2012 02.00,0.0249
04/07/2012 03.00,0.0157
04/07/2012 04.00,0.0084
04/07/2012 05.00,0.0023
04/07/2012 06.00,0.0013
04/07/2012 07.00,0.0065
04/07/2012 08.00,0.0121
04/07/2012 09.00,0.0083
04/07/2012 10.00,0.0049
04/07/2012 11.00,0.0002
04/07/2012 12.00,0.0002
04/07/2012 13.00,0.0015
04/07/2012 14.00,0.001
04/07/2012 15.00,0.0013
04/07/2012 16.00,0.0011
04/07/2012 17.00,0.0023
04/07/2012 18.00,0.0002
04/07/2012 19.00,0
04/07/2012 20.00,0
04/07/2012 21.00,0
04/07/2012 22.00,0.0043
04/07/2012 23.00,0.0061
05/07/2012 00.00,0.0994
05/07/2012 01.00,0.1376
05/07/2012 02.00,0.1384
05/07/2012 03.00,0.1203
05/07/2012 04.00,0.1237
05/07/2012 05.00,0.0865
05/07/2012 06.00,0.0778
05/07/2012 07.00,0.0864
05/07/2012 08.00,0.0779
05/07/2012 09.00,0.0848
05/07/2012 10.00,0.0705
05/07/2012 11.00,0.0865
05/07/2012 12.00,0.0919
05/07/2012 13.00,0.1264
05/07/2012 14.00,0.1699
05/07/2012 15.00,0.1712
05/07/2012 16.00,0.0933
05/07/2012 17.00,0.0867
05/07/2012 18.00,0.0923
05/07/2012 19.00,0.0517
05/07/2012 20.00,0.0581
05/07/2012 21.00,0.1033
05/07/2012 22.00,0.1637
05/07/2012 23.00,0.1777
06/07/2012 00.00,0.0253
06/07/2012 01.00,0.0308
06/07/2012 02.00,0.0605
06/07/2012 03.00,0.051
06/07/2012 04.00,0.037
06/07/2012 05.00,0.0507
06/07/2012 06.00,0.0351
06/07/2012 07.00,0.0463
06/07/2012 08.00,0.0407
06/07/2012 09.00,0.0323
06/07/2012 10.00,0.0023
06/07/2012 11.00,0.0143
06/07/2012 12.00,0.0027
06/07/2012 13.00,0
06/07/2012 14.00,0
06/07/2012 15.00,0
06/07/2012 16.00,0
06/07/2012 17.00,0.0006
06/07/2012 18.00,0.0013
06/07/2012 19.00,0.0002
06/07/2012 20.00,0.0027
06/07/2012 21.00,0.0295
06/07/2012 22.00,0.0129
06/07/2012 23.00,0.0199
07/07/2012 00.00,0.0477
07/07/2012 01.00,0.0769
07/07/2012 02.00,0.0673
07/07/2012 03.00,0.0522
07/07/2012 04.00,0.0552
07/07/2012 05.00,0.053
07/07/2012 06.00,0.0349
07/07/2012 07.00,0.0302
07/07/2012 08.00,0.0417
07/07/2012 09.00,0.0476
07/07/2012 10.00,0.0284
07/07/2012 11.00,0.026
07/07/2012 12.00,0.0051
07/07/2012 13.00,0.0014
07/07/2012 14.00,0.0002
07/07/2012 15.00,0.0038
07/07/2012 16.00,0.0069
07/07/2012 17.00,0.0001
07/07/2012 18.00,0
07/07/2012 19.00,0
07/07/2012 20.00,0
07/07/2012 21.00,0
07/07/2012 22.00,0.0012
07/07/2012 23.00,0.0002
08/07/2012 00.00,0.0015
08/07/2012 01.00,0.0003
08/07/2012 02.00,0
08/07/2012 03.00,0
08/07/2012 04.00,0
08/07/2012 05.00,0
08/07/2012 06.00,0
08/07/2012 07.00,0
08/07/2012 08.00,0
08/07/2012 09.00,0
08/07/2012 10.00,0
08/07/2012 11.00,0
08/07/2012 12.00,0
08/07/2012 13.00,0
08/07/2012 14.00,0
08/07/2012 15.00,0.0001
08/07/2012 16.00,0.0064
08/07/2012 17.00,0.0135
08/07/2012 18.00,0.0337
08/07/2012 19.00,0.0325
08/07/2012 20.00,0.0391
08/07/2012 21.00,0.0667
08/07/2012 22.00,0.1226
08/07/2012 23.00,0.0985
09/07/2012 00.00,0.1677
09/07/2012 01.00,0.2018
09/07/2012 02.00,0.2058
09/07/2012 03.00,0.2262
09/07/2012 04.00,0.1342
09/07/2012 05.00,0.114
09/07/2012 06.00,0.1109
09/07/2012 07.00,0.1263
09/07/2012 08.00,0.1657
09/07/2012 09.00,0.2152
09/07/2012 10.00,0.153
09/07/2012 11.00,0.3205
09/07/2012 12.00,0.5663
09/07/2012 13.00,0.8787
09/07/2012 14.00,0.9308
09/07/2012 15.00,0.9425
09/07/2012 16.00,0.9449
09/07/2012 17.00,0.9446
09/07/2012 18.00,0.9465
09/07/2012 19.00,0.9441
09/07/2012 20.00,0.9452
09/07/2012 21.00,0.944
09/07/2012 22.00,0.9297
09/07/2012 23.00,0.9371
10/07/2012 00.00,0.7082
10/07/2012 01.00,0.6715
10/07/2012 02.00,0.6495
10/07/2012 03.00,0.6035
10/07/2012 04.00,0.5175
10/07/2012 05.00,0.4646
10/07/2012 06.00,0.4249
10/07/2012 07.00,0.3659
10/07/2012 08.00,0.3094
10/07/2012 09.00,0.3891
10/07/2012 10.00,0.3413
10/07/2012 11.00,0.3702
10/07/2012 12.00,0.4134
10/07/2012 13.00,0.4595
10/07/2012 14.00,0.3234
10/07/2012 15.00,0.3013
10/07/2012 16.00,0.2458
10/07/2012 17.00,0.194
10/07/2012 18.00,0.1369
10/07/2012 19.00,0.088
10/07/2012 20.00,0.0394
10/07/2012 21.00,0.033
10/07/2012 22.00,0.0399
10/07/2012 23.00,0.0447
11/07/2012 00.00,0.0428
11/07/2012 01.00,0.0152
11/07/2012 02.00,0.0085
11/07/2012 03.00,0.006
11/07/2012 04.00,0.0011
11/07/2012 05.00,0.0001
11/07/2012 06.00,0.0039
11/07/2012 07.00,0.0043
11/07/2012 08.00,0.0016
11/07/2012 09.00,0.0031
11/07/2012 10.00,0.0001
11/07/2012 11.00,0
11/07/2012 12.00,0
11/07/2012 13.00,0.0002
11/07/2012 14.00,0.0329
11/07/2012 15.00,0.0191
11/07/2012 16.00,0.0072
11/07/2012 17.00,0.009
11/07/2012 18.00,0.0084
11/07/2012 19.00,0.0043
11/07/2012 20.00,0.0008
11/07/2012 21.00,0.002
11/07/2012 22.00,0.0048
11/07/2012 23.00,0.0002
12/07/2012 00.00,0.1691
12/07/2012 01.00,0.171
12/07/2012 02.00,0.1485
12/07/2012 03.00,0.0953
12/07/2012 04.00,0.0763
12/07/2012 05.00,0.0996
12/07/2012 06.00,0.0969
12/07/2012 07.00,0.0864
12/07/2012 08.00,0.0965
12/07/2012 09.00,0.1158
12/07/2012 10.00,0.1451
12/07/2012 11.00,0.1848
12/07/2012 12.00,0.2023
12/07/2012 13.00,0.2273
12/07/2012 14.00,0.3114
12/07/2012 15.00,0.4692
12/07/2012 16.00,0.2761
12/07/2012 17.00,0.3408
12/07/2012 18.00,0.3445
12/07/2012 19.00,0.3445
12/07/2012 20.00,0.3903
12/07/2012 21.00,0.4271
12/07/2012 22.00,0.5428
12/07/2012 23.00,0.6667
13/07/2012 00.00,0.4618
13/07/2012 01.00,0.3661
13/07/2012 02.00,0.2917
13/07/2012 03.00,0.3091
13/07/2012 04.00,0.2769
13/07/2012 05.00,0.311
13/07/2012 06.00,0.3909
13/07/2012 07.00,0.4172
13/07/2012 08.00,0.3505
13/07/2012 09.00,0.3021
13/07/2012 10.00,0.1571
13/07/2012 11.00,0.1929
13/07/2012 12.00,0.1742
13/07/2012 13.00,0.1713
13/07/2012 14.00,0.2112
13/07/2012 15.00,0.2376
13/07/2012 16.00,0.2115
13/07/2012 17.00,0.1269
13/07/2012 18.00,0.0831
13/07/2012 19.00,0.0594
13/07/2012 20.00,0.0531
13/07/2012 21.00,0.0433
13/07/2012 22.00,0.046
13/07/2012 23.00,0.0299
14/07/2012 00.00,0.0116
14/07/2012 01.00,0.0275
14/07/2012 02.00,0.0188
14/07/2012 03.00,0.0144
14/07/2012 04.00,0.028
14/07/2012 05.00,0.0446
14/07/2012 06.00,0.0321
14/07/2012 07.00,0.0118
14/07/2012 08.00,0.01
14/07/2012 09.00,0.013
14/07/2012 10.00,0
14/07/2012 11.00,0.0015
14/07/2012 12.00,0.0098
14/07/2012 13.00,0.0256
14/07/2012 14.00,0.0556
14/07/2012 15.00,0.0923
14/07/2012 16.00,0.0852
14/07/2012 17.00,0.0989
14/07/2012 18.00,0.1803
14/07/2012 19.00,0.4275
14/07/2012 20.00,0.666
14/07/2012 21.00,0.7848
14/07/2012 22.00,0.8829
14/07/2012 23.00,0.7932
15/07/2012 00.00,0.3893
15/07/2012 01.00,0.3725
15/07/2012 02.00,0.3171
15/07/2012 03.00,0.3153
15/07/2012 04.00,0.2668
15/07/2012 05.00,0.2704
15/07/2012 06.00,0.2954
15/07/2012 07.00,0.3073
15/07/2012 08.00,0.3372
15/07/2012 09.00,0.343
15/07/2012 10.00,0.3003
15/07/2012 11.00,0.3534
15/07/2012 12.00,0.3618
15/07/2012 13.00,0.4944
15/07/2012 14.00,0.6339
15/07/2012 15.00,0.642
15/07/2012 16.00,0.6509
15/07/2012 17.00,0.7154
15/07/2012 18.00,0.67
15/07/2012 19.00,0.6108
15/07/2012 20.00,0.6176
15/07/2012 21.00,0.6365
15/07/2012 22.00,0.6426
15/07/2012 23.00,0.6791
16/07/2012 00.00,0.7232
16/07/2012 01.00,0.7759
16/07/2012 02.00,0.8165
16/07/2012 03.00,0.8232
16/07/2012 04.00,0.8818
16/07/2012 05.00,0.8794
16/07/2012 06.00,0.8999
16/07/2012 07.00,0.9133
16/07/2012 08.00,0.9024
16/07/2012 09.00,0.8986
16/07/2012 10.00,0.8462
16/07/2012 11.00,0.8829
16/07/2012 12.00,0.8853
16/07/2012 13.00,0.8817
16/07/2012 14.00,0.8735
16/07/2012 15.00,0.8574
16/07/2012 16.00,0.9087
16/07/2012 17.00,0.9147
16/07/2012 18.00,0.8712
16/07/2012 19.00,0.7742
16/07/2012 20.00,0.6699
16/07/2012 21.00,0.6254
16/07/2012 22.00,0.505
16/07/2012 23.00,0.4403
17/07/2012 00.00,0.1085
17/07/2012 01.00,0.0837
17/07/2012 02.00,0.0649
17/07/2012 03.00,0.0665
17/07/2012 04.00,0.0663
17/07/2012 05.00,0.097
17/07/2012 06.00,0.1228
17/07/2012 07.00,0.1231
17/07/2012 08.00,0.1049
17/07/2012 09.00,0.1092
17/07/2012 10.00,0.1363
17/07/2012 11.00,0.136
17/07/2012 12.00,0.1549
17/07/2012 13.00,0.2505
17/07/2012 14.00,0.4047
17/07/2012 15.00,0.5076
17/07/2012 16.00,0.5999
17/07/2012 17.00,0.602
17/07/2012 18.00,0.5156
17/07/2012 19.00,0.4659
17/07/2012 20.00,0.494
17/07/2012 21.00,0.5118
17/07/2012 22.00,0.6817
17/07/2012 23.00,0.7016
18/07/2012 00.00,0.4062
18/07/2012 01.00,0.3943
18/07/2012 02.00,0.3915
18/07/2012 03.00,0.3805
18/07/2012 04.00,0.3073
18/07/2012 05.00,0.2809
18/07/2012 06.00,0.3769
18/07/2012 07.00,0.3789
18/07/2012 08.00,0.3818
18/07/2012 09.00,0.421
18/07/2012 10.00,0.3458
18/07/2012 11.00,0.3874
18/07/2012 12.00,0.4311
18/07/2012 13.00,0.3355
18/07/2012 14.00,0.2658
18/07/2012 15.00,0.3586
18/07/2012 16.00,0.1694
18/07/2012 17.00,0.134
18/07/2012 18.00,0.0732
18/07/2012 19.00,0.0805
18/07/2012 20.00,0.1393
18/07/2012 21.00,0.1813
18/07/2012 22.00,0.1206
18/07/2012 23.00,0.1717
19/07/2012 00.00,0.2191
19/07/2012 01.00,0.2472
19/07/2012 02.00,0.2449
19/07/2012 03.00,0.2481
19/07/2012 04.00,0.2252
19/07/2012 05.00,0.1831
19/07/2012 06.00,0.1474
19/07/2012 07.00,0.1378
19/07/2012 08.00,0.1232
19/07/2012 09.00,0.1106
19/07/2012 10.00,0.1071
19/07/2012 11.00,0.0406
19/07/2012 12.00,0.0636
19/07/2012 13.00,0.1486
19/07/2012 14.00,0.1584
19/07/2012 15.00,0.0881
19/07/2012 16.00,0.024
19/07/2012 17.00,0.0065
19/07/2012 18.00,0.0002
19/07/2012 19.00,0.0067
19/07/2012 20.00,0.0552
19/07/2012 21.00,0.1512
19/07/2012 22.00,0.2856
19/07/2012 23.00,0.4138
20/07/2012 00.00,0.208
20/07/2012 01.00,0.1555
20/07/2012 02.00,0.1591
20/07/2012 03.00,0.1555
20/07/2012 04.00,0.1966
20/07/2012 05.00,0.2966
20/07/2012 06.00,0.3215
20/07/2012 07.00,0.3267
20/07/2012 08.00,0.3506
20/07/2012 09.00,0.3346
20/07/2012 10.00,0.2696
20/07/2012 11.00,0.1739
20/07/2012 12.00,0.223
20/07/2012 13.00,0.2794
20/07/2012 14.00,0.3754
20/07/2012 15.00,0.4639
20/07/2012 16.00,0.4323
20/07/2012 17.00,0.425
20/07/2012 18.00,0.3897
20/07/2012 19.00,0.363
20/07/2012 20.00,0.3557
20/07/2012 21.00,0.4171
20/07/2012 22.00,0.4002
20/07/2012 23.00,0.4229
21/07/2012 00.00,0.6526
21/07/2012 01.00,0.6325
21/07/2012 02.00,0.5845
21/07/2012 03.00,0.5754
21/07/2012 04.00,0.5422
21/07/2012 05.00,0.4561
21/07/2012 06.00,0.3809
21/07/2012 07.00,0.2602
21/07/2012 08.00,0.1738
21/07/2012 09.00,0.1619
21/07/2012 10.00,0.1687
21/07/2012 11.00,0.1902
21/07/2012 12.00,0.1881
21/07/2012 13.00,0.2234
21/07/2012 14.00,0.298
21/07/2012 15.00,0.3147
21/07/2012 16.00,0.3181
21/07/2012 17.00,0.4282
21/07/2012 18.00,0.4305
21/07/2012 19.00,0.3752
21/07/2012 20.00,0.3874
21/07/2012 21.00,0.5543
21/07/2012 22.00,0.7332
21/07/2012 23.00,0.7927
22/07/2012 00.00,0.2331
22/07/2012 01.00,0.2021
22/07/2012 02.00,0.1724
22/07/2012 03.00,0.1544
22/07/2012 04.00,0.1533
22/07/2012 05.00,0.1123
22/07/2012 06.00,0.1435
22/07/2012 07.00,0.1413
22/07/2012 08.00,0.096
22/07/2012 09.00,0.0641
22/07/2012 10.00,0.0629
22/07/2012 11.00,0.0775
22/07/2012 12.00,0.0668
22/07/2012 13.00,0.1064
22/07/2012 14.00,0.1537
22/07/2012 15.00,0.1286
22/07/2012 16.00,0.1523
22/07/2012 17.00,0.1686
22/07/2012 18.00,0.2947
22/07/2012 19.00,0.2698
22/07/2012 20.00,0.2276
22/07/2012 21.00,0.2418
22/07/2012 22.00,0.2657
22/07/2012 23.00,0.322
23/07/2012 00.00,0.317
23/07/2012 01.00,0.3344
23/07/2012 02.00,0.3229
23/07/2012 03.00,0.2924
23/07/2012 04.00,0.3247
23/07/2012 05.00,0.3636
23/07/2012 06.00,0.2512
23/07/2012 07.00,0.2551
23/07/2012 08.00,0.2577
23/07/2012 09.00,0.2704
23/07/2012 10.00,0.2572
23/07/2012 11.00,0.3381
23/07/2012 12.00,0.3989
23/07/2012 13.00,0.3587
23/07/2012 14.00,0.3151
23/07/2012 15.00,0.327
23/07/2012 16.00,0.2079
23/07/2012 17.00,0.1157
23/07/2012 18.00,0.0797
23/07/2012 19.00,0.0773
23/07/2012 20.00,0.0849
23/07/2012 21.00,0.0793
23/07/2012 22.00,0.0963
23/07/2012 23.00,0.1239
24/07/2012 00.00,0.1662
24/07/2012 01.00,0.1276
24/07/2012 02.00,0.0869
24/07/2012 03.00,0.0904
24/07/2012 04.00,0.1069
24/07/2012 05.00,0.0963
24/07/2012 06.00,0.0833
24/07/2012 07.00,0.0539
24/07/2012 08.00,0.0369
24/07/2012 09.00,0.0443
24/07/2012 10.00,0.0393
24/07/2012 11.00,0.0298
24/07/2012 12.00,0.0428
24/07/2012 13.00,0.0721
24/07/2012 14.00,0.0819
24/07/2012 15.00,0.0638
24/07/2012 16.00,0.0406
24/07/2012 17.00,0.0276
24/07/2012 18.00,0.0317
24/07/2012 19.00,0.0698
24/07/2012 20.00,0.1373
24/07/2012 21.00,0.1824
24/07/2012 22.00,0.1863
24/07/2012 23.00,0.2082
25/07/2012 00.00,0.0172
25/07/2012 01.00,0.0169
25/07/2012 02.00,0.0129
25/07/2012 03.00,0.0061
25/07/2012 04.00,0.0078
25/07/2012 05.00,0.0017
25/07/2012 06.00,0
25/07/2012 07.00,0
25/07/2012 08.00,0
25/07/2012 09.00,0
25/07/2012 10.00,0
25/07/2012 11.00,0
25/07/2012 12.00,0
25/07/2012 13.00,0
25/07/2012 14.00,0
25/07/2012 15.00,0
25/07/2012 16.00,0
25/07/2012 17.00,0
25/07/2012 18.00,0
25/07/2012 19.00,0
25/07/2012 20.00,0
25/07/2012 21.00,0
25/07/2012 22.00,0
25/07/2012 23.00,0
26/07/2012 00.00,0.0345
26/07/2012 01.00,0.0587
26/07/2012 02.00,0.0523
26/07/2012 03.00,0.0416
26/07/2012 04.00,0.0426
26/07/2012 05.00,0.0361
26/07/2012 06.00,0.0199
26/07/2012 07.00,0.0149
26/07/2012 08.00,0.0112
26/07/2012 09.00,0.0092
26/07/2012 10.00,0.0022
26/07/2012 11.00,0.005
26/07/2012 12.00,0.0089
26/07/2012 13.00,0.0064
26/07/2012 14.00,0.0004
26/07/2012 15.00,0.0001
26/07/2012 16.00,0
26/07/2012 17.00,0
26/07/2012 18.00,0
26/07/2012 19.00,0
26/07/2012 20.00,0.0001
26/07/2012 21.00,0.0029
26/07/2012 22.00,0.0108
26/07/2012 23.00,0.0104
27/07/2012 00.00,0.0396
27/07/2012 01.00,0.0221
27/07/2012 02.00,0.013
27/07/2012 03.00,0.0041
27/07/2012 04.00,0.0008
27/07/2012 05.00,0.0002
27/07/2012 06.00,0
27/07/2012 07.00,0
27/07/2012 08.00,0
27/07/2012 09.00,0
27/07/2012 10.00,0
27/07/2012 11.00,0
27/07/2012 12.00,0
27/07/2012 13.00,0.0001
27/07/2012 14.00,0.0008
27/07/2012 15.00,0.0167
27/07/2012 16.00,0.045
27/07/2012 17.00,0.0623
27/07/2012 18.00,0.0987
27/07/2012 19.00,0.1827
27/07/2012 20.00,0.2524
27/07/2012 21.00,0.3244
27/07/2012 22.00,0.2438
27/07/2012 23.00,0.2349
28/07/2012 00.00,0.4547
28/07/2012 01.00,0.3653
28/07/2012 02.00,0.2556
28/07/2012 03.00,0.1967
28/07/2012 04.00,0.1042
28/07/2012 05.00,0.0966
28/07/2012 06.00,0.1393
28/07/2012 07.00,0.1296
28/07/2012 08.00,0.0969
28/07/2012 09.00,0.1442
28/07/2012 10.00,0.0652
28/07/2012 11.00,0.0571
28/07/2012 12.00,0.0802
28/07/2012 13.00,0.317
28/07/2012 14.00,0.5724
28/07/2012 15.00,0.4125
28/07/2012 16.00,0.3785
28/07/2012 17.00,0.4329
28/07/2012 18.00,0.3766
28/07/2012 19.00,0.2802
28/07/2012 20.00,0.3063
28/07/2012 21.00,0.3504
28/07/2012 22.00,0.3206
28/07/2012 23.00,0.2317
29/07/2012 00.00,0.0189
29/07/2012 01.00,0.0054
29/07/2012 02.00,0.0002
29/07/2012 03.00,0.0001
29/07/2012 04.00,0.0001
29/07/2012 05.00,0.0021
29/07/2012 06.00,0.0038
29/07/2012 07.00,0.0053
29/07/2012 08.00,0.002
29/07/2012 09.00,0.0049
29/07/2012 10.00,0.001
29/07/2012 11.00,0.0002
29/07/2012 12.00,0.0102
29/07/2012 13.00,0.0471
29/07/2012 14.00,0.0555
29/07/2012 15.00,0.0559
29/07/2012 16.00,0.0324
29/07/2012 17.00,0.0085
29/07/2012 18.00,0.0018
29/07/2012 19.00,0
29/07/2012 20.00,0
29/07/2012 21.00,0
29/07/2012 22.00,0
29/07/2012 23.00,0
30/07/2012 00.00,0
30/07/2012 01.00,0.004
30/07/2012 02.00,0.0085
30/07/2012 03.00,0.0052
30/07/2012 04.00,0.0065
30/07/2012 05.00,0.0253
30/07/2012 06.00,0.0268
30/07/2012 07.00,0.0409
30/07/2012 08.00,0.0549
30/07/2012 09.00,0.0519
30/07/2012 10.00,0.0637
30/07/2012 11.00,0.0949
30/07/2012 12.00,0.0953
30/07/2012 13.00,0.1136
30/07/2012 14.00,0.1972
30/07/2012 15.00,0.1819
30/07/2012 16.00,0.3161
30/07/2012 17.00,0.4549
30/07/2012 18.00,0.4041
30/07/2012 19.00,0.5185
30/07/2012 20.00,0.5911
30/07/2012 21.00,0.6881
30/07/2012 22.00,0.6402
30/07/2012 23.00,0.6187
31/07/2012 00.00,0.2787
31/07/2012 01.00,0.1965
31/07/2012 02.00,0.2217
31/07/2012 03.00,0.2039
31/07/2012 04.00,0.1996
31/07/2012 05.00,0.2769
31/07/2012 06.00,0.1411
31/07/2012 07.00,0.0708
31/07/2012 08.00,0.0564
31/07/2012 09.00,0.0929
31/07/2012 10.00,0.072
31/07/2012 11.00,0.1193
31/07/2012 12.00,0.116
31/07/2012 13.00,0.0741
31/07/2012 14.00,0.0755
31/07/2012 15.00,0.0933
31/07/2012 16.00,0.0808
31/07/2012 17.00,0.0453
31/07/2012 18.00,0.0435
31/07/2012 19.00,0.043
31/07/2012 20.00,0.0405
31/07/2012 21.00,0.0429
31/07/2012 22.00,0.0582
31/07/2012 23.00,0.0424
01/08/2012 00.00,0.1015
01/08/2012 01.00,0.069
01/08/2012 02.00,0.0418
01/08/2012 03.00,0.0449
01/08/2012 04.00,0.0354
01/08/2012 05.00,0.0247
01/08/2012 06.00,0.0278
01/08/2012 07.00,0.0343
01/08/2012 08.00,0.1029
01/08/2012 09.00,0.1448
01/08/2012 10.00,0.1787
01/08/2012 11.00,0.1749
01/08/2012 12.00,0.1424
01/08/2012 13.00,0.1595
01/08/2012 14.00,0.13
01/08/2012 15.00,0.1465
01/08/2012 16.00,0.1274
01/08/2012 17.00,0.0714
01/08/2012 18.00,0.0782
01/08/2012 19.00,0.1931
01/08/2012 20.00,0.3335
01/08/2012 21.00,0.3761
01/08/2012 22.00,0.5221
01/08/2012 23.00,0.5398
02/08/2012 00.00,0.6136
02/08/2012 01.00,0.6485
02/08/2012 02.00,0.6378
02/08/2012 03.00,0.6343
02/08/2012 04.00,0.6265
02/08/2012 05.00,0.6287
02/08/2012 06.00,0.6583
02/08/2012 07.00,0.6252
02/08/2012 08.00,0.5654
02/08/2012 09.00,0.5276
02/08/2012 10.00,0.3008
02/08/2012 11.00,0.2611
02/08/2012 12.00,0.3072
02/08/2012 13.00,0.3811
02/08/2012 14.00,0.2468
02/08/2012 15.00,0.2054
02/08/2012 16.00,0.2149
02/08/2012 17.00,0.2097
02/08/2012 18.00,0.2472
02/08/2012 19.00,0.2333
02/08/2012 20.00,0.208
02/08/2012 21.00,0.2522
02/08/2012 22.00,0.2222
02/08/2012 23.00,0.2586
03/08/2012 00.00,0.2031
03/08/2012 01.00,0.1815
03/08/2012 02.00,0.1203
03/08/2012 03.00,0.1042
03/08/2012 04.00,0.1258
03/08/2012 05.00,0.1759
03/08/2012 06.00,0.1782
03/08/2012 07.00,0.1187
03/08/2012 08.00,0.1303
03/08/2012 09.00,0.1478
03/08/2012 10.00,0.0733
03/08/2012 11.00,0.0594
03/08/2012 12.00,0.0608
03/08/2012 13.00,0.0566
