Timestep,2025 - base case,2030 - base case,2035 - base case,2040 - base case,2050 - base case,2025 - re delay,2030 - re delay,2035 - re delay,2040 - re delay,2050 -re delay,2025 - ptx delay,2030 - ptx delays,2035 - ptx delay,2040 - ptx delay,2050 - ptx delay
S05-T027,85.91300213,28.86133608,26.65941609,34.0969387,12.1157005,114.6642918,107.0682601,108.1292903,98.66731564,73.87686495,81.35513366,5.835549081,9.574572213,14.01453293,9.393132689
S05-T028,85.91300213,28.86133608,26.65941609,34.165621,12.1157005,114.6642918,107.0682601,108.2377153,98.67229772,73.94909652,81.35513366,5.835549081,9.574572213,14.41010023,9.393132689
S05-T029,85.99918855,37.74510575,26.65941609,35.16331367,12.1157005,116.0072395,107.6638404,108.3462488,99.16305953,74.00383983,81.43675764,9.745239676,9.574572213,14.4819301,9.393132689
S05-T030,99.72665545,51.66944449,26.68628961,35.16332558,12.41164685,116.1235503,107.9880905,108.3462488,100.5840234,74.07810516,98.60433976,9.755182085,9.594125136,14.48195393,9.914384689
S05-T031,120.2355235,60.41257041,26.74011737,38.26282661,13.27724365,141.885044,123.2672894,108.4548964,102.0654896,76.1114226,120.171779,48.15656331,9.73530721,15.8377343,9.964625751
S05-T032,158.1311223,76.87330289,58.26010521,38.41701209,13.30371691,158.4287675,138.7562872,109.6689937,103.1748986,76.24223842,158.2910609,59.77019609,9.884994518,17.44695417,10.50681066
S05-T033,158.4482345,85.92664039,59.71810832,38.72730012,13.31356587,166.9658489,138.8953697,111.7811974,103.1748986,77.23508005,158.4496978,60.25616868,11.70289675,18.4685159,10.52486914
S05-T034,158.4482345,72.49466639,57.6743061,38.41701209,13.30421304,166.7986959,138.4785391,111.5990544,103.0715365,76.41546836,158.4496978,59.71023867,11.57251442,17.42991166,10.0025413
S05-T035,158.2895991,72.49466639,57.73222556,38.41701209,13.30421304,157.4826572,118.9514622,108.5636472,102.1678447,76.24223842,158.2910609,48.25339611,9.85480806,17.42991166,10.00533488
S05-T036,130.9218514,72.4219845,56.71545106,38.45565497,13.29022597,135.0026915,111.4270587,106.356035,98.96698787,76.1114226,130.8546847,27.67082034,9.603916279,17.42931999,9.985379667
S05-T037,130.2749327,62.64283136,56.71545106,36.57406761,12.79688426,134.2894342,111.0606733,106.0063244,98.96698787,76.1114226,126.9665315,27.58732975,9.594125136,16.33554218,9.97520706
S05-T038,130.3568812,72.34937529,57.90633201,38.53305682,13.31771799,134.5086093,111.3534787,106.1793391,101.9632369,76.18583914,127.0463941,27.69870628,9.603916279,17.46519886,10.50681066
S05-T039,130.9218514,74.90467521,58.02269364,38.6106137,13.69363489,135.2269798,111.6506225,106.53273,102.2677494,77.42510276,130.8546847,27.72662012,9.815045889,17.51826223,10.52486914
S05-T040,131.9330713,76.46109138,59.77807362,57.17537963,15.94358742,136.3182998,119.1071762,108.4548909,104.3803804,77.46980019,131.9330713,28.10321572,9.884994518,25.8568173,10.53539668
S05-T041,147.2479724,78.85706599,59.89818435,57.48362564,15.97099064,164.8844548,137.0265855,108.7814702,104.3803804,77.75876507,150.6772809,62.76868022,11.58428593,25.88288742,10.58829454
S05-T042,158.765982,122.0581105,59.89818435,57.6569848,15.97099064,167.3006572,138.8953697,115.9144338,104.3803804,77.75876507,158.7674482,116.7662156,11.98501376,25.88288742,10.58829454
S05-T043,158.765982,125.61623,59.89818435,57.6569848,15.97099064,167.3006572,139.0345916,115.9144338,104.3803804,77.75876507,158.7674482,116.8832861,11.98501376,25.88288742,10.58829454
S05-T044,158.765982,123.5187652,59.89818435,57.6569848,15.97099064,167.3006572,138.8953697,115.9144338,103.3793546,77.54554505,158.7674482,117.2823664,11.98501376,25.88288742,10.54613004
S05-T045,158.4482345,116.3604852,58.43410671,57.59914059,15.88870807,166.9658489,138.6173436,109.7789599,103.2783642,77.39015724,158.4496978,116.6492621,11.58428593,25.8567683,10.52506442
S05-T046,138.7416859,113.0092319,58.43410671,57.59914059,15.88870807,144.2262538,124.2170822,109.3398525,102.2677494,77.39015724,138.7416859,112.6962843,10.05043402,25.8567683,10.52486914
S05-T047,130.7043453,99.70984424,58.37103503,57.48362564,15.87263213,139.7645303,119.3570062,108.5636417,102.1678447,77.08229085,130.7043453,96.33034049,9.85480806,25.85604754,10.52486914
S05-T048,127.8215949,78.77802169,58.37103503,57.48362564,15.87263213,134.3362347,118.5824048,108.5636417,101.5572557,77.08229085,127.8215949,51.57695161,9.795051345,25.85604754,10.52486914
S05-T049,118.5697796,78.69905645,58.26010521,57.48362564,15.85657227,120.7221665,118.3449843,108.5636417,101.5185764,77.08229085,118.6619013,51.52518744,9.613717223,25.85604754,10.52506442
S05-T050,112.5968475,78.62017016,57.73222556,57.48362564,15.84052847,120.4687614,112.2151024,108.5636417,101.3538685,77.00502133,112.5968475,51.24222598,9.594125136,25.85604754,10.52506442
S05-T051,112.4840634,78.62017016,58.26010521,57.54135422,15.97099064,120.4687614,111.4270587,108.5636417,101.5185764,77.08229085,112.4840634,51.24222598,9.603916279,25.8567683,10.54632552
S05-T052,112.4840634,78.62017016,58.43410671,57.54135422,16.25960338,120.3481054,111.4270587,108.5636417,101.6570919,77.23508005,112.4840634,48.15656331,9.603916279,25.8568173,10.567629
S05-T053,112.3713921,76.38444306,28.65084533,57.54135422,15.97099064,120.1071553,111.4270587,108.4548964,101.7171564,77.23508005,112.3713921,26.80281289,9.594125136,25.83077326,10.55687414
S05-T054,102.9513234,58.84725559,26.68629509,36.41160664,15.12083785,116.4731817,111.3154444,108.4548964,102.0654896,76.24223842,102.9513234,20.62818454,9.594125136,15.85321954,10.52486914
S05-T055,124.8212389,58.63574163,26.68628961,35.23413288,12.79688426,134.2894274,111.6506225,108.5636417,102.1678447,76.1114226,124.7702424,10.30736559,9.584343784,14.51133636,10.5170835
S05-T056,141.2965386,32.2036963,26.68628961,34.0969387,12.78741791,157.8887478,130.5804156,108.6725015,100.2500659,76.1114226,141.3842847,9.755182085,9.594125136,14.04550936,10.5170835
S05-T057,127.208868,28.86133608,26.68628961,34.20000824,12.77492746,158.5875423,113.767057,109.2303254,102.1678447,75.9589016,127.1577694,5.805102322,9.594125136,14.0429846,10.50681066
S05-T058,117.1008875,28.86133608,26.68628961,34.165621,12.41164685,159.0197064,99.28917539,108.4548909,101.2523274,73.87686495,116.3536226,4.192870888,9.584343784,14.0429846,9.964625751
S05-T059,119.3262744,28.04060627,25.92741692,33.12732406,12.1157005,158.5875423,96.46568911,108.4548909,97.00557,72.03917089,117.9860445,4.073643548,9.574572213,13.64364424,9.643010646
S05-T060,80.19563654,28.04060627,25.92741692,33.12732406,10.65849305,134.5830125,96.46568911,105.3707645,96.05874396,71.29898176,70.48740285,4.073643548,9.311799129,13.64364424,3.432003529
S05-T061,64.53138966,28.04060627,25.87521374,33.12732406,10.64764733,134.0280351,96.46568911,105.3707645,96.05874396,71.29898176,61.14094047,3.242456784,5.847612725,13.64364424,3.424768687
S05-T062,84.42614559,28.04060627,25.90130227,33.12732406,10.65849305,134.4482423,99.28916991,105.3707645,96.05874396,71.29898176,81.43675764,4.065126068,7.712508408,13.64364424,3.432003529
S05-T063,115.7121763,28.8613306,25.92741692,33.12732406,12.1157005,134.5830125,99.28917539,105.4764175,96.15266364,71.63217931,116.3867336,4.090330007,9.311799129,13.98613267,3.48400614
S05-T064,130.442693,28.86133608,25.92741692,33.22746793,12.60484906,134.815446,110.4826104,105.5821869,97.10286009,72.18383068,130.4343812,5.847612725,9.574572213,14.01452196,9.450816572
S05-T065,131.2455574,28.86133608,26.65941609,34.06264906,12.77492746,135.4113542,115.2521127,108.4548964,98.87031375,73.94704207,131.2455574,5.847612725,9.584343784,14.04296812,9.934618258
S05-T066,132.0885827,28.86133608,26.68628961,35.23412095,12.77492746,164.3017884,115.2521127,108.4548964,101.9632369,73.94909652,132.8024904,5.805102322,9.844766025,14.49661394,9.934618258
S05-T067,132.0885827,28.86133608,26.68628961,35.23412095,12.41164685,164.4188512,115.2521127,108.4548964,101.9632369,73.94909652,132.8024904,4.677977732,9.844766025,14.49661394,9.934618258
S05-T068,132.0885827,28.86133608,26.68628961,35.23413288,12.41164685,164.9874696,112.7884044,108.4548964,101.9632369,73.94909652,132.8024904,5.841577886,9.834734032,14.51131248,9.908049722
S05-T069,131.9563069,28.86133608,26.68628961,35.1986996,12.41164685,164.1372997,108.420412,108.4548964,101.9632369,73.94909652,132.6695007,5.841577886,9.785069067,14.46726094,9.671387515
S05-T070,131.8241633,28.86133608,26.68628961,34.165621,12.41164685,139.4847668,108.5293295,108.4548909,101.659102,73.94704207,130.078809,5.847612725,9.584343784,14.0429846,9.934618258
S05-T071,101.3533972,28.8613306,26.68628961,33.19405324,12.41164685,114.8943399,107.5559894,108.4548909,98.77125621,73.72879987,100.7428196,4.192876374,9.574572213,14.01452196,9.887869264
S05-T072,86.08546124,28.8613306,25.92741692,33.19405324,12.13019468,114.6642918,99.28917539,107.8054369,97.00557,72.18383068,81.51846333,4.192870888,9.574572213,14.00032021,9.652091562
S05-T073,85.99918855,28.8613306,25.92741692,33.12732406,12.1157005,114.5494403,99.28916991,105.4764175,97.00557,72.18383068,81.43675764,4.192870888,9.321296999,13.64364424,9.643010646
S05-T074,85.8269019,28.04060627,25.92741692,33.12732406,12.1157005,114.4347037,99.28916991,105.3707645,96.81371919,72.18383068,81.27398244,4.18849079,9.311799129,13.64364424,9.632422764
S05-T075,85.65535002,28.04060627,25.92741692,33.12732406,12.1157005,106.0470295,96.94293508,105.3707645,96.71671824,72.03917089,81.2735913,4.073643548,9.311799129,13.64364424,9.632422764
S05-T076,72.33886015,28.04060627,25.92741692,33.12732406,12.1157005,104.7474398,96.46568911,105.3707645,96.15266364,71.77603387,67.63203513,4.073643548,9.311799129,13.64364424,9.393132689
S05-T077,85.65535002,28.04060627,25.92741692,33.12732406,12.1157005,110.5014235,99.28916991,105.3707698,96.15266364,72.03917059,81.2735913,4.073643548,9.311799129,13.64364424,9.393132689
S05-T078,85.65535002,28.04060627,25.92741692,33.12732406,12.1157005,112.6807499,99.28916991,105.4764175,96.81371919,72.18383068,81.2735913,4.073643548,8.406562343,13.64364424,9.393132689
S05-T079,85.91300213,28.04060627,25.92741692,33.12732406,12.1157005,116.2399775,99.28916991,105.5821869,97.00557,72.18383068,81.35513366,4.184109592,9.311799129,13.64364424,9.393132689
S05-T080,107.4991262,28.86133608,25.92741692,33.19405324,12.1157005,136.9516867,99.28916991,108.4548909,97.10286009,72.18383068,101.6940576,4.192876374,9.574572213,14.00032021,9.643010646
S05-T081,107.4991262,28.04060627,26.68628961,33.22746793,12.1157005,137.3639276,99.28916991,108.4548909,98.77125621,73.38191112,101.6940576,4.073643548,9.574572213,14.00032021,9.643010646
S05-T082,85.8269019,28.04060627,26.68628961,34.09693322,12.1157005,136.677546,96.46568911,108.3462488,96.91081723,72.82110629,81.2735913,4.073643548,9.574572213,14.01452196,9.643010646
S05-T083,68.01010252,28.04060627,25.92741692,33.12732406,10.66958216,120.6649391,96.46568911,105.2652118,95.48709515,71.22749556,64.53138966,4.073643548,9.311799129,13.64364424,3.48400614
S05-T084,68.01010252,28.04060627,25.92741159,33.12732406,10.66958216,120.6649391,96.46568911,105.0235978,95.48709515,71.29898176,64.53138966,4.073643548,9.321296999,13.64364424,3.48400614
S05-T085,68.01010252,28.04060627,25.90130227,33.11344731,10.69091768,120.6649391,96.46568911,102.5797622,95.29340575,71.29898176,64.53138966,4.073643548,3.659717269,5.627093576,3.48400614
S05-T086,85.8269019,28.04060627,25.92741692,33.12732406,11.72465799,120.5440869,96.46568911,105.1597434,95.86634827,71.63217931,81.2735913,4.073643548,9.321307664,13.64364424,3.546461963
S05-T087,85.8269019,28.04060627,25.92741692,33.12732406,12.77492746,114.5494403,96.46568911,105.4764175,96.15508628,72.18383068,81.2735913,4.073643548,9.584343784,13.64364424,6.09155579
S05-T088,97.36749649,28.8613306,26.65941609,34.0969387,12.78741791,138.8807539,99.28916991,108.4548964,102.1678447,76.1114226,96.13550956,4.192870888,9.594125136,14.0429846,10.5170835
S05-T089,132.9351803,28.86133608,26.68629509,35.1986996,12.79688426,155.0915749,99.28917539,109.3397545,102.2677494,76.1114226,136.9407894,4.192876374,9.85480806,14.4819301,10.52486914
S05-T090,133.1791208,28.86133608,38.00982901,35.1986996,12.79688426,155.3761731,107.6638404,109.6689937,102.2677494,76.1114226,137.19208,4.192876374,11.56075468,14.49661394,10.52486914
S05-T091,133.1791208,28.86133608,28.07210534,35.23412095,12.79688426,155.3761731,109.9984195,109.5591375,102.2677494,76.1114226,137.19208,5.847612725,11.43986063,14.49661394,10.52486914
S05-T092,133.1791208,28.86133608,28.07210534,35.23412095,12.79688426,155.3761731,107.7719953,108.4548964,102.1678447,76.1114226,137.19208,5.847612725,11.43986063,14.49661394,10.50681066
S05-T093,130.7103334,28.86133608,26.68629509,35.23412095,12.79688426,141.010066,107.7717995,108.4548909,101.5572557,75.6595609,128.8742711,5.805102322,9.85480806,14.39000748,9.984959952
S05-T094,97.66074697,28.86133608,26.68629509,34.0969387,12.79688426,118.6619013,107.6638404,108.4548909,101.4555112,75.52975064,96.13550956,5.805102322,9.785069067,14.0429846,9.974787765
S05-T095,86.17142836,28.86133608,26.68629509,35.23412095,12.78741791,114.6642918,107.5559894,108.4548909,98.96698787,75.37838692,81.60015247,5.805102322,9.594125136,14.38998905,9.964625751
S05-T096,85.99918855,28.86133608,26.68628961,34.16560453,12.78741791,114.5494403,99.28917539,106.8131828,98.87031375,75.02775189,81.43675764,5.835549081,9.594125136,14.49661394,9.964625751
S05-T097,85.8269019,28.86133608,26.68628961,35.2341448,12.79688426,114.4347037,99.28917539,105.4764281,97.00801247,73.324857,77.3380569,5.805102322,9.584343784,14.51134828,9.964625751
S05-T098,48.84006676,28.86133608,25.92741692,34.0969387,12.77492746,101.0462164,96.46568911,105.3707645,96.15266364,72.18383068,48.6630217,4.192876374,9.564810414,14.0429846,9.701022609
S05-T099,48.7420612,28.04060627,25.92741692,33.12732406,12.41164685,98.08546525,96.46568911,105.3707645,96.15266364,71.65287079,48.39160524,4.073643548,9.325682366,13.65748896,9.652091562
S05-T100,54.07318797,28.04060627,25.92741692,33.12732406,12.41164685,101.0462164,96.46568911,105.3707645,96.05874396,71.5810307,50.60317789,4.073643548,9.321296999,13.64364424,9.412322188
S05-T101,48.84006676,28.04060627,25.92741692,33.12732406,12.1157005,101.7605771,96.46568911,105.3707645,96.05874396,71.5810307,48.76086895,4.073643548,9.311799129,13.64364424,9.412322188
S05-T102,48.84006676,28.04060627,25.92741692,33.12732406,12.1157005,102.6142603,96.46568911,105.3707645,96.15266364,71.5810307,48.76086895,4.073643548,5.847612725,13.64364424,9.135337415
S05-T103,72.13665758,28.04060627,25.92741692,33.12732406,12.1157005,114.2924004,96.46568911,105.3707645,96.9083772,71.63217931,67.78702331,4.073643548,9.311799129,13.64364424,9.412322188
S05-T104,85.8269019,28.04060627,26.68628961,34.09693322,12.41164685,130.2173117,99.09031111,107.6966737,100.3839076,73.58103625,81.2735913,4.073643548,9.574572213,14.00032021,9.643010646
S05-T105,85.8269019,28.04060627,26.68628961,34.0969387,12.59253639,130.2173117,98.68099175,107.9126071,100.746143,73.81838859,81.2735913,4.184109592,9.594125136,14.0429846,9.687814571
S05-T106,83.62868411,28.04060627,26.68628961,34.09693322,12.41164685,116.7807263,96.46568911,106.8197962,98.87031375,73.80278988,79.0778125,4.073643548,9.594125136,14.0429846,9.66194073
S05-T107,85.8269019,28.86133608,26.68628961,33.16067196,12.1157005,114.6642918,96.46568911,105.4764281,96.15266364,71.63217931,81.2735913,4.179708228,9.594125136,14.04297911,6.17726922
S05-T108,85.8269019,28.86133608,25.92741692,33.16067196,11.87568646,114.6642918,96.65928529,105.3707645,96.15266364,71.17209299,81.2735913,4.188455217,9.555058376,14.00032021,5.841577886
S05-T109,71.12595771,28.53436955,25.92741692,33.12732406,11.56854513,114.5494403,96.46568911,105.3707645,96.15266364,71.17209299,67.36796837,4.073643548,9.487432676,13.98613267,4.065065557
S05-T110,71.39318194,28.86133608,25.92741692,33.12732406,11.22937801,114.5494403,96.46568911,105.3707645,96.15266364,71.17209299,67.62105379,4.073643548,9.555058376,13.98613267,4.065065557
S05-T111,71.12595771,28.8613306,25.92741692,33.16067196,11.6038831,114.5494403,99.28916991,105.3707645,96.9083772,71.17209299,67.36796837,4.188455217,9.555058376,14.00032021,4.065065557
S05-T112,70.71963472,28.86133608,25.95355237,33.16067196,11.86317669,114.5494403,97.07537553,105.4764175,96.9083772,71.31502599,66.98311272,4.073643548,9.555058376,14.00032021,4.20064422
S05-T113,78.5859325,28.86133608,26.00591246,34.09693322,12.19800084,114.6642918,99.28916991,105.9001308,97.20269492,71.77603387,70.64612932,4.188479814,9.574920159,14.05722356,5.805102322
S05-T114,84.18759601,28.86133608,26.68629509,34.86779694,12.19800084,125.1660932,99.28917539,108.4548909,100.7816336,73.72879987,80.29878018,4.192876374,9.594125136,14.49661394,6.185756522
S05-T115,83.55933177,28.86133608,26.89977421,34.86777852,12.21039846,124.3565617,99.28917539,108.4548909,98.96698787,73.72879987,79.69953695,4.192876374,9.594125136,14.51131248,6.19640096
S05-T116,56.55773915,28.86133608,26.68629509,34.09693322,12.1157005,114.7792583,99.28917539,108.3462597,98.87031375,73.65488384,54.2151862,4.192859901,9.565158012,14.11294914,6.185756522
S05-T117,48.39524137,28.04060627,26.68628961,33.16067196,10.69109539,114.4468644,96.46568911,105.3707645,96.15266364,72.18383068,48.6630217,4.073643548,9.555058376,13.98613267,3.739418185
S05-T118,39.71167788,28.04060627,26.68628961,33.12732406,10.68021707,108.8175285,96.46568911,105.3707645,96.05874396,71.63217931,34.2374857,4.073643548,9.516514799,13.73098824,3.691529095
S05-T119,18.3377906,28.04060627,25.92741692,33.09754423,10.36595066,97.03483148,96.46568911,105.3707645,95.96249799,71.48861232,15.99946913,4.073643548,9.487432676,13.64364424,3.452893154
S05-T120,18.3377906,28.04060627,25.92741692,33.09400951,10.10849052,97.03483148,96.46568911,105.2651958,95.86634827,71.31502599,15.99946913,4.073643548,7.930665219,13.60219311,3.424768687
S05-T121,18.3377906,28.04060627,25.90130227,33.06072827,10.10849052,97.03483148,96.46568911,105.2651958,95.86634827,69.99434118,15.99946913,4.073643548,4.704184941,12.91360497,3.363728684
S05-T122,18.3377906,28.04060627,14.78786932,32.99521966,9.792617383,91.45526939,96.46568911,105.2651958,95.77270808,69.85404823,15.99946913,4.073643548,4.184079535,9.775096771,3.249326454
S05-T123,13.3524759,28.04060627,14.58203814,27.24071749,9.586889241,81.75392892,96.46568911,105.2651958,95.77270808,69.32020783,11.13772805,3.48400614,3.242456784,5.611005963,3.2390271
S05-T124,18.3377906,28.04060627,14.58203814,27.24071749,9.76272334,81.91805738,96.46568911,105.2651958,95.77270808,69.38978485,15.99946913,4.073643548,3.242456784,5.841577886,3.242456784
S05-T125,32.80107599,28.04060627,14.8028594,27.24071749,9.781078273,90.64235714,96.46568911,105.3707538,95.77270808,69.78400695,29.83290387,4.073643548,3.249326454,5.841577886,3.245889901
S05-T126,41.91414832,28.04060627,19.62036392,32.97621353,9.782637539,103.679007,96.46568911,105.3707538,95.77270808,69.78400695,42.04648049,4.073643548,4.188455217,9.535247502,3.337361328
S05-T127,32.51565167,28.86133608,25.92741692,33.06168423,9.801044829,112.3713921,96.46568911,105.3707645,95.86876407,69.85404823,25.58628631,4.073643548,5.065676675,10.82158812,3.691529095
S05-T128,20.47217789,28.86133608,25.92741692,33.09400951,10.09860712,97.22956765,96.46568911,105.3707645,95.96249799,69.85404823,17.61059183,4.073643548,5.065676675,12.95540439,3.695411733
S05-T129,18.3377906,28.04060627,25.92741692,33.09496624,9.861184774,97.03483148,96.46568911,105.3707645,95.86876407,69.92415961,15.99946913,4.073643548,5.060423771,12.27257299,3.695411733
S05-T130,20.50306119,28.04060627,23.70456196,31.8529628,9.782637539,97.03483148,96.46568911,105.2651958,94.79405922,69.71403572,17.63710569,4.073643548,4.184079535,9.298114213,3.683775461
S05-T131,20.72228093,28.04060627,23.68067017,30.32205595,9.782637539,96.84167656,96.46568911,102.1693315,94.69907794,69.64413445,17.78967269,3.245889901,4.179708228,9.288628871,3.48400614
S05-T132,32.42549348,28.04060627,23.65680227,30.32205595,9.782637539,96.84167656,96.46568911,103.1508885,94.69907794,69.64413445,30.70940747,3.245889901,4.179708228,9.288628871,3.48400614
S05-T133,33.39248672,28.04060627,23.68067017,30.32205595,11.59203223,96.84048459,96.46568911,105.1597434,94.79405922,69.64413445,30.77129356,3.25880239,4.179708228,9.288628871,3.48400614
S05-T134,32.45813885,28.04060627,25.92741159,33.06168423,10.12952644,96.84167656,96.46568911,105.3707538,95.67433717,69.64413445,30.74033504,3.48400614,4.184079535,9.298114213,3.48400614
S05-T135,35.37194671,28.04060627,25.92741692,33.12732406,10.12952644,96.84167656,96.46568911,105.3707645,96.05874396,70.064593,32.66433884,4.073643548,5.628435509,13.64364424,3.252766448
S05-T136,35.37194671,28.04060627,25.92741692,33.12732406,11.72465799,110.3907348,96.46568911,105.3707645,96.05874396,71.21564342,32.66433884,4.073643548,9.311799129,13.64364424,3.48400614
S05-T137,35.24622992,28.04060627,25.92741692,33.12732406,12.1157005,111.764799,96.46568911,105.3707645,96.15266364,71.63217931,32.54824521,4.073643548,9.311799129,13.64364424,4.994917798
S05-T138,35.37194671,28.04060627,26.68628961,33.12732406,12.1157005,112.1634406,96.46568911,105.3707645,96.9083772,71.8283537,32.66433884,4.073643548,9.477758016,13.98613267,5.847612725
S05-T139,35.63326995,28.04060627,26.68628961,33.12732406,12.1157005,112.765027,96.46568911,105.3707645,96.90626289,71.8283537,32.83953468,4.073643548,9.477758016,13.98613267,5.847612725
S05-T140,32.58904742,28.04060627,26.68628961,33.12732406,12.1157005,111.764799,96.46568911,105.3707645,96.71428309,71.70407061,30.80228307,4.073643548,9.477758016,13.98613267,5.847612725
S05-T141,28.16963127,28.04060627,26.68628961,33.12732406,11.72465799,99.43007546,96.46568911,105.3707645,96.15266364,71.70407061,24.64819231,4.073643548,9.477758016,13.98613267,5.847612725
S05-T142,18.3377906,28.04060627,26.68628961,33.12732406,11.00277547,97.03602584,96.46568911,105.3707645,96.05874396,71.63217931,15.96711192,4.073643548,9.321296999,13.98613267,5.847612725
S05-T143,18.30075909,28.04060627,25.92741692,33.12732406,10.37651974,97.03483148,96.46568911,105.3707645,96.05874396,71.48861232,15.96711192,4.073643548,9.096875108,13.64364424,3.546461963
S05-T144,18.30075909,28.04060627,25.92741692,33.09754423,10.10849052,97.03483148,96.46568911,105.3707645,96.05874396,71.41693648,15.96711192,4.073643548,8.62250901,13.62981337,3.360177728
S05-T145,18.3377906,28.04060627,25.92741692,33.09754423,10.10849052,97.03483148,96.46568911,105.2652065,96.05874396,71.01346556,15.96711192,4.073643548,5.61681,13.61599633,3.357692216
S05-T146,18.30075909,28.04060627,25.92741692,33.09400951,9.801044829,90.73327765,96.46568911,105.2651958,95.96249799,69.85405715,15.96711192,4.060873715,5.233845213,13.5889068,3.249326454
S05-T147,18.30075909,28.04060627,25.90130227,33.09400951,9.782637539,89.43713663,96.46568911,105.2651958,95.96249799,69.85405715,15.96711192,4.040644776,5.228424141,13.34412444,3.249326454
S05-T148,18.30075909,28.04060627,25.90130227,33.06425946,9.782637539,89.43713663,96.46568911,105.2651958,95.96249799,69.85405715,15.96711192,3.48400614,5.233845213,13.34412444,3.249326454
S05-T149,18.30075909,28.04060627,25.90130227,33.06425946,9.782637539,85.18624677,96.46568911,105.2651958,95.96249799,69.92416855,15.96711192,3.249326454,5.233845213,13.33059309,3.249326454
S05-T150,18.30075909,28.04060627,25.90130227,33.06425946,9.782637539,69.94894537,96.46568911,105.2651958,95.86634827,69.92415961,5.805102322,3.245889901,5.599415295,13.33059309,3.245889901
S05-T151,5.805102322,28.04060627,25.92741692,33.08357978,9.782637539,57.60149992,96.46568911,105.2651958,95.86634827,69.92416855,5.805102322,3.245889901,5.841577886,13.5889068,3.249326454
S05-T152,5.805102322,28.04060627,25.92741692,33.06425946,9.782637539,56.93126969,96.46568911,105.2651958,95.86634827,69.92416855,5.805102322,3.245889901,5.841577886,13.60219311,3.249326454
S05-T153,5.805102322,28.04060627,25.90130227,33.06072827,9.782637539,45.9884037,96.46568911,105.1597541,95.77029469,69.85404823,5.805102322,3.245889901,5.599415295,13.1643831,3.245889901
S05-T154,5.805102322,5.847612725,25.90130227,32.90991981,9.77268325,33.70405981,96.46568911,104.9649902,94.60419163,69.32018971,5.805102322,3.245889901,5.233845213,11.88811655,3.245889901
S05-T155,5.805102322,5.847612725,25.87521374,32.90991981,9.772667674,33.5821709,96.46568911,104.9491548,94.60419163,69.32018971,4.192870888,3.245889901,5.233845213,11.88811655,3.245889901
S05-T156,5.805102322,5.847612725,25.8491513,32.94305009,9.772667674,33.70405981,96.46568911,104.9649902,94.69907794,69.32020783,5.805102322,3.245889901,5.233845213,11.88811655,3.245889901
S05-T157,5.805102322,5.847612725,25.8491513,32.94305009,9.772667674,33.76659412,96.46568911,105.1597434,95.12373342,69.32020783,4.192870888,3.245889901,5.233845213,12.04080934,3.245889901
S05-T158,5.805102322,5.858462063,25.87521374,32.97621353,9.772667674,43.66212066,96.46568911,105.1597434,95.12373342,69.32020783,4.192870888,3.245889901,5.233845213,12.04080934,3.245889901
S05-T159,5.805102322,28.04060627,25.92741692,33.06425946,9.782637539,45.9884037,96.46568911,105.1597541,95.77029469,69.45941334,4.192870888,3.245889901,5.622619847,13.62981337,3.245889901
S05-T160,18.30075909,28.04060627,25.92741692,33.12732406,10.12911288,69.94894537,96.46568911,105.2651958,96.05874396,69.78402264,15.96711192,4.073643548,9.311799129,13.64364424,3.424768687
S05-T161,18.30075909,28.04060627,25.92741692,33.12732406,10.63681245,93.98400568,96.46568911,105.3707538,96.05874396,71.22749556,15.96711192,4.073643548,9.321296999,13.64364424,3.542728274
S05-T162,29.53182311,28.04060627,25.92741692,33.12732406,11.00277547,96.84048459,96.46568911,105.3707645,96.15266364,71.63217931,27.01964389,4.073643548,9.555058376,13.67134753,3.542728274
S05-T163,29.47859781,28.04060627,26.65941609,33.12732406,10.99158546,97.03483148,96.46568911,105.3707645,96.15266364,71.63217931,26.97094633,4.073643548,9.555058376,13.98613267,3.542728274
S05-T164,29.47859781,28.04060627,26.65941609,33.12732406,10.36595599,97.03483148,96.46568911,105.3707645,96.15266364,71.63217931,26.97094633,4.073643548,9.555058376,13.98613267,3.687650338
S05-T165,18.3377906,28.04060627,26.65941609,33.12732406,10.36595066,96.84048459,96.46568911,105.3707645,96.05874396,71.63217931,15.96711192,4.073643548,9.535583548,13.97195931,3.538998318
S05-T166,18.3377906,28.04060627,25.92741692,33.12732406,10.11879654,96.84048459,96.46568911,105.3707645,96.05874396,71.63217931,15.96711192,4.073643548,9.535583548,13.64364424,3.538998318
S05-T167,18.30075909,28.04060627,25.92741692,33.12732406,10.09860712,95.90654351,96.46568911,105.3707645,96.05874396,71.48861232,15.96711192,4.073643548,9.468093031,13.64364424,3.48400614
S05-T168,18.30075909,28.04060627,25.92741692,33.09754423,10.08832128,89.25797752,96.46568911,105.3707645,95.86634827,71.41693648,15.96711192,4.073643548,9.302300103,13.64364424,3.360177728
S06-T001,18.25166281,47.771686,59.9679451,60.21660759,47.23695816,83.03713504,107.5069912,109.7298636,109.1918024,112.3137389,15.91801564,4.192870888,9.775096771,27.13517517,10.50782696
S06-T002,18.25166281,49.93824589,59.9679451,61.97871304,47.23695816,83.03713504,107.5069912,109.7298636,109.301279,112.3137389,13.78970673,4.192870888,11.52346723,27.16252492,10.52847183
