Timestep,2025 - base case,2030 - base case,2035 - base case,2040 - base case,2050 - base case,2025 - re delay,2030 - re delay,2035 - re delay,2040 - re delay,2050 -re delay,2025 - ptx delay,2030 - ptx delays,2035 - ptx delay,2040 - ptx delay,2050 - ptx delay
S01-T001,84.23275697,57.86520774,63.01956928,66.0648543,50.9780004,112.7703663,107.0004943,111.2333933,107.3864772,113.0070279,80.50382794,8.976246083,8.823591246,28.838568,11.44964164
S01-T002,79.78370066,57.80571161,59.18702472,65.86629674,50.9780004,108.5962344,106.6792526,109.2263725,105.5240498,112.7807526,67.16136814,8.211233823,5.805102322,28.78054543,11.44964164
S01-T003,66.19059565,57.57408758,48.94725432,63.05040991,50.74357057,105.9407953,106.4656265,108.9711078,105.207233,112.4748411,65.40612014,5.805102322,3.249326454,27.42502608,11.38317735
S01-T004,54.7182792,55.63906946,5.847612725,58.86771876,49.84494036,105.7286454,106.4656265,108.6789553,105.1018386,111.4809008,52.96746928,3.487681048,3.245889901,25.13840064,11.23654064
S01-T005,50.11776228,55.58324316,5.847612725,58.80866382,49.05494654,101.0190907,106.4656265,108.5036743,105.055003,111.3692327,40.78710695,3.245889901,3.245889901,3.48400614,9.806317348
S01-T006,5.847612725,55.52747269,5.847612725,58.69135278,48.11446125,97.12973956,106.4656265,108.6797311,105.0542309,109.5790777,5.847612725,3.48400614,3.245889901,3.480334907,9.796323804
S01-T007,5.847612725,57.63190671,19.18190773,58.86844169,48.17469315,97.12973956,106.4656265,108.8984598,105.0571194,110.6643182,5.847612725,4.18849079,3.245889901,20.76721472,9.806317348
S01-T008,35.45744884,57.86520774,59.30595158,64.2119735,49.10578716,99.34570691,106.7856509,111.2333933,107.4941586,111.7034207,13.06687625,4.192870888,5.847612725,26.41296625,9.837027832
S01-T009,37.60744717,57.86520774,62.3593656,66.0648543,49.25396245,97.32466583,106.786226,111.3449202,107.5977043,112.8938336,32.11430634,4.192870888,7.972206575,28.52940067,10.48007063
S01-T010,17.5302252,57.8071553,60.63657283,65.93241639,49.10578716,96.59712334,106.4656265,110.5194046,105.7357899,112.7807526,13.06687625,4.192870888,8.80557862,28.50068404,10.46897255
S01-T011,17.5302252,54.94508449,57.66434336,59.11410332,47.44060238,96.0699507,105.8689271,108.788707,105.055003,109.5607508,15.19657803,3.245889901,5.628435509,26.33655875,9.785764617
S01-T012,17.5302252,51.00081524,52.44542272,58.80866382,46.35470352,96.0699507,104.7780875,104.6289345,104.9965495,109.3596549,15.19657803,3.245889901,3.245889901,24.7508103,9.737235174
S01-T013,17.5302252,51.00009231,51.39678122,58.80866382,46.35470352,96.0699507,104.5682618,104.0368098,104.9497608,109.3596549,15.19657803,3.245889901,3.245889901,24.7508103,9.73530721
S01-T014,17.5302252,51.00009231,51.36067513,58.74966793,46.28676118,96.0699507,101.5082069,104.6289345,104.9965495,109.3596549,15.19657803,3.245889901,3.245889901,24.7508103,9.745239676
S01-T015,17.5302252,51.00009231,51.39678122,58.80866382,46.35470352,96.0699507,106.4656265,104.9440129,105.055003,109.3596549,15.19657803,3.245889901,3.245889901,24.7508103,9.745239676
S01-T016,17.5302252,54.94511948,51.98057776,58.86844169,46.51474925,96.6315214,106.5723861,108.8619495,106.8119772,109.3596549,15.19657803,3.245889901,5.622619847,25.08705394,9.765253546
S01-T017,19.66016405,56.98190873,60.48525733,61.17461798,48.44971611,112.0474881,106.5723861,112.385647,107.2789035,111.8138753,15.19657803,3.48400614,9.765134447,26.91719571,9.816989346
S01-T018,19.66227837,56.98190873,61.66276032,61.17461798,48.44971611,112.4739367,106.5723861,112.385647,107.325786,111.8138753,15.19657803,4.057502937,9.900724321,26.94432726,9.816989346
S01-T019,17.5302252,56.98190873,60.54599054,61.17461798,47.10894153,112.9071529,106.5723861,112.385647,107.2789035,111.8138753,15.19657803,3.48400614,9.89063637,26.89009128,9.816989346
S01-T020,17.52945389,54.94508449,59.75582631,59.04523852,46.51474925,96.26275421,106.4656265,109.444076,105.4183386,111.59153,5.847612725,3.245889901,9.880558507,26.41296625,9.805163193
S01-T021,5.881619646,56.92473959,59.87589249,58.92755648,46.51474925,96.26275421,106.4656265,109.3344447,105.312733,111.7034207,5.847612725,4.057502937,8.832611084,26.41296625,9.80698513
S01-T022,5.847612725,54.94508449,59.18702472,58.86844169,46.44804795,96.26275421,106.4656265,108.9711078,105.2098662,111.59153,5.847612725,3.48400614,8.794325571,26.33324545,9.805163193
S01-T023,5.847612725,54.83348738,57.72317499,58.80938602,46.40129204,96.16553215,106.4656265,108.7893742,105.1595777,109.250108,5.847612725,3.245889901,5.61681,25.16302869,9.786340253
S01-T024,5.847612725,51.10262072,26.86776168,58.69135278,46.35482403,93.52671563,106.4656265,108.7893742,104.8438532,109.1406707,5.847612725,3.245889901,3.245889901,5.841577886,9.535247502
S01-T025,5.847612725,51.10262072,9.745239676,9.765134447,46.26178647,93.52671563,106.4656265,105.2772917,100.7075901,109.1406707,5.847612725,3.245889901,3.245889901,4.184079535,3.245889901
S01-T026,5.847612725,51.10262072,5.847612725,9.535247502,46.26178647,93.52671563,105.1990005,103.7248972,100.6066953,109.0197845,5.847612725,3.245889901,3.245889901,3.252066589,3.245889901
S01-T027,17.5302252,51.00009231,5.805102322,9.515812275,46.21533746,93.52671563,104.7780875,96.12005253,100.6066953,109.0197845,15.19657803,3.48400614,3.245889901,3.245889901,3.245889901
S01-T028,17.5302252,51.05133087,5.847612725,9.515812275,46.26178647,96.06917939,104.7780875,96.12005253,100.6066953,109.0197845,15.19657803,4.192870888,3.245889901,3.252766448,3.245889901
S01-T029,17.5302252,51.05133087,5.847612725,9.515812275,46.26178647,96.06917939,104.7780875,96.12005253,100.6066953,109.0197845,15.19657803,4.192870888,3.245889901,3.252766448,3.245889901
S01-T030,17.5302252,51.05133087,9.726543572,9.525525027,46.26178647,96.0699507,105.9750894,102.3298277,100.7075901,109.0197845,15.19657803,4.192870888,3.245889901,3.255509325,3.249326454
S01-T031,48.32641563,57.68978372,57.07270673,58.5736545,46.26602146,113.5504217,106.4656265,108.8619495,104.7083909,109.3596549,47.52028629,5.611005963,3.249326454,24.22315399,9.745239676
S01-T032,59.76913814,57.86520774,57.89725423,59.04523852,46.84796449,113.7789064,106.6792526,110.3882411,107.1422612,109.8111037,60.82572221,5.841577886,6.692364946,25.13840064,9.775791625
S01-T033,59.27869217,57.86520774,59.72173007,61.11325613,48.42895563,113.6649403,106.786226,112.6111309,112.4709342,111.7034207,59.28207503,5.841577886,8.804038323,26.41296625,10.4374654
S01-T034,31.7167025,57.8071553,59.2464584,58.98600605,47.15628505,96.16630423,106.2946364,110.2776656,105.1603506,111.5857459,29.96980115,4.188455217,8.795047057,26.41296625,9.816989346
S01-T035,31.65573013,51.00081524,15.35511929,20.43239686,38.16902674,93.53426931,104.5059149,104.3147631,97.31335511,107.9019589,29.93964412,3.245889901,3.2390271,13.91432311,5.61681
S01-T036,31.77861291,29.61510175,15.35511929,20.43045398,38.16902674,90.51945283,101.2669487,94.75281345,97.11845144,107.6858886,30.02830166,3.245889901,3.2390271,13.91432311,3.259656768
S01-T037,31.7167025,29.55740623,15.35511929,20.43045398,38.16902674,89.34751226,101.2669487,94.75281345,97.11845144,107.6858886,29.96980115,3.245889901,3.2390271,13.91432311,3.259656768
S01-T038,31.7167025,29.61510175,15.37067719,20.43239686,38.16902674,93.71442503,101.2669487,94.84784853,97.11845144,107.6858886,29.96980115,3.245889901,3.242456784,13.94256857,3.259656768
S01-T039,58.28900093,54.88856317,15.47885456,58.51489362,46.2616662,109.8401457,106.4656265,104.7338182,103.9234065,108.6924909,58.28623055,4.192870888,3.248786327,24.95597264,9.747169571
S01-T040,59.76913814,57.86520774,59.18702472,65.18968377,49.15512952,113.6649403,106.786226,111.5683195,112.4709342,112.7807526,61.3058736,5.847612725,9.745239676,26.41296625,10.46940333
S01-T041,59.76913814,57.86520774,65.06685153,66.26400872,50.79455235,113.6683282,106.8933065,112.6111309,112.5837052,113.1175182,61.3058736,5.847612725,12.93552853,28.89670678,10.82915163
S01-T042,59.76913814,57.86520774,65.06685153,66.26400872,50.79455235,113.8929866,107.0020847,112.6111309,112.5837052,113.1175182,61.3058736,5.847612725,12.93552853,28.89670678,11.13806089
S01-T043,58.28900093,57.86520774,65.06685153,66.26400872,50.79455235,113.6649403,106.786226,112.6111309,112.5837052,113.1175182,58.33074695,5.841577886,12.93552853,28.89670678,10.82915163
S01-T044,48.78459201,57.86520774,65.06685153,66.26400872,50.79455235,113.6649403,106.786226,112.6111309,112.5837052,113.1175182,43.74510784,5.522636132,12.93552853,28.89670678,10.82915163
S01-T045,31.68760496,57.8071553,65.00159745,66.19755748,50.74357057,113.6649403,106.786226,112.6111309,112.5837052,112.8938336,29.96980115,4.192870888,11.75771705,28.86762285,10.81857415
S01-T046,31.65573013,57.8071553,65.00159745,66.1311727,50.21669121,113.6642732,106.5723861,111.9042578,112.4709342,112.8938336,29.93964412,4.192870888,10.80198053,28.838568,10.46897255
S01-T047,17.5302252,57.74916092,59.57617692,66.0648543,49.10578716,97.98719256,106.4656265,110.5194046,109.9689685,112.7807526,5.847612725,4.192870888,8.814580427,27.29968488,10.4587467
S01-T048,5.847612725,57.74771867,59.06833559,58.92683282,48.49840173,96.26275421,106.4656265,109.3344447,105.4183386,111.59153,5.847612725,4.192870888,5.622619847,26.2835377,9.816989346
S01-T049,5.847612725,54.05163975,48.84903449,58.69073103,46.51474925,96.26275421,106.4656265,108.7879305,104.9991772,109.3596549,5.847612725,3.48400614,3.242456784,24.98610837,9.755182085
S01-T050,5.847612725,50.89776886,5.805102322,58.4561915,46.51474925,96.26275421,106.3589736,107.711438,104.9489895,109.250108,5.847612725,3.245889901,3.242456784,3.48400614,9.725384675
S01-T051,5.847612725,50.89776886,5.787788392,58.4561915,46.5105162,96.26275421,106.2524274,107.711438,104.9489895,109.250108,5.847612725,3.245889901,3.242456784,3.245889901,7.606831707
S01-T052,5.847612725,50.89776886,5.805102322,58.4561915,46.5105162,96.26275421,106.2524274,107.711438,104.9489895,109.250108,5.847612725,3.245889901,3.242456784,3.245889901,8.70170084
S01-T053,5.871165953,50.95004787,5.805102322,58.39754808,46.5105162,96.0699507,106.2524274,108.7879305,104.9489895,109.250108,5.847612725,3.249326454,3.242456784,3.245889901,9.725384675
S01-T054,22.67568477,57.57408758,5.835549081,58.69073103,46.51474925,105.6663232,106.4656265,108.8984598,105.055003,109.3596549,20.21921407,4.123304532,3.242456784,3.252766448,9.745239676
S01-T055,85.05713855,57.86520774,59.30595158,65.80024322,49.25396245,113.7789064,106.5718122,111.1219674,108.6126573,113.0070279,80.50382794,5.628435509,5.805102322,26.41296625,10.47963941
S01-T056,87.25678622,57.86520774,65.06685153,66.26400872,50.21669121,129.9778051,107.3242968,112.7240422,112.696589,113.2295257,82.70315274,9.003791575,10.81298073,28.89670678,11.2112544
S01-T057,94.07827118,57.86520774,65.06685153,66.32879713,51.28857694,132.8467389,109.0112839,112.7240422,112.696589,115.3544301,93.98400568,9.003791575,12.93552853,28.89670678,11.31682784
S01-T058,85.05713855,57.86520774,65.06685153,66.26400872,51.23710114,116.5376599,107.1077893,112.6111309,112.696589,115.3459601,80.50382794,9.003791575,12.93552853,28.89670678,11.03576134
S01-T059,85.05713855,57.86520774,65.06685153,66.19755748,50.21669121,113.6649403,106.786226,112.4983326,112.5809347,112.8938336,80.50382794,8.994600557,12.93552853,28.89670678,10.82915163
S01-T060,85.05713855,57.86520774,59.30595158,65.05899533,49.01786949,113.6649403,106.786226,108.7893742,105.6298669,112.7807526,80.50382794,6.18365851,10.81298073,27.43182858,10.46940333
S01-T061,70.48207014,57.86520774,58.8782677,62.55414252,48.69363208,109.8401457,106.786226,105.0492494,105.5266907,112.7807526,67.65340882,4.19725537,7.705374929,26.89478097,10.46940333
S01-T062,70.48207014,57.86520774,59.17280753,64.01261973,49.01786949,109.620201,106.786226,105.0492494,105.6298669,112.7807526,67.65340882,5.805102322,7.705374929,27.31469029,10.4587467
S01-T063,70.48207014,57.86520774,59.36550431,66.19755748,49.06712384,109.620201,106.786226,108.8984598,111.4797094,112.8938336,67.65340882,5.805102322,12.63442945,28.8095422,10.79657356
S01-T064,70.33983363,57.86520774,65.19755571,66.33052647,51.34010427,113.6649403,106.786226,112.7240422,112.8095858,115.7645314,67.65340882,5.847612725,13.30064144,28.95496202,11.40721302
S01-T065,83.93064418,57.86520774,65.19755571,66.39711081,52.48865345,116.3043268,107.0004943,112.8370665,112.8095858,116.7760361,76.93161055,8.985418729,13.3411916,29.10111112,11.77110705
S01-T066,85.05713855,57.86520774,65.19755571,66.39711081,52.59416345,116.420935,107.3242968,112.8370665,112.8095858,116.7760361,80.50382794,8.985418729,13.71774385,29.10111112,12.0974336
S01-T067,85.05713855,57.86520774,65.19755571,66.39711081,52.59416345,116.420935,107.3242968,112.8370665,112.8095858,116.7760361,80.50382794,8.985418729,13.71774385,29.10111112,11.94555655
S01-T068,85.05713855,57.86520774,65.19755571,66.39711081,52.59416345,116.420935,107.0004943,112.8370665,112.8095858,116.7760361,80.50382794,8.985418729,13.71774385,29.10111112,11.44962778
S01-T069,84.97074464,57.86520774,65.19755571,66.39711081,52.59416345,113.7789064,106.8948954,112.7240422,112.8095858,116.2324124,80.42198734,8.729900377,13.31414829,29.10111112,11.4152047
S01-T070,85.05598785,57.86520774,65.19755571,66.39711081,52.59416345,113.6649403,107.0004943,112.7240422,112.8095858,115.8805992,80.50382794,8.747761419,13.31414829,29.10111112,11.4152047
S01-T071,83.02488198,57.86520774,65.19755571,66.39711081,52.54138206,113.6649403,107.1077893,112.7240422,112.8095858,115.7645314,80.50382794,8.985418729,13.30064144,29.07182278,11.39516645
S01-T072,83.19155617,57.86520774,65.06685153,66.33052647,52.48865345,113.7789064,107.3242968,112.6111309,112.8095858,115.7645314,80.50382794,8.994600557,12.93552853,29.04256373,11.38403574
S01-T073,85.14246824,57.92331828,65.06685153,66.19755748,51.34010427,113.6649403,107.3242968,112.6111309,112.696589,115.5327438,80.58459977,15.37067719,12.92240578,28.86762285,11.29383123
S01-T074,85.22788335,59.43944576,65.06685153,66.26400872,51.34010427,113.7993855,109.3623705,112.7240422,112.696589,115.6485796,80.66545245,15.40183973,12.93552853,28.86762285,11.09366729
S01-T075,99.51574899,59.55888371,65.06685153,66.26400872,52.27826578,113.3404943,109.8722319,112.7240422,112.8067762,115.6485796,99.51574899,15.41744441,12.94866442,28.92581983,11.31682784
S01-T076,102.0124568,59.55888371,65.13217093,66.39537974,52.43597757,112.9966208,109.9824015,112.7240422,112.8095858,115.7645314,102.9136248,44.36977399,12.96181346,29.04256373,11.40721302
S01-T077,101.8103298,59.55888371,65.13217093,66.39711081,52.48865345,112.9966208,109.9824015,112.7240422,112.8095858,115.8805992,102.9136248,97.60141925,13.30064144,29.04256373,11.63621757
S01-T078,99.11444138,59.55887823,65.13217093,66.39711081,52.43597757,113.5504217,109.9824015,112.7240422,112.8095858,115.9802887,95.33341388,39.83937522,13.68994781,29.04256373,11.99339935
S01-T079,114.683636,59.55887823,65.19755571,68.20173929,52.48865345,130.0868214,113.0684185,112.8370665,113.0331036,117.2420628,116.2186412,33.77980449,13.71774385,29.86254032,12.48747322
S01-T080,125.1930682,59.55888371,66.97132029,68.33872267,53.71681446,141.3486607,115.5316625,112.9502039,115.2649903,119.033521,126.939226,35.70168784,28.79760397,29.83249055,13.43690567
S01-T081,122.9590308,60.69338644,67.03854058,68.27197118,54.1633825,152.692036,115.3003404,114.9469046,115.2649903,119.1216396,126.4314825,19.89618322,25.68031379,29.7424886,13.3320326
S01-T082,99.51574899,59.55888371,66.77004606,66.4637618,52.59416345,141.3486607,110.4656073,112.9502039,112.9226957,119.0023308,99.51574899,19.85603649,17.51615772,29.10111112,13.16694906
S01-T083,97.55998526,59.55887823,65.19755571,66.39711081,52.43597757,127.9137492,110.4656073,112.7240422,112.8095858,115.7812907,97.55998526,15.83660143,12.96181346,28.98413338,12.44948713
S01-T084,85.22903405,57.86520774,65.13217093,66.33052647,52.27826578,113.6649403,109.8722319,112.7240422,112.696589,115.5494696,80.66689614,11.60354705,12.96181346,28.92581983,12.41161488
S01-T085,85.22903405,57.86520774,65.13217093,66.33052647,52.27826578,113.6649403,107.3242968,112.7240422,112.696589,115.5494696,80.66689614,9.794344698,11.20910473,28.92581983,12.39901604
S01-T086,85.22903405,57.86520774,65.13217093,66.33052647,52.27826578,113.6649403,109.6934665,112.7240422,112.696589,115.5494696,80.66689614,9.755182085,11.19982483,28.92581983,12.39901604
S01-T087,85.05713855,57.86520774,65.13217093,66.33052647,52.27826578,113.6649403,107.3242968,112.7240422,112.8067762,115.6116528,80.50382794,9.715472064,11.19982483,28.92581983,12.3864298
S01-T088,85.05713855,57.86520774,65.13217093,66.33052647,52.27826578,113.6649403,107.3242968,112.7240422,112.8095858,115.7645314,80.50382794,9.715472064,12.96181346,28.92581983,12.39901604
S01-T089,85.05713855,57.86520774,65.13217093,66.39711081,52.27826578,113.6649403,107.3242968,114.489115,112.8095858,115.8805992,80.50382794,9.73530721,12.96181346,29.04256373,11.94555655
S01-T090,85.05713855,57.86520774,65.19755571,66.39711081,52.43597757,115.8974594,107.3242968,114.8362459,114.6937966,115.9967832,80.50382794,9.73530721,13.3276577,29.10111112,11.84680562
S01-T091,85.05713855,57.86520774,65.19755571,66.39711081,52.43597757,113.7789064,107.3242968,114.8362459,112.9226957,115.9967832,80.50382794,9.525525027,13.3276577,29.10111112,12.33621056
S01-T092,85.05713855,57.86520774,65.19755571,66.39711081,52.43597757,113.8929866,107.2167853,113.9824534,112.9226957,115.8805992,80.50382794,9.535247502,13.3276577,29.10111112,11.81949303
S01-T093,85.05713855,57.86520774,65.13217093,66.39711081,52.05941167,112.9789388,106.786226,112.8370665,112.8095858,115.7645314,80.50382794,8.985418729,12.94866442,29.07182278,11.33987051
S01-T094,64.2817846,57.86520774,65.00159745,66.26400872,50.74357057,97.61469183,106.786226,112.6111309,112.6937822,113.1175182,61.84293388,4.201644242,12.92240578,28.86762285,10.82915163
S01-T095,54.7182792,57.8071553,61.91083257,65.8747425,50.11593378,95.8775326,106.7846685,112.6111309,112.5809347,112.7807526,52.96746928,4.192870888,10.81298073,27.36977674,10.80756835
S01-T096,48.91711104,57.8071553,59.30595158,59.10453028,47.44060238,93.8958771,106.4656265,112.4983326,110.3564309,112.2657138,49.25043203,4.188455217,9.765134447,26.38636606,10.45831635
S01-T097,45.98163418,57.8071553,59.30595158,59.04523852,46.54947313,94.02617069,104.8936719,109.0076547,110.4670852,111.59153,43.67025984,3.491359635,8.795047057,26.35979247,9.80698513
S01-T098,17.56571333,57.8071553,59.2464584,58.80938602,46.51474925,93.54509696,104.9883334,109.0076547,110.4670852,111.531477,15.22739186,3.491359635,5.847612725,25.60366923,9.786340253
S01-T099,17.56571333,57.8071553,59.2464584,58.80928681,46.51474925,93.54509696,104.9883334,109.0076547,110.4670852,111.531477,15.22739186,3.491359635,5.847612725,25.60366923,9.785188405
S01-T100,17.56571333,57.8071553,59.2464584,58.80938602,46.51474925,93.54509696,106.4656265,109.0076547,110.5008788,111.531477,15.22739186,3.491359635,5.847612725,25.60366923,9.785188405
S01-T101,17.56571333,57.8071553,59.30595158,58.80938602,46.51474925,94.02617069,106.4656265,109.1169589,112.4709342,111.59153,15.22739186,4.18849079,8.785344018,26.33655875,9.786340253
S01-T102,17.60127254,57.86520774,59.30595158,58.86844169,46.51474925,95.97411377,106.786226,112.385647,112.4709342,111.59153,15.2582674,5.805102322,8.812315657,26.35979247,9.796323804
S01-T103,76.95080753,57.86520774,65.00159745,66.19755748,49.17214253,110.0674978,106.786226,112.7240422,112.696589,112.7807526,72.61649817,8.228477064,11.17071916,28.34744693,9.80698513
S01-T104,85.05713855,57.86520774,65.13217093,66.33052647,50.25125259,113.7789064,107.1077893,112.8370665,112.8095858,115.6485796,80.50382794,8.985418729,12.92240578,28.89670678,10.81813526
S01-T105,85.40012316,57.86520774,65.19755571,66.39711081,51.34010427,113.8929866,107.3242968,114.9469046,112.9226957,115.7645314,80.66689614,9.497133008,13.30064144,29.10111112,11.38403574
S01-T106,85.05713855,57.86520774,65.19755571,66.39711081,51.33798572,113.6649403,107.0004943,114.9469046,112.8095858,115.7645314,80.50382794,8.985418729,13.30064144,29.07605777,11.30532378
S01-T107,85.05713855,57.86520774,65.19755571,66.33052647,48.17469315,113.6649403,107.0004943,112.8370665,112.8095858,112.8938336,80.50382794,8.985418729,10.81298073,28.89670678,10.47963941
S01-T108,85.05713855,57.86520774,62.45557572,64.21409205,48.02975243,113.6649403,107.0004943,112.8325866,112.8095858,112.6677846,80.50382794,7.700019845,10.80198053,26.95538836,9.796990918
S01-T109,85.05713855,57.86520774,60.78953196,64.14545575,48.02975243,113.6649403,107.0004943,112.7240422,112.5837052,112.6677846,80.50382794,8.985418729,10.79099132,26.93036007,9.785188405
S01-T110,85.05713855,57.86520774,62.45557572,64.21620849,48.02975243,113.6649403,107.0004943,112.8325866,112.8095858,112.6677846,80.50382794,8.985418729,10.80198053,26.95750904,9.80698513
S01-T111,85.05713855,57.86520774,65.00159745,66.26400872,48.59591924,113.6649403,107.2167853,112.8370665,112.8095858,113.0070279,80.50382794,8.985418729,12.26011319,28.838568,10.57204129
S01-T112,85.22903405,57.86520774,65.13217093,66.26400872,50.69263977,116.7714603,107.3242968,112.8370665,112.8095858,113.0070279,80.66689614,9.535247502,12.93552853,28.89670678,10.82915163
S01-T113,101.8103298,57.86520774,65.13217093,66.39711081,52.27826578,147.9951642,109.5817987,115.9071945,112.8095858,115.7645314,102.4302872,9.824349403,13.31414281,29.07182278,11.30532378
S01-T114,114.3393679,57.86520774,65.19755571,66.39711081,52.43597757,148.1912753,109.5817987,115.9071945,114.7001396,115.7645314,114.3393679,9.824349403,13.31414281,29.07605777,11.41836603
S01-T115,114.3393679,57.86520774,65.19755571,66.39711081,52.43597757,148.1434949,109.5817987,115.9071945,114.7001396,115.7645314,114.3393679,9.814337826,13.31414281,29.07394345,11.41836603
S01-T116,114.3393679,57.86520774,65.19755571,66.39537974,52.43597757,148.1434949,109.5817987,115.9071945,112.8095858,115.7645314,114.3393679,9.814337826,13.31414281,29.07182278,11.39561858
S01-T117,101.6064366,57.86520774,65.13217093,66.26400872,51.34010427,134.7364079,107.3242968,114.9469046,112.8095858,115.7645314,102.3276697,9.755182085,13.30064144,29.04256373,11.29383123
S01-T118,101.6064366,57.86520774,65.06685153,66.19755748,50.69263977,116.7714603,107.3242968,114.9469046,112.696589,115.5327438,102.2251548,9.554721657,12.93552853,28.86762285,10.80712989
S01-T119,85.40012316,57.86520774,65.06685153,66.1311727,50.06563062,113.7789064,107.3242968,112.6111309,112.696589,112.8910221,80.82884728,9.003791575,12.92240578,28.838568,10.79657356
S01-T120,85.14246824,57.86520774,65.00159745,66.1311727,49.68152901,113.6649403,107.0004943,112.6111309,112.5837052,112.5549296,80.58459977,8.985418729,11.17706211,27.6191927,10.78558976
S01-T121,85.05713855,57.86520774,64.93640863,63.05039241,48.07801767,113.6649403,107.0004943,112.6111309,112.5837052,112.5549296,80.50382794,8.976246083,10.68383486,26.87615624,10.43703591
S01-T122,80.6036672,57.86520774,64.93640863,62.98713729,48.07801767,113.6649403,107.0004943,112.6111309,112.5837052,112.5549296,75.7153792,6.18365851,8.892868636,26.41296625,9.816989346
S01-T123,75.56364989,57.86520774,64.87128499,59.2232919,46.64308693,112.6985351,106.8933065,110.8282987,108.3548839,112.4421874,75.63947659,5.847612725,8.795047057,26.38636606,9.816989346
S01-T124,75.56364989,57.86520774,59.59271665,61.297526,46.59625662,101.4827339,106.786226,110.8282987,108.7420495,112.028152,75.56364989,5.847612725,8.795047057,26.38636606,9.816989346
S01-T125,75.56364989,57.86520774,59.65255643,62.79780365,46.64308693,101.3813514,106.786226,110.8282987,112.5809347,111.7034207,75.56364989,5.847612725,8.795047057,26.38636606,9.816989346
S01-T126,75.48789901,57.86520774,59.65255643,66.0648543,46.64308693,101.3813514,106.786226,110.8282987,112.5837052,111.7034207,75.48789901,5.847612725,8.795047057,26.41296625,9.816989346
S01-T127,84.46221514,57.86520774,62.88939379,66.1311727,49.00725042,111.8907466,106.8933065,112.6111309,112.5837052,112.6677846,78.47028179,6.18365851,9.535247502,26.95326981,10.4374654
S01-T128,85.05713855,57.86520774,65.00159745,66.19755748,49.00725042,113.8929866,107.0004943,112.6111309,112.5837052,112.6677846,80.50382794,8.203255191,10.81298073,28.78054543,10.44767081
S01-T129,84.46221514,57.86520774,65.00159745,66.19755748,49.00725042,113.6649403,107.0004943,112.6111309,112.5837052,112.6677846,80.50382794,8.203255191,10.82399195,28.8095422,10.79657356
S01-T130,84.46221514,57.86520774,65.00159745,66.1311727,49.00725042,107.0283972,106.8830984,112.6111309,112.5837052,112.6677846,78.31304543,5.859700534,10.81298073,28.8095422,10.44810073
S01-T131,84.8016611,57.86520774,65.00159745,66.19755748,49.00725042,112.1152393,106.9999181,112.6111309,112.5837052,112.6677846,80.50382794,8.985418729,10.82399195,28.53170629,10.44810073
S01-T132,85.05713855,57.86520774,65.00159745,66.26400872,49.05649415,113.6649403,107.0004943,112.7240422,112.696589,112.7807526,80.50382794,9.003791575,10.96058016,28.838568,10.4587467
S01-T133,85.05713855,57.86520774,65.06685153,66.26400872,49.05649415,113.8929866,107.1077893,112.7240422,112.696589,112.8938336,80.50382794,9.003791575,11.18843778,28.86762285,10.46897255
S01-T134,85.14246824,57.86520774,65.06685153,66.26400872,49.10578716,117.0767957,107.3242968,112.7240422,112.696589,112.8938336,80.58459977,9.496415899,12.93552853,28.89670678,10.48007063
S01-T135,85.05713855,57.86520774,65.13217093,66.26400872,49.50035014,113.8929866,107.3242968,112.7240422,112.696589,112.8938336,80.50382794,9.003791575,12.92240578,28.86762285,10.55053352
S01-T136,94.50948072,57.86520774,65.13217093,66.33052647,50.31765046,133.566237,107.3242968,112.7240422,112.696589,115.4198937,94.17263104,9.544979708,12.96181346,28.98413338,10.85121748
S01-T137,94.41478401,57.86520774,65.13217093,66.33052647,51.44331372,134.6014843,108.7935705,114.6168855,112.696589,115.7645314,94.07827118,9.544979708,13.3411916,29.04256373,11.36295933
S01-T138,94.41478401,57.86520774,65.13217093,66.33052647,51.44331372,134.7364079,108.900544,114.6168855,112.696589,115.7645314,94.07827118,9.554721657,13.3411916,29.07182278,11.44964164
S01-T139,94.41478401,57.86520774,65.13217093,66.33052647,51.44331372,134.7364079,108.7935705,112.8370665,112.696589,115.7645314,94.07827118,9.535247502,13.3411916,29.07182278,11.42998324
S01-T140,85.22903405,57.86520774,65.13217093,66.33052647,51.44331372,125.3111573,107.1093813,112.7240422,112.696589,115.7645314,80.66689614,8.985418729,13.3411916,29.04256373,11.34032135
S01-T141,85.05713855,57.86520774,65.13217093,66.19755748,51.44331372,113.6649403,106.786226,112.7240422,112.696589,115.7645314,80.50382794,8.985418729,13.3276577,29.01333394,11.30532378
S01-T142,85.05713855,57.86520774,65.13217093,66.19755748,51.34010427,110.0139111,106.786226,112.6111309,112.696589,115.7645314,80.50382794,5.847612725,13.31414281,29.00495939,11.30532378
S01-T143,64.86556183,57.8071553,63.14983417,66.1311727,49.45066257,102.6358305,106.786226,112.6111309,112.4709342,112.7807526,61.84293388,4.192870888,12.23523096,28.838568,11.07111678
S01-T144,56.86792407,54.05163975,59.30595158,61.297526,46.51474925,95.8775326,106.4656265,109.1169589,107.9303271,111.59153,53.96922349,4.188455217,10.79099132,27.36977674,9.816989346
S01-T145,25.66977657,50.89776886,59.30595158,59.10453028,46.50273643,79.66961187,106.4656265,109.0076547,105.055003,111.3680843,15.19657803,3.245889901,8.877845888,26.38636606,9.786340253
