Forecast,Realised,OnshoreWindLt50kW_MWh,OnshoreWindGe50kW_MWh
1913.083374,2206.450772,20.209417,2186.241355
1912.416626,2388.7651,20.980134,2367.784966
1944.916626,2506.788036,21.68463,2485.103406
1938.208374,2567.084845,22.268942,2544.815903
1978.041626,2700.463293,23.654201,2676.809092
2009.625,2780.851766,21.78322,2759.068546
1916.583374,2800.3104,21.544777,2778.765623
1992.541626,2870.959298,20.871563,2850.087735
2054.208252,2892.269312,18.481347,2873.787965
2180.708252,2718.511026,17.967562,2700.543464
2206.083252,2628.641087,18.043867,2610.59722
2156.208252,2498.021996,18.235643,2479.786353
2470.625,2356.820604,18.197209,2338.623395
2369.375,2245.538514,17.631855,2227.906659
2313.375,2259.844925,17.133546,2242.711379
2339.041748,2346.844888,17.17998,2329.664908
2375.291748,2372.111179,15.095716,2357.015463
2333.166748,2323.732123,15.915893,2307.81623
2068.916748,2314.280381,15.80505,2298.475331
1861.25,2143.284725,12.061832,2131.222893
2091.166748,1959.641651,11.830775,1947.810876
2236.25,2145.815525,16.419388,2129.396137
2215.166748,2593.8389,19.694211,2574.144689
2345.416748,2817.72508,22.382178,2795.342902
2284.083252,2803.707495,22.062286,2781.645209
2275.958252,2592.487633,22.200832,2570.286801
2251.333252,2710.490063,21.559039,2688.931024
2238.791748,2683.615146,19.985677,2663.629469
2215.958252,2519.748738,19.600941,2500.147797
2057.291748,2167.283232,13.534107,2153.749125
1625.25,1763.73644,10.421167,1753.315273
1313.5,1526.221653,7.110373,1519.11128
1337.916626,1336.791083,7.084713,1329.70637
1301.75,1214.417046,4.750934,1209.666112
1229.916626,1085.605695,4.104485,1081.50121
1136.333374,1002.700414,4.228297,998.472117
1049.083374,810.170207,3.835526,806.334681
950.333313,840.161784,3.097387,837.064397
879.333313,826.856707,2.787959,824.068748
838.583313,927.747746,3.233205,924.514541
819.708313,950.374344,2.807036,947.567308
778.75,837.73494,2.333797,835.401143
659.208313,773.323793,2.65268,770.671113
562.625,711.285511,1.971168,709.314343
596.458313,653.258802,1.858867,651.399935
611.916687,586.431661,3.477837,582.953824
646.75,737.311712,7.6883,729.623412
749.125,1153.177518,10.964799,1142.212719
808.125,1200.984993,10.374675,1190.610318
817.541687,954.624317,8.418051,946.206266
765.625,782.469617,8.28688,774.182737
693.083313,717.74149,7.342357,710.399133
583.208313,571.014217,3.485192,567.529025
449,427.542988,0.971437,426.571551
339.666656,410.9841,1.27959,409.70451
347.041656,466.042277,2.238379,463.803898
409.958344,515.018834,2.39437,512.624464
414.291656,541.591533,2.167782,539.423751
362.25,512.957722,2.582726,510.374996
278.458344,438.741658,2.092023,436.649635
376.166656,358.31121,0.894907,357.416303
306.416656,197.235862,0.397062,196.8388
241.666672,157.088359,0.49994,156.588419
210.5,150.825568,0.513077,150.312491
197.041672,178.207199,0.330294,177.876905
180.416672,206.18001,0.094387,206.085623
160.458328,210.438901,0.098204,210.340697
138.416672,146.0838,0.130573,145.953227
128.875,111.582077,0.151917,111.43016
109.541664,77.73607,0.203569,77.532501
95.791664,48.627454,0.7071,47.920354
106.416664,45.485012,1.057695,44.427317
132.166672,77.428554,0.88437,76.544184
162.5,118.975057,1.277712,117.697345
188.916672,131.598252,1.133997,130.464255
178.25,134.809792,0.986897,133.822895
149.708328,129.733352,1.177027,128.556325
136.708328,139.98596,0.339401,139.646559
124.083336,219.869362,0.610976,219.258386
136.5,253.655266,0.540417,253.114849
168.041672,212.431043,0.363343,212.0677
174.125,169.017301,0.323836,168.693465
157.458328,149.154644,0.161419,148.993225
136.208328,135.678035,0.08765,135.590385
159,107.955252,0.136822,107.81843
152.458328,71.402859,0.123453,71.279406
129.958328,65.832982,0.168965,65.664017
98.208336,83.969959,0.331896,83.638063
73.75,102.774613,0.499421,102.275192
57.125,118.475847,0.27092,118.204927
48.958332,116.600008,0.314739,116.285269
45.041668,112.792358,0.275545,112.516813
48.666668,84.483527,0.172748,84.310779
44.875,50.655282,0.14787,50.507412
36.875,22.580169,0.18934,22.390829
33.5,11.645926,0.166125,11.479801
33,16.558448,0.226255,16.332193
35.958332,21.1774,0.251515,20.925885
43.625,25.169964,0.199665,24.970299
53.291668,31.736288,0.160798,31.57549
61.416668,39.455785,0.112501,39.343284
71.916664,49.456538,0.065392,49.391146
68.541664,61.331329,0.05959,61.271739
69,51.967572,0.080821,51.886751
72.333336,45.777976,0.062252,45.715724
78.916664,44.710592,0.057958,44.652634
80.791664,39.204836,0.098667,39.106169
71.583336,41.134962,0.069157,41.065805
82.833336,38.350545,0.0745,38.276045
89.458336,23.303697,0.049418,23.254279
78.916664,19.006198,0.025266,18.980932
70.083336,21.796268,0.023211,21.773057
65,24.214186,0.018374,24.195812
60,30.061614,0.016704,30.04491
57.041668,23.199985,0.014608,23.185377
57.416668,22.549195,0.01656,22.532635
70.333336,26.203916,0.023633,26.180283
70.125,40.300315,0.039358,40.260957
68.25,31.420327,0.093755,31.326572
60.083332,15.998988,0.080892,15.918096
78.375,17.501893,0.073683,17.42821
101.708336,26.099064,0.122006,25.977058
130.333328,38.618127,0.377513,38.240614
136.125,52.174579,0.489134,51.685445
140.125,84.203303,0.702033,83.50127
142.75,119.371803,0.369454,119.002349
130.708328,183.444078,0.916304,182.527774
144.958328,249.297677,0.39175,248.905927
174.375,223.740041,0.325739,223.414302
192.833328,229.300772,0.363445,228.937327
195.375,214.617847,0.223751,214.394096
180.416672,197.246654,0.131738,197.114916
202.375,173.34253,0.460733,172.881797
211.041672,187.605607,0.574031,187.031576
231.041672,231.036605,0.341964,230.694641
240.458328,266.855926,0.163308,266.692618
229.5,341.194248,0.396321,340.797927
203.083328,379.704525,0.506453,379.198072
167.166672,339.061257,0.40542,338.655837
141.041672,253.083346,0.52984,252.553506
141.166672,160.181789,0.343471,159.838318
123.333336,63.497331,0.074809,63.422522
94.5,15.611029,0.097971,15.513058
84.75,10.378273,0.165285,10.212988
106.375,50.502766,0.470686,50.03208
146.25,107.394186,1.531817,105.862369
195.5,184.483653,2.267119,182.216534
244.833328,271.530098,3.025279,268.504819
280.458344,303.585372,2.465049,301.120323
327.166656,321.883802,1.142454,320.741348
346.041656,357.507893,0.882034,356.625859
400.083344,481.174441,2.113993,479.060448
484.708344,562.88517,1.956526,560.928644
542.75,586.758379,1.867151,584.891228
538.708313,558.585904,1.768633,556.817271
484.625,525.230223,1.153955,524.076268
329.125,456.951109,0.785164,456.165945
300.916656,350.539567,0.34634,350.193227
237.916672,266.224938,0.177206,266.047732
185.083328,207.586523,0.151704,207.434819
147.625,141.239699,0.097269,141.14243
110.166664,79.261137,0.126267,79.13487
79.666664,47.673682,0.108895,47.564787
63.791668,44.970821,0.079748,44.891073
76.583336,44.732375,0.13008,44.602295
117.708336,73.877832,0.333745,73.544087
195.333328,171.171162,0.722837,170.448325
360.875,282.768265,3.332447,279.435818
629.5,607.624138,8.069531,599.554607
969.916687,1172.514553,15.399725,1157.114828
1364.75,1770.844561,20.899821,1749.94474
1679.041626,2293.564547,21.86788,2271.696667
1951,2518.248873,21.582379,2496.666494
2126.333252,2533.258867,22.308882,2510.949985
2038.458374,2618.95772,19.448149,2599.509571
2073.416748,2692.184615,20.783139,2671.401476
2170.875,2794.828975,23.638056,2771.190919
2231.875,2679.187199,20.958041,2658.229158
2169,2681.579403,22.755767,2658.823636
2018.708374,2768.294852,21.188318,2747.106534
2379.25,2481.590029,21.838415,2459.751614
2243.041748,2290.219838,20.100214,2270.119624
2072.333252,2336.003101,19.604426,2316.398675
1943.416626,1932.577817,20.835442,1911.742375
1792.625,1861.655391,17.374714,1844.280677
1589.958374,1851.429666,15.88461,1835.545056
1325.791626,1977.504553,13.757407,1963.747146
1115.375,1663.191854,9.916579,1653.275275
1144.666626,1328.773163,7.964198,1320.808965
1141.625,1305.991132,7.240581,1298.750551
1085.125,1012.458836,6.460532,1005.998304
991.291687,680.290476,6.295461,673.995015
899.583313,557.989018,5.731833,552.257185
874.708313,630.190336,5.673214,624.517122
877.541687,812.385684,6.484006,805.901678
840.541687,1017.538742,6.473765,1011.064977
779.958313,1104.453596,5.878725,1098.574871
690.833313,1003.938945,4.467285,999.47166
617.291687,916.908765,4.588647,912.320118
703.208313,984.422517,5.419369,979.003148
803.666687,1116.852752,8.557316,1108.295436
929.916687,1217.862345,8.544897,1209.317448
979.375,1146.765914,6.868246,1139.897668
948.208313,1049.882739,5.619613,1044.263126
1215.208374,1034.45622,5.264227,1029.191993
1112.625,870.756676,4.230054,866.526622
992.291687,780.436594,3.316782,777.119812
899.083313,599.322361,2.399035,596.923326
828.041687,517.906498,1.77,516.136498
751.833313,455.304105,1.315008,453.989097
626.958313,395.137152,0.919628,394.217524
533.666687,360.087035,0.772694,359.314341
565.875,294.764121,0.874429,293.889692
616.041687,293.564814,2.329577,291.235237
684.916687,476.306877,3.407866,472.899011
785.625,520.035787,3.82052,516.215267
871.583313,458.836386,3.252368,455.584018
924.666687,490.784572,3.292526,487.492046
922.083313,470.387168,3.142404,467.244764
875.791687,382.354042,2.871813,379.482229
757.833313,354.406722,2.061682,352.34504
545.458313,259.832596,0.793665,259.038931
353,195.063016,0.207699,194.855317
310.833344,162.21502,0.379117,161.835903
380.208344,134.447443,0.162417,134.285026
378.625,146.105015,0.187023,145.917992
370.458344,180.087699,0.306144,179.781555
371.666656,248.493447,0.543262,247.950185
321.041656,354.180527,0.862107,353.31842
347.458344,353.878189,0.995676,352.882513
350.291656,358.022774,0.934348,357.088426
374.791656,311.352495,0.522405,310.83009
420.208344,266.782271,0.305776,266.476495
474.375,260.79427,0.777322,260.016948
478.166656,335.931627,1.749913,334.181714
455.125,368.153272,1.401205,366.752067
501.375,312.422926,1.265304,311.157622
526.875,201.752522,1.905985,199.846537
526.708313,224.559476,2.25048,222.308996
477.833344,221.535607,1.682991,219.852616
422.125,196.366581,1.266386,195.100195
383.041656,159.018752,1.349194,157.669558
309.375,149.000642,0.892156,148.108486
264.916656,169.300115,0.839285,168.46083
235.5,144.823493,0.650578,144.172915
226.208328,180.740311,0.577677,180.162634
241.708328,342.78994,1.31327,341.47667
339.125,694.753875,3.342544,691.411331
497.375,1060.545743,5.761495,1054.784248
817.375,1514.136084,9.544486,1504.591598
1161.125,2070.991896,12.63687,2058.355026
1457,2498.039127,17.437947,2480.60118
2348.416748,2487.613446,20.471278,2467.142168
2260.208252,2357.048413,19.933359,2337.115054
2099.458252,2190.83164,14.442533,2176.389107
1964.916626,1950.048689,10.242306,1939.806383
1810.708374,1457.994546,7.594809,1450.399737
1519.791626,1027.767352,4.660392,1023.10696
1196.208374,774.804324,3.270886,771.533438
1086.708374,933.621511,3.740381,929.88113
1457.625,1298.211797,6.046445,1292.165352
1831.625,1929.569169,11.614537,1917.954632
2039.083374,2592.229482,16.966879,2575.262603
2345.708252,2924.552285,24.378904,2900.173381
2501.208252,3077.547053,23.670742,3053.876311
2541.708252,3150.69747,24.8303,3125.86717
2586.708252,3080.743272,25.384204,3055.359068
2584.916748,2961.457364,23.832966,2937.624398
2529.75,2662.689772,22.489633,2640.200139
2287.958252,2086.398759,18.653316,2067.745443
1814.75,1606.629197,14.003004,1592.626193
1599.291626,1148.970618,9.863511,1139.107107
1536.708374,858.496747,6.733572,851.763175
1406.25,551.064773,3.1116,547.953173
1216.541626,351.850526,1.892886,349.95764
1020.333313,268.501154,2.457968,266.043186
274.875,187.127483,0.722726,186.404757
202.416672,139.993229,0.287181,139.706048
183.708328,130.056486,0.258926,129.79756
185.458328,147.126632,0.667201,146.459431
174.333328,106.086964,0.570098,105.516866
153.75,115.430212,0.532986,114.897226
122.916664,103.074089,0.683432,102.390657
90.833336,86.793706,0.097575,86.696131
72.25,52.013292,0.044445,51.968847
59.375,8.857635,0.053339,8.804296
50.25,3.367793,0.08468,3.283113
41.458332,2.812462,0.101767,2.710695
38.791668,2.569938,0.130002,2.439936
43.291668,6.384043,0.148007,6.236036
54.75,7.517556,0.180286,7.33727
69.5,15.281412,0.135584,15.145828
79.541664,23.444683,0.142151,23.302532
87.75,31.633602,0.050276,31.583326
96.041664,42.609075,0.039388,42.569687
105.083336,48.235605,0.082391,48.153214
119.75,64.783868,0.292191,64.491677
135.791672,126.933711,0.742831,126.19088
141.833328,210.472731,0.914188,209.558543
158.291672,287.295088,1.057197,286.237891
239.083328,348.955087,1.043285,347.911802
272.791656,414.468102,1.204244,413.263858
300.083344,451.816534,1.318172,450.498362
316.25,514.780843,1.476337,513.304506
343.333344,588.968201,1.825714,587.142487
393.25,662.050325,2.337636,659.712689
417.125,681.813895,3.031139,678.782756
424.416656,753.943265,2.703705,751.23956
498,715.741899,4.315185,711.426714
542.166687,667.182731,4.362079,662.820652
613.791687,828.892079,7.949767,820.942312
681.583313,974.044669,11.098879,962.94579
762.708313,995.921105,9.191474,986.729631
705.541687,875.813904,5.760263,870.053641
531.166687,671.926394,3.716092,668.210302
393.416656,431.131181,2.26102,428.870161
282.625,379.779839,0.94378,378.836059
182.375,275.09593,0.476656,274.619274
115.875,245.303758,0.254306,245.049452
104.958336,263.990585,0.97628,263.014305
138.166672,321.933626,1.248051,320.685575
149.333328,362.798854,1.992532,360.806322
165.875,366.393146,1.921239,364.471907
193.25,330.093674,1.342962,328.750712
250.25,267.68849,1.313946,266.374544
237.791672,191.731446,0.822906,190.90854
274.5,100.273525,0.189768,100.083757
340.875,76.535196,0.223144,76.312052
400.041656,139.859482,0.892757,138.966725
464.083344,174.526774,0.828134,173.69864
485.375,250.772807,0.935761,249.837046
476.291656,330.967499,0.712186,330.255313
563.916687,278.814115,0.962985,277.85113
647,190.871971,1.40595,189.466021
695.416687,146.454135,2.553035,143.9011
708,125.508062,2.096436,123.411626
751.375,126.448863,1.402137,125.046726
786.708313,131.635001,0.984396,130.650605
811.875,152.429191,0.962474,151.466717
834.833313,177.850976,0.787925,177.063051
844.791687,196.366273,0.666326,195.699947
842.666687,219.749155,0.569056,219.180099
782.291687,259.341551,0.82657,258.514981
832.166687,245.80561,0.856644,244.948966
849.583313,247.208535,0.925946,246.282589
892.708313,306.822868,1.948932,304.873936
860.791687,289.97765,1.839374,288.138276
758,285.047841,1.460607,283.587234
628.25,269.254825,1.131213,268.123612
592.125,327.753531,1.091017,326.662514
551.791687,424.061815,0.95064,423.111175
537.75,493.146878,0.801991,492.344887
515.416687,433.643406,0.894727,432.748679
497.208344,373.088104,0.803968,372.284136
440.291656,366.417899,0.800566,365.617333
405.625,364.116347,1.437695,362.678652
531.5,329.138314,1.22545,327.912864
746.916687,431.045486,1.734766,429.31072
1001.333313,632.253515,3.906378,628.347137
1453.375,832.201808,4.173932,828.027876
1850.166626,1031.041663,6.233329,1024.808334
2091.875,1204.748106,11.895645,1192.852461
2197,1624.668949,19.616632,1605.052317
2276.25,1941.621121,19.610669,1922.010452
2301.666748,1981.058995,19.84604,1961.212955
2164.291748,1975.860581,19.945173,1955.915408
1839.708374,1964.545747,18.569784,1945.975963
1767.25,1950.186387,17.807989,1932.378398
1795.333374,1859.452233,16.15517,1843.297063
1793.416626,1792.674031,18.595517,1774.078514
1764.333374,1764.282046,19.067722,1745.214324
1680.166626,1657.650968,17.535502,1640.115466
1548.208374,1463.157358,14.47427,1448.683088
1373.791626,1171.250247,12.204629,1159.045618
1154.875,904.276636,7.906863,896.369773
932.583313,651.008797,5.8347,645.174097
711.625,470.329052,2.977118,467.351934
473.75,285.06872,1.752292,283.316428
282.166656,190.344919,0.577087,189.767832
170.291672,108.414075,0.215618,108.198457
140.833328,129.271912,0.157878,129.114034
155.833328,171.19665,0.45275,170.7439
214.25,356.281102,1.880049,354.401053
288.208344,670.468269,3.773671,666.694598
399.541656,740.272225,4.737279,735.534946
453.541656,964.790166,7.251619,957.538547
530.75,1157.494553,7.411952,1150.082601
579.708313,1175.90821,7.562429,1168.345781
671.625,1270.466097,9.756005,1260.710092
800.333313,1402.579836,9.327326,1393.25251
921.083313,1642.753784,9.565295,1633.188489
1132.708374,1735.315974,11.464886,1723.851088
1191.916626,1738.308704,13.471945,1724.836759
1288.291626,1871.718068,13.358184,1858.359884
1286.625,1893.691195,11.840298,1881.850897
1289.166626,1785.186401,9.685589,1775.500812
1440.291626,1738.696702,8.652791,1730.043911
1422.375,1756.600252,8.761405,1747.838847
1441.833374,1732.962546,8.729967,1724.232579
1497.958374,1770.312067,9.194629,1761.117438
1560.75,1770.114989,8.863639,1761.25135
1615.166626,1923.605662,9.761708,1913.843954
1586.333374,2097.796938,11.581935,2086.215003
1610.375,2333.161481,12.542182,2320.619299
2021.5,2608.58323,13.073693,2595.509537
2319.916748,2763.493634,15.199824,2748.29381
2424.541748,3051.72667,18.040388,3033.686282
2659.833252,3235.210869,19.495014,3215.715855
2617.791748,3395.40581,25.719779,3369.686031
2608.666748,3269.508786,26.530282,3242.978504
2624.166748,3255.456996,16.074481,3239.382515
2644.083252,3367.317322,15.88841,3351.428912
2699.833252,3446.616419,25.995379,3420.62104
2676.583252,3469.67372,26.53833,3443.13539
2401.333252,3462.884078,25.491689,3437.392389
2368.291748,3391.794887,24.224398,3367.570489
2511.708252,3181.087465,24.105755,3156.98171
2675.375,3259.957155,26.33275,3233.624405
2732.458252,3268.037029,24.211181,3243.825848
2713.708252,3257.419346,18.267863,3239.151483
2841.083252,2933.063087,13.737286,2919.325801
2495.958252,2513.721186,12.000817,2501.720369
2078.583252,2006.772886,8.991391,1997.781495
1798.291626,1739.23812,10.857233,1728.380887
1651.375,1912.121551,14.518178,1897.603373
1564.583374,1963.875553,14.987457,1948.888096
1454.875,1735.168995,14.757128,1720.411867
1428.958374,1745.140115,16.35128,1728.788835
1775.333374,1898.593375,17.32564,1881.267735
2078.291748,2135.595869,20.197528,2115.398341
2223.083252,2464.043441,22.744001,2441.29944
2487.958252,2843.454953,24.378699,2819.076254
2527.25,2667.668505,25.144103,2642.524402
2534.708252,2727.815247,25.280055,2702.535192
2520.208252,2867.165873,20.814594,2846.351279
2476.416748,2721.969874,15.646058,2706.323816
2429.333252,2270.420367,12.97491,2257.445457
2285.75,1818.710924,9.532369,1809.178555
1938.166626,1614.92079,8.818741,1606.102049
1809.041626,1880.286168,12.049652,1868.236516
1888.5,2060.308064,18.674232,2041.633832
1837.708374,2087.563222,20.166903,2067.396319
1668.875,1864.348139,18.566276,1845.781863
1589.208374,1704.387328,17.181023,1687.206305
1580.833374,1523.284681,15.170139,1508.114542
1573.666626,1482.992157,15.298393,1467.693764
1518.916626,1440.525639,14.211765,1426.313874
1452.958374,1546.561244,12.323145,1534.238099
1388.125,1395.567524,10.572023,1384.995501
1284.458374,1289.606855,7.783856,1281.822999
1122.541626,1300.003282,9.42936,1290.573922
1019.375,1149.62159,7.497697,1142.123893
1232.291626,1166.357475,7.870687,1158.486788
1496.208374,1190.413296,12.621472,1177.791824
1577,1579.113578,15.23823,1563.875348
1734.291626,1811.093509,15.085756,1796.007753
1753.5,2034.695472,14.754964,2019.940508
1784.041626,1787.998108,11.9505,1776.047608
1751.25,2013.026255,13.556189,1999.470066
1702.541626,2158.432735,11.470963,2146.961772
1700.583374,1839.764587,9.632191,1830.132396
1595.666626,1785.850688,8.89468,1776.956008
1269.458374,1939.523464,7.609967,1931.913497
1055.416626,1664.820921,6.447315,1658.373606
945.958313,1351.451381,4.791249,1346.660132
855.125,882.460207,3.495084,878.965123
724.291687,551.241794,1.738941,549.502853
563.125,317.872347,0.79794,317.074407
343.083344,155.52601,0.511758,155.014252
254.625,104.407831,0.186612,104.221219
226.5,135.973962,0.307004,135.666958
260.375,279.243141,0.495693,278.747448
332.791656,479.622986,0.914567,478.708419
434.791656,690.014767,1.504327,688.51044
514.416687,912.131839,2.927862,909.203977
563.291687,1167.472388,4.677996,1162.794392
743.666687,1362.921324,7.162473,1355.758851
947.583313,1597.269482,9.628114,1587.641368
1166.833374,1843.128762,14.119824,1829.008938
1455.708374,2148.364932,18.205421,2130.159511
1755.083374,2501.455564,19.865248,2481.590316
1992.333374,2732.221966,23.879878,2708.342088
2218.5,2901.077233,26.34138,2874.735853
2361.083252,3073.803484,26.0814,3047.722084
2524.291748,3275.520983,24.417088,3251.103895
2594.416748,3292.045493,22.281753,3269.76374
2400.416748,3284.21648,26.015839,3258.200641
2398.333252,3168.343648,26.873833,3141.469815
2436.916748,3144.860051,25.597969,3119.262082
2521.083252,3114.985926,22.387201,3092.598725
2510.625,3024.827097,20.786997,3004.0401
2446.5,2520.451677,20.724979,2499.726698
2756.541748,2735.607713,19.26662,2716.341093
2660.958252,2663.89403,20.604684,2643.289346
2535.958252,2552.53256,20.938979,2531.593581
2440.875,2456.635881,21.595222,2435.040659
2332.291748,2329.61634,20.56901,2309.04733
2154.208252,2238.959122,19.550532,2219.40859
1817,2157.555518,15.922183,2141.633335
1545.291626,2097.42698,15.122489,2082.304491
1602.708374,2014.466364,16.029755,1998.436609
1556.875,1745.216656,14.578735,1730.637921
1367.875,1546.147105,13.420382,1532.726723
1253.083374,1349.882068,13.643134,1336.238934
1014.333313,1203.826899,10.734702,1193.092197
883.625,1106.280995,8.088938,1098.192057
800.666687,989.427892,7.474961,981.952931
736.958313,850.014804,6.119853,843.894951
703.416687,735.191809,4.851127,730.340682
649.833313,691.970245,6.861559,685.108686
543.666687,611.618265,5.76318,605.855085
512.833313,563.518856,3.924921,559.593935
568.583313,450.916117,2.902807,448.01331
602.458313,331.370222,1.781789,329.588433
572.583313,287.363127,2.078631,285.284496
492.666656,240.494961,1.162054,239.332907
304.75,194.740594,0.750976,193.989618
243,128.756365,0.358074,128.398291
183.041672,106.618503,0.139282,106.479221
154.583328,96.648033,0.183856,96.464177
126.083336,75.288153,0.169832,75.118321
92.541664,51.565924,0.093069,51.472855
72.291664,33.613349,0.036237,33.577112
64.125,22.353168,0.038098,22.31507
74.041664,18.718547,0.04059,18.677957
83.416664,14.998821,0.052135,14.946686
94.541664,12.629818,0.072133,12.557685
100.125,12.620201,0.072909,12.547292
136.708328,16.37949,0.111768,16.267722
161.208328,26.157741,0.131417,26.026324
170.916672,64.063141,0.250316,63.812825
182.625,78.161277,0.278509,77.882768
170.416672,53.538584,0.265372,53.273212
140.166672,46.75998,0.228202,46.531778
119.708336,32.603371,0.079486,32.523885
121.875,33.427476,0.024318,33.403158
136.666672,38.046655,0.016623,38.030032
172.333328,49.846511,0.028202,49.818309
192.583328,67.667944,0.063594,67.60435
203.958328,70.225994,0.109393,70.116601
107.291664,85.91078,0.199394,85.711386
125.416664,105.785302,0.386833,105.398469
138.625,152.540761,0.768746,151.772015
179.25,191.908718,0.794726,191.113992
246.541672,256.44819,0.686657,255.761533
335.75,352.065914,0.836647,351.229267
387.083344,396.530543,1.266287,395.264256
383.625,429.475881,1.589846,427.886035
421.5,396.028923,2.730818,393.298105
428.708344,320.094751,2.277459,317.817292
402.875,251.107396,1.556113,249.551283
381.458344,235.362429,1.389637,233.972792
385.666656,279.182446,2.067237,277.115209
398.166656,304.361918,2.304322,302.057596
395.583344,281.661262,1.987992,279.67327
384.791656,275.545323,2.198747,273.346576
369.458344,313.053176,2.264542,310.788634
347.333344,306.285632,2.288662,303.99697
315.083344,372.48114,2.952324,369.528816
318.666656,431.187218,2.456887,428.730331
334.625,461.915851,3.549067,458.366784
382.5,492.614387,3.04894,489.565447
439.125,544.853208,4.764839,540.088369
523,633.217488,5.11076,628.106728
638.083313,763.406798,7.103313,756.303485
686.625,879.178234,6.715128,872.463106
698,894.685679,5.449025,889.236654
734,856.599377,5.256126,851.343251
778.666687,945.275861,6.396141,938.87972
789.791687,1051.142063,7.102485,1044.039578
716.291687,862.635254,5.540373,857.094881
653.916687,801.524079,5.831845,795.692234
747.125,811.812397,6.958701,804.853696
828.458313,931.101632,9.510813,921.590819
883.625,1062.648629,12.78096,1049.867669
984.416687,1267.427795,15.540157,1251.887638
1047.291626,1365.383822,15.733688,1349.650134
1069,1423.716147,17.687508,1406.028639
1042.833374,1440.400045,17.074653,1423.325392
995.166687,1347.529835,15.801908,1331.727927
896.166687,1173.007839,11.883777,1161.124062
697.458313,879.896932,9.524718,870.372214
435.958344,579.009997,5.138003,573.871994
316.125,400.581981,2.446287,398.135694
287.333344,334.88422,1.537284,333.346936
235.041672,292.883501,1.139455,291.744046
180.791672,253.53789,0.928538,252.609352
144.875,186.373558,0.545397,185.828161
209.791672,131.82996,0.403571,131.426389
183.541672,108.086027,0.373832,107.712195
180.166672,94.014418,0.504917,93.509501
199.416672,100.694222,0.655675,100.038547
220,104.149424,1.033706,103.115718
245.25,98.317471,0.695277,97.622194
265.916656,129.491032,0.598119,128.892913
292.5,154.593941,0.458491,154.13545
404.958344,202.701743,0.823471,201.878272
537.625,253.412984,1.275285,252.137699
645.125,350.818032,2.186898,348.631134
817.25,466.650624,3.845426,462.805198
940.75,595.431441,5.154682,590.276759
1036.666626,729.519752,5.382666,724.137086
1127.291626,831.693912,5.840506,825.853406
1154.541626,927.827373,5.893554,921.933819
1194.166626,1014.570846,6.074545,1008.496301
1189.666626,1069.704222,6.42052,1063.283702
1109.75,1108.776116,6.545159,1102.230957
1172.375,1245.219534,7.630051,1237.589483
1286.166626,1343.765354,9.150576,1334.614778
1374.041626,1324.829299,7.640462,1317.188837
1393.916626,1314.487042,8.044602,1306.44244
1375.75,1353.495716,8.940476,1344.55524
1257.708374,1299.303733,9.036164,1290.267569
1241.5,1290.295091,8.516915,1281.778176
1217.375,1343.060219,9.068592,1333.991627
1230.083374,1346.130851,8.959145,1337.171706
1280,1397.767011,8.64797,1389.119041
1346.833374,1418.686365,10.529089,1408.157276
1312.875,1684.366859,11.511225,1672.855634
1298.708374,1862.776478,13.116758,1849.65972
1646.708374,2074.387179,14.354461,2060.032718
1983.291626,2141.687836,15.118787,2126.569049
2140.958252,2384.785429,16.769113,2368.016316
2448.666748,2626.315032,17.724107,2608.590925
2471.625,2877.636025,19.489773,2858.146252
2488.166748,3013.160584,22.945222,2990.215362
2528.625,3067.101859,23.419526,3043.682333
2486.958252,2581.428921,22.419713,2559.009208
2380.333252,2737.211659,19.387575,2717.824084
2104.791748,2415.238321,16.437847,2398.800474
1639.25,2051.508884,13.684992,2037.823892
1399.833374,1771.605503,11.667312,1759.938191
1272.041626,1623.624975,9.130784,1614.494191
1203.291626,1427.747835,7.436537,1420.311298
1135.416626,1195.767292,6.888641,1188.878651
1108.166626,1153.019157,7.247023,1145.772134
1153.125,1103.082728,7.743271,1095.339457
1160.416626,990.191485,7.24315,982.948335
1207,935.671565,7.537133,928.134432
1285.166626,1003.216034,6.760975,996.455059
1360.041626,1111.204129,7.400531,1103.803598
1459.083374,1212.182734,6.989044,1205.19369
1456.25,1377.139372,8.094961,1369.044411
1452.208374,1582.84468,8.639656,1574.205024
1830.083374,1916.282412,9.970229,1906.312183
2129.625,2169.554987,12.100703,2157.454284
2271.583252,2453.191384,14.610475,2438.580909
2584.333252,2674.14114,18.695101,2655.446039
2596.375,2633.465789,21.125862,2612.339927
2558.166748,2623.847395,21.506408,2602.340987
2461.083252,2672.273372,22.723785,2649.549587
2285.5,2631.025673,22.485178,2608.540495
2102.916748,2222.253787,20.47022,2201.783567
1815.375,2222.4131,15.745951,2206.667149
1386.5,1737.749874,12.779404,1724.97047
1230,1724.586098,10.923071,1713.663027
1279.083374,1624.788384,10.266733,1614.521651
1302,1467.099807,8.537335,1458.562472
1242.875,1332.100084,7.31587,1324.784214
1125.916626,1327.560978,6.493854,1321.067124
1278.875,1322.219084,6.363796,1315.855288
1167.625,1425.748547,8.338052,1417.410495
1020,1295.947092,7.759574,1288.187518
891.666687,1046.578089,6.489552,1040.088537
807.333313,985.441835,5.176833,980.265002
771.875,1059.295426,4.086006,1055.20942
764.958313,1434.251971,5.365095,1428.886876
818.083313,1916.690906,7.497057,1909.193849
1133.708374,2324.589768,11.056426,2313.533342
