MTU (CET/CEST),2023,2022,2021
14.01.2023 14:00 - 14.01.2023 15:00,0.448546144,0.37654321,0.111677852
14.01.2023 15:00 - 14.01.2023 16:00,0.528950695,0.334104938,0.097718121
14.01.2023 16:00 - 14.01.2023 17:00,0.594690265,0.315329218,0.094765101
14.01.2023 17:00 - 14.01.2023 18:00,0.631605563,0.326388889,0.087516779
14.01.2023 18:00 - 14.01.2023 19:00,0.588621997,0.350565844,0.075704698
14.01.2023 19:00 - 14.01.2023 20:00,0.581289507,0.345164609,0.069798658
14.01.2023 20:00 - 14.01.2023 21:00,0.578761062,0.303240741,0.059865772
14.01.2023 21:00 - 14.01.2023 22:00,0.608849558,0.272890947,0.055033557
14.01.2023 22:00 - 14.01.2023 23:00,0.626295828,0.243055556,0.051812081
14.01.2023 23:00 - 15.01.2023 00:00,0.630847029,0.202674897,0.042416107
15.01.2023 00:00 - 15.01.2023 01:00,0.644247788,0.132201646,0
15.01.2023 01:00 - 15.01.2023 02:00,0.643994943,0.114197531,0
15.01.2023 02:00 - 15.01.2023 03:00,0.644500632,0.109567901,0
15.01.2023 03:00 - 15.01.2023 04:00,0.65562579,0.10776749,0
15.01.2023 04:00 - 15.01.2023 05:00,0.669279393,0.105195473,0
15.01.2023 05:00 - 15.01.2023 06:00,0.67863464,0.08744856,0
15.01.2023 06:00 - 15.01.2023 07:00,0.621744627,0.078960905,0
15.01.2023 07:00 - 15.01.2023 08:00,0.566118837,0.081018519,0
15.01.2023 08:00 - 15.01.2023 09:00,0.644247788,0.081018519,0
15.01.2023 09:00 - 15.01.2023 10:00,0.683438685,0.086676955,0
15.01.2023 10:00 - 15.01.2023 11:00,0.663716814,0.093106996,0
15.01.2023 11:00 - 15.01.2023 12:00,0.681921618,0.10313786,0
15.01.2023 12:00 - 15.01.2023 13:00,0.651833123,0.110853909,0
15.01.2023 13:00 - 15.01.2023 14:00,0.629329962,0.10776749,0
15.01.2023 14:00 - 15.01.2023 15:00,0.600758534,0.108539095,0
15.01.2023 15:00 - 15.01.2023 16:00,0.582300885,0.118312757,0
15.01.2023 16:00 - 15.01.2023 17:00,0.598482933,0.134259259,0
15.01.2023 17:00 - 15.01.2023 18:00,0.607332491,0.160236626,0
15.01.2023 18:00 - 15.01.2023 19:00,0.550189633,0.190843621,0
15.01.2023 19:00 - 15.01.2023 20:00,0.548672566,0.202417695,0
15.01.2023 20:00 - 15.01.2023 21:00,0.61289507,0.204475309,0
15.01.2023 21:00 - 15.01.2023 22:00,0.656637168,0.226080247,0
15.01.2023 22:00 - 15.01.2023 23:00,0.651074589,0.251286008,0
15.01.2023 23:00 - 16.01.2023 00:00,0.635903919,0.268261317,0
16.01.2023 00:00 - 16.01.2023 01:00,0.578508217,0.333590535,0.023624161
16.01.2023 01:00 - 16.01.2023 02:00,0.514791403,0.340792181,0.021208054
16.01.2023 02:00 - 16.01.2023 03:00,0.435651075,0.346965021,0.020671141
16.01.2023 03:00 - 16.01.2023 04:00,0.364096081,0.347479424,0.022281879
16.01.2023 04:00 - 16.01.2023 05:00,0.301896334,0.335133745,0.021208054
16.01.2023 05:00 - 16.01.2023 06:00,0.237420986,0.309670782,0.016107383
16.01.2023 06:00 - 16.01.2023 07:00,0.185082174,0.311471193,0.015033557
16.01.2023 07:00 - 16.01.2023 08:00,0.164348925,0.32973251,0.016644295
16.01.2023 08:00 - 16.01.2023 09:00,0.190897598,0.352880658,0.019328859
16.01.2023 09:00 - 16.01.2023 10:00,0.201011378,0.365997942,0.023355705
16.01.2023 10:00 - 16.01.2023 11:00,0.187610619,0.384773663,0.025771812
16.01.2023 11:00 - 16.01.2023 12:00,0.188369153,0.448816872,0.023087248
16.01.2023 12:00 - 16.01.2023 13:00,0.192667509,0.519547325,0.022550336
16.01.2023 13:00 - 16.01.2023 14:00,0.186599241,0.538065844,0.020402685
16.01.2023 14:00 - 16.01.2023 15:00,0.172439949,0.576646091,0.023087248
16.01.2023 15:00 - 16.01.2023 16:00,0.152465234,0.642489712,0.026845638
16.01.2023 16:00 - 16.01.2023 17:00,0.156510746,0.661779835,0.03409396
16.01.2023 17:00 - 16.01.2023 18:00,0.170164349,0.664866255,0.046174497
16.01.2023 18:00 - 16.01.2023 19:00,0.170417193,0.683384774,0.056375839
16.01.2023 19:00 - 16.01.2023 20:00,0.170670038,0.6718107,0.065771812
16.01.2023 20:00 - 16.01.2023 21:00,0.139570164,0.683384774,0.075704698
16.01.2023 21:00 - 16.01.2023 22:00,0.127686473,0.716820988,0.084832215
16.01.2023 22:00 - 16.01.2023 23:00,0.123640961,0.739711934,0.100671141
16.01.2023 23:00 - 17.01.2023 00:00,0.127433628,0.713734568,0.118657718
17.01.2023 00:00 - 17.01.2023 01:00,0.355246523,0.718878601,0.147919463
17.01.2023 01:00 - 17.01.2023 02:00,0.328445006,0.709619342,0.149261745
17.01.2023 02:00 - 17.01.2023 03:00,0.276359039,0.716306584,0.148187919
17.01.2023 03:00 - 17.01.2023 04:00,0.233881163,0.727880658,0.139328859
17.01.2023 04:00 - 17.01.2023 05:00,0.213400759,0.742026749,0.133422819
17.01.2023 05:00 - 17.01.2023 06:00,0.205815424,0.737654321,0.12966443
17.01.2023 06:00 - 17.01.2023 07:00,0.188116308,0.742541152,0.143355705
17.01.2023 07:00 - 17.01.2023 08:00,0.175979772,0.762602881,0.144966443
17.01.2023 08:00 - 17.01.2023 09:00,0.201264223,0.78600823,0.139328859
17.01.2023 09:00 - 17.01.2023 10:00,0.210366625,0.763374486,0.138255034
17.01.2023 10:00 - 17.01.2023 11:00,0.205309735,0.711162551,0.130738255
17.01.2023 11:00 - 17.01.2023 12:00,0.207079646,0.708590535,0.124832215
17.01.2023 12:00 - 17.01.2023 13:00,0.224778761,0.710390947,0.118657718
17.01.2023 13:00 - 17.01.2023 14:00,0.232364096,0.648148148,0.112483221
17.01.2023 14:00 - 17.01.2023 15:00,0.23817952,0.5781893,0.104697987
17.01.2023 15:00 - 17.01.2023 16:00,0.237168142,0.483281893,0.100134228
17.01.2023 16:00 - 17.01.2023 17:00,0.23539823,0.411779835,0.105503356
17.01.2023 17:00 - 17.01.2023 18:00,0.235903919,0.38117284,0.121342282
17.01.2023 18:00 - 17.01.2023 19:00,0.22806574,0.382458848,0.133154362
17.01.2023 19:00 - 17.01.2023 20:00,0.246270544,0.369341564,0.146577181
17.01.2023 20:00 - 17.01.2023 21:00,0.267762326,0.371141975,0.148724832
17.01.2023 21:00 - 17.01.2023 22:00,0.297345133,0.37345679,0.143892617
17.01.2023 22:00 - 17.01.2023 23:00,0.323388116,0.354166667,0.149798658
17.01.2023 23:00 - 18.01.2023 00:00,0.339064475,0.309927984,0.140671141
18.01.2023 00:00 - 18.01.2023 01:00,0.404298357,0.193415638,0.126174497
18.01.2023 01:00 - 18.01.2023 02:00,0.40278129,0.177469136,0.129127517
18.01.2023 02:00 - 18.01.2023 03:00,0.404045512,0.177983539,0.124295302
18.01.2023 03:00 - 18.01.2023 04:00,0.414412137,0.197273663,0.118120805
18.01.2023 04:00 - 18.01.2023 05:00,0.412389381,0.242026749,0.113020134
18.01.2023 05:00 - 18.01.2023 06:00,0.38988622,0.273662551,0.11114094
18.01.2023 06:00 - 18.01.2023 07:00,0.329456384,0.296296296,0.128590604
18.01.2023 07:00 - 18.01.2023 08:00,0.27357775,0.303497942,0.146040268
18.01.2023 08:00 - 18.01.2023 09:00,0.276359039,0.298868313,0.171543624
18.01.2023 09:00 - 18.01.2023 10:00,0.273072061,0.298611111,0.192751678
18.01.2023 10:00 - 18.01.2023 11:00,0.256637168,0.309156379,0.205100671
18.01.2023 11:00 - 18.01.2023 12:00,0.256890013,0.358024691,0.220402685
18.01.2023 12:00 - 18.01.2023 13:00,0.231858407,0.403806584,0.226845638
18.01.2023 13:00 - 18.01.2023 14:00,0.215929204,0.404320988,0.223355705
18.01.2023 14:00 - 18.01.2023 15:00,0.19721871,0.393518519,0.183355705
18.01.2023 15:00 - 18.01.2023 16:00,0.174968394,0.376800412,0.156241611
18.01.2023 16:00 - 18.01.2023 17:00,0.174968394,0.361368313,0.147919463
18.01.2023 17:00 - 18.01.2023 18:00,0.186093552,0.377572016,0.139597315
18.01.2023 18:00 - 18.01.2023 19:00,0.180025284,0.415123457,0.131543624
18.01.2023 19:00 - 18.01.2023 20:00,0.196460177,0.436471193,0.12295302
18.01.2023 20:00 - 18.01.2023 21:00,0.211378003,0.425154321,0.121073826
18.01.2023 21:00 - 18.01.2023 22:00,0.213147914,0.443930041,0.12590604
18.01.2023 22:00 - 18.01.2023 23:00,0.199494311,0.47350823,0.14147651
18.01.2023 23:00 - 19.01.2023 00:00,0.178761062,0.490740741,0.155973154
19.01.2023 00:00 - 19.01.2023 01:00,0.249304678,0.52186214,0.152751678
19.01.2023 01:00 - 19.01.2023 02:00,0.248040455,0.548868313,0.161073826
19.01.2023 02:00 - 19.01.2023 03:00,0.229582807,0.586419753,0.175033557
19.01.2023 03:00 - 19.01.2023 04:00,0.208596713,0.63117284,0.18147651
19.01.2023 04:00 - 19.01.2023 05:00,0.188369153,0.660493827,0.176912752
19.01.2023 05:00 - 19.01.2023 06:00,0.169152971,0.67026749,0.166442953
19.01.2023 06:00 - 19.01.2023 07:00,0.145132743,0.682355967,0.16966443
19.01.2023 07:00 - 19.01.2023 08:00,0.127433628,0.694701646,0.16590604
19.01.2023 08:00 - 19.01.2023 09:00,0.136788875,0.741769547,0.163489933
19.01.2023 09:00 - 19.01.2023 10:00,0.138053097,0.729423868,0.155973154
19.01.2023 10:00 - 19.01.2023 11:00,0.132996207,0.719135802,0.149261745
19.01.2023 11:00 - 19.01.2023 12:00,0.121618205,0.743055556,0.142550336
19.01.2023 12:00 - 19.01.2023 13:00,0.119848293,0.760030864,0.120805369
19.01.2023 13:00 - 19.01.2023 14:00,0.113274336,0.72505144,0.108724832
19.01.2023 14:00 - 19.01.2023 15:00,0.102149178,0.724022634,0.087785235
19.01.2023 15:00 - 19.01.2023 16:00,0.091782554,0.72968107,0.070872483
19.01.2023 16:00 - 19.01.2023 17:00,0.089759798,0.738425926,0.063624161
19.01.2023 17:00 - 19.01.2023 18:00,0.086978508,0.730967078,0.05852349
19.01.2023 18:00 - 19.01.2023 19:00,0.076864728,0.735853909,0.05261745
19.01.2023 19:00 - 19.01.2023 20:00,0.072313527,0.726337449,0.047248322
19.01.2023 20:00 - 19.01.2023 21:00,0.076106195,0.713734568,0.044026846
19.01.2023 21:00 - 19.01.2023 22:00,0.071554994,0.733796296,0.044026846
19.01.2023 22:00 - 19.01.2023 23:00,0.06346397,0.727109053,0.052885906
19.01.2023 23:00 - 20.01.2023 00:00,0.055372946,0.725308642,0.079463087
20.01.2023 00:00 - 20.01.2023 01:00,0.010619469,0.7656893,0.130201342
20.01.2023 01:00 - 20.01.2023 02:00,0.010366625,0.754115226,0.185503356
20.01.2023 02:00 - 20.01.2023 03:00,0.011125158,0.759516461,0.264161074
20.01.2023 03:00 - 20.01.2023 04:00,0.012389381,0.777263374,0.335838926
20.01.2023 04:00 - 20.01.2023 05:00,0.014917826,0.774434156,0.38147651
20.01.2023 05:00 - 20.01.2023 06:00,0.020986094,0.755144033,0.40885906
20.01.2023 06:00 - 20.01.2023 07:00,0.023261694,0.72813786,0.474899329
20.01.2023 07:00 - 20.01.2023 08:00,0.02300885,0.736111111,0.504697987
20.01.2023 08:00 - 20.01.2023 09:00,0.028571429,0.780606996,0.512483221
20.01.2023 09:00 - 20.01.2023 10:00,0.033628319,0.753600823,0.503892617
20.01.2023 10:00 - 20.01.2023 11:00,0.035903919,0.731738683,0.510067114
20.01.2023 11:00 - 20.01.2023 12:00,0.039949431,0.747170782,0.536912752
20.01.2023 12:00 - 20.01.2023 13:00,0.046017699,0.755401235,0.52966443
20.01.2023 13:00 - 20.01.2023 14:00,0.050316056,0.710390947,0.539865772
20.01.2023 14:00 - 20.01.2023 15:00,0.051833123,0.685699588,0.538255034
20.01.2023 15:00 - 20.01.2023 16:00,0.052844501,0.659979424,0.540671141
20.01.2023 16:00 - 20.01.2023 17:00,0.06068268,0.615226337,0.558389262
20.01.2023 17:00 - 20.01.2023 18:00,0.068773704,0.573816872,0.582818792
20.01.2023 18:00 - 20.01.2023 19:00,0.064981037,0.572016461,0.567248322
20.01.2023 19:00 - 20.01.2023 20:00,0.064981037,0.535751029,0.534496644
20.01.2023 20:00 - 20.01.2023 21:00,0.06573957,0.486882716,0.524832215
20.01.2023 21:00 - 20.01.2023 22:00,0.069532238,0.491255144,0.527248322
20.01.2023 22:00 - 20.01.2023 23:00,0.073324905,0.486625514,0.545234899
20.01.2023 23:00 - 21.01.2023 00:00,0.075600506,0.450360082,0.569127517
21.01.2023 00:00 - 21.01.2023 01:00,0.091529709,0.360339506,0.60295302
21.01.2023 01:00 - 21.01.2023 02:00,0.085714286,0.350308642,0.606979866
21.01.2023 02:00 - 21.01.2023 03:00,0.080404551,0.330246914,0.606979866
21.01.2023 03:00 - 21.01.2023 04:00,0.079140329,0.322273663,0.59409396
21.01.2023 04:00 - 21.01.2023 05:00,0.078887484,0.322273663,0.576912752
21.01.2023 05:00 - 21.01.2023 06:00,0.076864728,0.330246914,0.554899329
21.01.2023 06:00 - 21.01.2023 07:00,0.069279393,0.314814815,0.62442953
21.01.2023 07:00 - 21.01.2023 08:00,0.060429836,0.287294239,0.682147651
21.01.2023 08:00 - 21.01.2023 09:00,0.062452592,0.27494856,0.715704698
21.01.2023 09:00 - 21.01.2023 10:00,0.059418458,0.252829218,0.710067114
21.01.2023 10:00 - 21.01.2023 11:00,0.052338812,0.232510288,0.716241611
21.01.2023 11:00 - 21.01.2023 12:00,0.045006321,0.25154321,0.73852349
21.01.2023 12:00 - 21.01.2023 13:00,0.036915297,0.291152263,0.71409396
21.01.2023 13:00 - 21.01.2023 14:00,0.034134008,0.316872428,0.708993289
21.01.2023 14:00 - 21.01.2023 15:00,0.034134008,0.346193416,0.700134228
21.01.2023 15:00 - 21.01.2023 16:00,0.035145386,0.395576132,0.702818792
21.01.2023 16:00 - 21.01.2023 17:00,0.040707965,0.421039095,0.708724832
21.01.2023 17:00 - 21.01.2023 18:00,0.049810367,0.413065844,0.739328859
21.01.2023 18:00 - 21.01.2023 19:00,0.0505689,0.402263374,0.731275168
21.01.2023 19:00 - 21.01.2023 20:00,0.056131479,0.373199588,0.691812081
21.01.2023 20:00 - 21.01.2023 21:00,0.063716814,0.335648148,0.676778523
21.01.2023 21:00 - 21.01.2023 22:00,0.069532238,0.325617284,0.68
21.01.2023 22:00 - 21.01.2023 23:00,0.071807838,0.317901235,0.702013423
21.01.2023 23:00 - 22.01.2023 00:00,0.071807838,0.320216049,0.715973154
22.01.2023 00:00 - 22.01.2023 01:00,0.081415929,0.118055556,0.715167785
22.01.2023 01:00 - 22.01.2023 02:00,0.078887484,0.102109053,0.692348993
22.01.2023 02:00 - 22.01.2023 03:00,0.077117573,0.09850823,0.626577181
22.01.2023 03:00 - 22.01.2023 04:00,0.078887484,0.110596708,0.547114094
22.01.2023 04:00 - 22.01.2023 05:00,0.082680152,0.125,0.468456376
22.01.2023 05:00 - 22.01.2023 06:00,0.081415929,0.135288066,0.366174497
22.01.2023 06:00 - 22.01.2023 07:00,0.070037927,0.145576132,0.361073826
22.01.2023 07:00 - 22.01.2023 08:00,0.059924147,0.162294239,0.399194631
22.01.2023 08:00 - 22.01.2023 09:00,0.06346397,0.172067901,0.438120805
22.01.2023 09:00 - 22.01.2023 10:00,0.062958281,0.184927984,0.468724832
22.01.2023 10:00 - 22.01.2023 11:00,0.056890013,0.200874486,0.532348993
22.01.2023 11:00 - 22.01.2023 12:00,0.053855879,0.22350823,0.606711409
22.01.2023 12:00 - 22.01.2023 13:00,0.046270544,0.257716049,0.635973154
22.01.2023 13:00 - 22.01.2023 14:00,0.042983565,0.262345679,0.668724832
22.01.2023 14:00 - 22.01.2023 15:00,0.036409608,0.261831276,0.68
22.01.2023 15:00 - 22.01.2023 16:00,0.032111252,0.269804527,0.681610738
22.01.2023 16:00 - 22.01.2023 17:00,0.031099874,0.288580247,0.680268456
22.01.2023 17:00 - 22.01.2023 18:00,0.031099874,0.292438272,0.691812081
22.01.2023 18:00 - 22.01.2023 19:00,0.028824273,0.301697531,0.657181208
22.01.2023 19:00 - 22.01.2023 20:00,0.03312263,0.291409465,0.608322148
22.01.2023 20:00 - 22.01.2023 21:00,0.040960809,0.27186214,0.578255034
22.01.2023 21:00 - 22.01.2023 22:00,0.041719343,0.272376543,0.559463087
22.01.2023 22:00 - 22.01.2023 23:00,0.039949431,0.273148148,0.559731544
22.01.2023 23:00 - 23.01.2023 00:00,0.036156764,0.270833333,0.548724832
23.01.2023 00:00 - 23.01.2023 01:00,0.02528445,0.252057613,0.513020134
23.01.2023 01:00 - 23.01.2023 02:00,0.024020228,0.229938272,0.469798658
23.01.2023 02:00 - 23.01.2023 03:00,0.018457649,0.216563786,0.413422819
23.01.2023 03:00 - 23.01.2023 04:00,0.01795196,0.209876543,0.350872483
23.01.2023 04:00 - 23.01.2023 05:00,0.022250316,0.202160494,0.283758389
23.01.2023 05:00 - 23.01.2023 06:00,0.026295828,0.194958848,0.211543624
23.01.2023 06:00 - 23.01.2023 07:00,0.024020228,0.193930041,0.178791946
23.01.2023 07:00 - 23.01.2023 08:00,0.021997472,0.193415638,0.146577181
23.01.2023 08:00 - 23.01.2023 09:00,0.024273072,0.179012346,0.124026846
23.01.2023 09:00 - 23.01.2023 10:00,0.026801517,0.165895062,0.110604027
23.01.2023 10:00 - 23.01.2023 11:00,0.028571429,0.164866255,0.091812081
23.01.2023 11:00 - 23.01.2023 12:00,0.029329962,0.163323045,0.080268456
23.01.2023 12:00 - 23.01.2023 13:00,0.031605563,0.165895062,0.068993289
23.01.2023 13:00 - 23.01.2023 14:00,0.031605563,0.166152263,0.059865772
23.01.2023 14:00 - 23.01.2023 15:00,0.030088496,0.177983539,0.051812081
23.01.2023 15:00 - 23.01.2023 16:00,0.029077118,0.189557613,0.046979866
23.01.2023 16:00 - 23.01.2023 17:00,0.029582807,0.195987654,0.057986577
23.01.2023 17:00 - 23.01.2023 18:00,0.035145386,0.200102881,0.08
23.01.2023 18:00 - 23.01.2023 19:00,0.040960809,0.207047325,0.09261745
23.01.2023 19:00 - 23.01.2023 20:00,0.051580278,0.206018519,0.10147651
23.01.2023 20:00 - 23.01.2023 21:00,0.068268015,0.203703704,0.11033557
23.01.2023 21:00 - 23.01.2023 22:00,0.090012642,0.203960905,0.124832215
23.01.2023 22:00 - 23.01.2023 23:00,0.110998736,0.217592593,0.143624161
23.01.2023 23:00 - 24.01.2023 00:00,0.127180784,0.236882716,0.149530201
24.01.2023 00:00 - 24.01.2023 01:00,0.122882427,0.314557613,0.100134228
24.01.2023 01:00 - 24.01.2023 02:00,0.141087231,0.321759259,0.084295302
24.01.2023 02:00 - 24.01.2023 03:00,0.163843236,0.337705761,0.070067114
24.01.2023 03:00 - 24.01.2023 04:00,0.174462705,0.357510288,0.056107383
24.01.2023 04:00 - 24.01.2023 05:00,0.175474083,0.362654321,0.040268456
24.01.2023 05:00 - 24.01.2023 06:00,0.174209861,0.3593107,0.021744966
24.01.2023 06:00 - 24.01.2023 07:00,0.158786346,0.361625514,0.016107383
24.01.2023 07:00 - 24.01.2023 08:00,0.149178255,0.361882716,0.016375839
24.01.2023 08:00 - 24.01.2023 09:00,0.176738306,0.359825103,0.01557047
24.01.2023 09:00 - 24.01.2023 10:00,0.195701643,0.337705761,0.015033557
24.01.2023 10:00 - 24.01.2023 11:00,0.195954488,0.322273663,0.015302013
24.01.2023 11:00 - 24.01.2023 12:00,0.211630847,0.326388889,0.014228188
24.01.2023 12:00 - 24.01.2023 13:00,0.202275601,0.328960905,0.014228188
24.01.2023 13:00 - 24.01.2023 14:00,0.201517067,0.322016461,0.015033557
24.01.2023 14:00 - 24.01.2023 15:00,0.209102402,0.33436214,0.014228188
24.01.2023 15:00 - 24.01.2023 16:00,0.214917826,0.352109053,0.013422819
24.01.2023 16:00 - 24.01.2023 17:00,0.229077118,0.356481481,0.014228188
24.01.2023 17:00 - 24.01.2023 18:00,0.233375474,0.339763374,0.016107383
24.01.2023 18:00 - 24.01.2023 19:00,0.211630847,0.3281893,0.016912752
24.01.2023 19:00 - 24.01.2023 20:00,0.217193426,0.329475309,0.015838926
24.01.2023 20:00 - 24.01.2023 21:00,0.239190898,0.342078189,0.015302013
24.01.2023 21:00 - 24.01.2023 22:00,0.26068268,0.341049383,0.014496644
24.01.2023 22:00 - 24.01.2023 23:00,0.280404551,0.328446502,0.013959732
24.01.2023 23:00 - 25.01.2023 00:00,0.300126422,0.318930041,0.016912752
25.01.2023 00:00 - 25.01.2023 01:00,0.339064475,0.380915638,0.027919463
25.01.2023 01:00 - 25.01.2023 02:00,0.344627054,0.363683128,0.031409396
25.01.2023 02:00 - 25.01.2023 03:00,0.351201011,0.340020576,0.032483221
25.01.2023 03:00 - 25.01.2023 04:00,0.367383059,0.310699588,0.034899329
25.01.2023 04:00 - 25.01.2023 05:00,0.385335019,0.261059671,0.036778523
25.01.2023 05:00 - 25.01.2023 06:00,0.395448799,0.214248971,0.037583893
25.01.2023 06:00 - 25.01.2023 07:00,0.366624526,0.186471193,0.042416107
25.01.2023 07:00 - 25.01.2023 08:00,0.337041719,0.166923868,0.04590604
25.01.2023 08:00 - 25.01.2023 09:00,0.384576485,0.135288066,0.046979866
25.01.2023 09:00 - 25.01.2023 10:00,0.420733249,0.109825103,0.049127517
25.01.2023 10:00 - 25.01.2023 11:00,0.426042984,0.095679012,0.050201342
25.01.2023 11:00 - 25.01.2023 12:00,0.454614412,0.101337449,0.051275168
25.01.2023 12:00 - 25.01.2023 13:00,0.447281922,0.108539095,0.052080537
25.01.2023 13:00 - 25.01.2023 14:00,0.434892541,0.10776749,0.044026846
25.01.2023 14:00 - 25.01.2023 15:00,0.421997472,0.103652263,0.039731544
25.01.2023 15:00 - 25.01.2023 16:00,0.39721871,0.103909465,0.035436242
25.01.2023 16:00 - 25.01.2023 17:00,0.377749684,0.107253086,0.028993289
25.01.2023 17:00 - 25.01.2023 18:00,0.335777497,0.115740741,0.026308725
25.01.2023 18:00 - 25.01.2023 19:00,0.259418458,0.129115226,0.026040268
25.01.2023 19:00 - 25.01.2023 20:00,0.221997472,0.145576132,0.023892617
25.01.2023 20:00 - 25.01.2023 21:00,0.217699115,0.174639918,0.022818792
25.01.2023 21:00 - 25.01.2023 22:00,0.237926675,0.203703704,0.021208054
25.01.2023 22:00 - 25.01.2023 23:00,0.252591656,0.225308642,0.019328859
25.01.2023 23:00 - 26.01.2023 00:00,0.252844501,0.259002058,0.017181208
26.01.2023 00:00 - 26.01.2023 01:00,0.20505689,0.396604938,0.01852349
26.01.2023 01:00 - 26.01.2023 02:00,0.217193426,0.414351852,0.019865772
26.01.2023 02:00 - 26.01.2023 03:00,0.23034134,0.444444444,0.021208054
26.01.2023 03:00 - 26.01.2023 04:00,0.234134008,0.481738683,0.026040268
26.01.2023 04:00 - 26.01.2023 05:00,0.229582807,0.513117284,0.031946309
26.01.2023 05:00 - 26.01.2023 06:00,0.216434893,0.537808642,0.038389262
26.01.2023 06:00 - 26.01.2023 07:00,0.190391909,0.548611111,0.053959732
26.01.2023 07:00 - 26.01.2023 08:00,0.173957016,0.552211934,0.066577181
26.01.2023 08:00 - 26.01.2023 09:00,0.193931732,0.53755144,0.068724832
26.01.2023 09:00 - 26.01.2023 10:00,0.200252845,0.499228395,0.071946309
26.01.2023 10:00 - 26.01.2023 11:00,0.196207332,0.484053498,0.069530201
26.01.2023 11:00 - 26.01.2023 12:00,0.227054362,0.504115226,0.073020134
26.01.2023 12:00 - 26.01.2023 13:00,0.240960809,0.528292181,0.082416107
26.01.2023 13:00 - 26.01.2023 14:00,0.263211125,0.532664609,0.081610738
26.01.2023 14:00 - 26.01.2023 15:00,0.29608091,0.544495885,0.087516779
26.01.2023 15:00 - 26.01.2023 16:00,0.317572693,0.546296296,0.097986577
26.01.2023 16:00 - 26.01.2023 17:00,0.331226296,0.546296296,0.103087248
26.01.2023 17:00 - 26.01.2023 18:00,0.321871049,0.536265432,0.109530201
26.01.2023 18:00 - 26.01.2023 19:00,0.275347661,0.543981481,0.117583893
26.01.2023 19:00 - 26.01.2023 20:00,0.262705436,0.547582305,0.119194631
26.01.2023 20:00 - 26.01.2023 21:00,0.27357775,0.585133745,0.123489933
26.01.2023 21:00 - 26.01.2023 22:00,0.266245259,0.611625514,0.126979866
26.01.2023 22:00 - 26.01.2023 23:00,0.247787611,0.636831276,0.121610738
