Objective value 0.0,CVaR 0.0,Objective value 0.1,CVaR 0.1,Objective value 0.2,CVaR 0.2,Objective value 0.3,CVaR 0.3,Objective value 0.4,CVaR 0.4,Objective value 0.5,CVaR 0.5,Objective value 0.6,CVaR 0.6,Objective value 0.7,CVaR 0.7,Objective value 0.8,CVaR 0.8,Objective value 0.9,CVaR 0.9,Objective value 1.0,CVaR 1.0
3469274.357343408,2449146.0,3406441.931406978,2841416.541,3343661.3613107353,2841420.010,3280884.2541507245,2841567.194,3218141.4527364853,2841844.661,3155427.9408637467,2841867.497,3092718.9790859926,2841897.396,3030016.7137713134,2841922.408,2967318.611759841,2841922.408,2904620.509748294,2841922.408,2841922.909532432,2841922.910
