P_SM_t_opt_beta9,P_PPA_t_opt_beta9
27.97786,0.1
28.420119999999997,0.1
27.86401999999996,0.1
12.03758,0.1
38.6866,0.1
28.544839999999997,0.1
51.90000000000002,0.1
51.90000000000001,0.1
36.486619999999995,0.1
51.90000000000001,0.1
35.65501999999999,0.1
51.900000000000006,0.1
33.885979999999996,0.1
34.502120000000005,0.1
44.78752,0.1
41.597199999999994,0.1
22.364539999999998,0.1
21.219199999999994,0.1
40.784499999999994,0.1
16.78148,0.1
35.68528,0.1
16.713439999999995,0.1
37.75672,0.1
40.98862,0.1
49.916979999999995,0.1
39.112819999999985,0.1
48.35584,0.1
51.59152,0.1
31.221079999999997,0.1
51.85234,0.1
34.237519999999996,0.1
51.90000000000001,0.1
35.96119999999999,0.1
51.90000000000001,0.1
37.541239999999995,0.1
37.390040000000006,0.1
51.900000000000006,0.1
36.84572,0.1
51.90000000000001,0.1
37.484539999999996,0.1
51.90000000000001,0.1
35.673919999999995,0.1
51.90000000000001,0.1
36.65672000000001,0.1
51.90000000000001,0.1
51.900000000000084,0.1
51.90000000000001,0.1
39.720739999999886,0.1
37.129239999999996,0.1
38.55052,0.1
37.514799999999994,0.1
16.78148,0.1
35.48872,0.1
14.955739999999999,0.1
13.670539999999999,0.1
32.536539999999995,0.1
33.81796,0.1
12.04892,0.1
9.94346,0.1
24.44758,0.1
6.29576,0.1
15.306499999999996,0.1
24.67414,0.1
24.40198,0.1
4.71194,0.1
5.1542,0.1
23.67622,0.1
5.906420000000001,0.1
28.582659999999997,0.1
8.69984,0.1
25.770339999999997,0.1
24.798879999999997,0.1
32.51764,0.1
31.228659999999998,0.1
8.97578,0.1
25.65694,0.1
25.56622,0.1
5.569999999999999,0.1
4.4473400000000005,0.1
22.59514,0.1
4.14872,0.1
26.52256,0.1
7.082,0.1
32.44582,0.1
35.55676,0.1
8.318060000000001,0.1
32.38155999999999,0.1
15.964999999999998,0.1
33.79528,0.1
13.09976,0.1
27.444879999999998,0.1
4.28858,0.1
34.679779999999994,0.1
51.90000000000001,0.1
51.90000000000001,0.1
51.90000000000001,0.1
46.462059999999994,0.1
36.12376,0.1
33.969159999999995,0.1
30.421300000000002,0.1
20.943259999999995,0.1
38.5745,0.1
18.323719999999998,0.1
17.620639999999998,0.1
35.28082,0.1
33.29136000000001,0.1
0.0,0.1
17.408959999999997,0.1
