P_SM_t_opt_beta0,P_PPA_t_opt_beta0
43.18782,3.78
28.459619999999994,3.78
48.22,3.78
48.220000000000006,3.78
47.29989999999999,3.78
31.392899999999997,3.78
48.219999999999985,3.78
27.488159999999997,3.78
28.41426,3.78
39.98291999999995,3.78
27.087479999999996,3.78
45.93458,3.78
23.91228,3.78
