Objective value 0.0,CVaR 0.0,Objective value 0.1,CVaR 0.1,Objective value 0.2,CVaR 0.2,Objective value 0.3,CVaR 0.3,Objective value 0.4,CVaR 0.4,Objective value 0.5,CVaR 0.5,Objective value 0.6,CVaR 0.6,Objective value 0.7,CVaR 0.7,Objective value 0.8,CVaR 0.8,Objective value 0.9,CVaR 0.9,Objective value 1.0,CVaR 1.0
3469274.357343408,2449146.0,3394835.5019638357,2725352.247,3320448.5188264707,2725360.426,3246080.1120820413,2725747.797,3171772.6886205925,2725942.862,3097477.3940564794,2726003.435,3023182.7477698503,2726013.788,2948892.2285504667,2726024.344,2874602.9569838606,2726025.005,2800317.2210405506,2726032.452,2726572.560502256,2726572.561
