Objective value 0.0,CVaR 0.0,Objective value 0.1,CVaR 0.1,Objective value 0.2,CVaR 0.2,Objective value 0.3,CVaR 0.3,Objective value 0.4,CVaR 0.4,Objective value 0.5,CVaR 0.5,Objective value 0.6,CVaR 0.6,Objective value 0.7,CVaR 0.7,Objective value 0.8,CVaR 0.8,Objective value 0.9,CVaR 0.9,Objective value 1.0,CVaR 1.0
4234695.783470006,3331492.0,4164809.878273051,3547250.032,4096669.7206789064,3554362.730,4029223.655960976,3558493.299,3962039.3022080176,3559634.681,3895129.9318974917,3561353.263,3828488.8434341797,3562612.924,3762172.007222426,3563666.704,3696222.4654978113,3564777.451,3630801.2206964497,3565722.506,3566345.6877747853,3566345.688
